RANK,NAME,IMP_ATT,RUS_ATT,RUS_YDS,RUS_Y/A,LG,EXPLO,RUS_TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,RZ TGT,RUS_YACON,SNAPS,GRZ_ATT,FPTS,FPTS/G
26.0,Austin Ekeler,181.0,116.0,530.0,4.6,27.0,2.0,1.0,54.0,65.0,403.0,7.5,2.0,0.0,10.0,273.0,2.4,257.0,2.2,13.0,8.0,116.0,412.0,1.0,165.3,16.5
27.0,James Conner,212.0,169.0,721.0,4.3,59.0,8.0,6.0,35.0,43.0,215.0,6.1,0.0,0.0,13.0,385.0,2.3,336.0,2.0,17.0,7.0,47.0,562.0,10.0,164.6,12.7
28.0,Myles Gaskin,189.0,142.0,584.0,4.1,26.0,3.0,3.0,41.0,47.0,388.0,9.5,2.0,2.0,10.0,296.0,2.1,288.0,2.0,6.0,6.0,134.0,455.0,10.0,164.2,16.4
29.0,Todd Gurley II,230.0,195.0,678.0,3.5,35.0,3.0,9.0,25.0,35.0,164.0,6.6,0.0,0.0,15.0,323.0,1.7,355.0,1.8,19.0,0.0,45.0,507.0,13.0,163.2,10.9
30.0,Giovani Bernard,183.0,124.0,416.0,3.4,15.0,0.0,3.0,47.0,59.0,355.0,7.6,3.0,1.0,16.0,189.0,1.5,227.0,1.8,8.0,9.0,81.0,518.0,6.0,158.1,9.9
31.0,Devin Singletary,206.0,156.0,687.0,4.4,51.0,6.0,2.0,38.0,50.0,269.0,7.1,0.0,1.0,16.0,234.0,1.5,453.0,2.9,9.0,7.0,76.0,622.0,6.0,143.6,9.0
32.0,Jeff Wilson Jr.,154.0,126.0,600.0,4.8,34.0,4.0,7.0,13.0,28.0,133.0,10.2,3.0,2.0,12.0,319.0,2.5,281.0,2.2,9.0,6.0,34.0,311.0,8.0,142.3,11.9
33.0,Wayne Gallman Jr.,174.0,147.0,682.0,4.6,60.0,6.0,6.0,21.0,27.0,114.0,5.4,0.0,0.0,15.0,320.0,2.2,362.0,2.5,10.0,4.0,26.0,391.0,10.0,136.6,9.1
34.0,Latavius Murray,172.0,146.0,656.0,4.5,36.0,4.0,4.0,23.0,26.0,176.0,7.7,1.0,0.0,15.0,363.0,2.5,293.0,2.0,4.0,4.0,49.0,364.0,3.0,136.2,9.1
35.0,Leonard Fournette,144.0,97.0,367.0,3.8,46.0,5.0,6.0,36.0,47.0,233.0,6.5,0.0,0.0,13.0,166.0,1.7,201.0,2.1,0.0,8.0,65.0,383.0,9.0,132.0,10.2
36.0,Darrell Henderson Jr.,162.0,138.0,624.0,4.5,40.0,6.0,5.0,16.0,24.0,159.0,9.9,1.0,0.0,15.0,341.0,2.5,283.0,2.1,8.0,4.0,36.0,307.0,11.0,130.3,8.7
37.0,Gus Edwards,157.0,144.0,723.0,5.0,36.0,10.0,6.0,9.0,13.0,129.0,14.3,0.0,1.0,16.0,334.0,2.3,389.0,2.7,11.0,1.0,29.0,347.0,10.0,128.2,8.0
38.0,Jamaal Williams,154.0,119.0,505.0,4.2,25.0,1.0,2.0,31.0,35.0,236.0,7.6,1.0,0.0,14.0,276.0,2.3,229.0,1.9,5.0,3.0,74.0,417.0,6.0,127.1,9.1
39.0,Jerick McKinnon,127.0,81.0,319.0,3.9,55.0,4.0,5.0,33.0,46.0,253.0,7.7,1.0,0.0,16.0,191.0,2.4,128.0,1.6,3.0,6.0,43.0,372.0,4.0,126.2,7.9
40.0,Adrian Peterson,174.0,156.0,604.0,3.9,38.0,5.0,7.0,12.0,18.0,101.0,8.4,0.0,0.0,16.0,346.0,2.2,258.0,1.7,11.0,1.0,14.0,298.0,14.0,124.5,7.8
41.0,Tony Pollard,141.0,101.0,435.0,4.3,42.0,8.0,4.0,28.0,40.0,193.0,6.9,1.0,0.0,16.0,186.0,1.8,249.0,2.5,8.0,8.0,71.0,364.0,3.0,120.8,7.6
42.0,James White,97.0,35.0,121.0,3.5,10.0,0.0,2.0,49.0,62.0,375.0,7.7,1.0,0.0,14.0,78.0,2.2,43.0,1.2,1.0,6.0,71.0,291.0,1.0,116.6,8.3
43.0,Malcolm Brown,134.0,101.0,419.0,4.1,19.0,0.0,5.0,23.0,33.0,162.0,7.0,0.0,1.0,16.0,271.0,2.7,148.0,1.5,7.0,4.0,45.0,443.0,9.0,109.1,6.8
44.0,Rex Burkhead,100.0,67.0,274.0,4.1,18.0,0.0,3.0,25.0,33.0,192.0,7.7,3.0,0.0,10.0,175.0,2.6,99.0,1.5,5.0,6.0,21.0,243.0,4.0,107.6,10.8
45.0,Cam Akers,159.0,145.0,625.0,4.3,61.0,10.0,2.0,11.0,14.0,123.0,11.2,1.0,1.0,12.0,321.0,2.2,304.0,2.1,6.0,2.0,24.0,294.0,7.0,101.8,8.5
46.0,Zack Moss,130.0,112.0,481.0,4.3,31.0,5.0,4.0,14.0,18.0,95.0,6.8,1.0,0.0,13.0,204.0,1.8,277.0,2.5,13.0,2.0,33.0,402.0,11.0,101.6,7.8
47.0,Frank Gore,206.0,187.0,653.0,3.5,17.0,0.0,2.0,16.0,19.0,89.0,5.6,0.0,1.0,15.0,277.0,1.5,376.0,2.0,8.0,2.0,17.0,380.0,5.0,100.2,6.7
48.0,Raheem Mostert,123.0,104.0,521.0,5.0,80.0,6.0,2.0,16.0,19.0,156.0,9.8,1.0,1.0,8.0,346.0,3.3,175.0,1.7,5.0,0.0,18.0,237.0,6.0,99.7,12.5
49.0,Joe Mixon,145.0,119.0,428.0,3.6,34.0,4.0,3.0,21.0,26.0,138.0,6.6,1.0,1.0,6.0,229.0,1.9,199.0,1.7,3.0,3.0,59.0,290.0,5.0,99.6,16.6
50.0,Boston Scott,116.0,80.0,374.0,4.7,56.0,5.0,1.0,25.0,36.0,212.0,8.5,1.0,0.0,16.0,217.0,2.7,157.0,2.0,10.0,5.0,37.0,383.0,1.0,95.6,6.0
51.0,Brian Hill,130.0,100.0,465.0,4.7,62.0,7.0,1.0,25.0,30.0,199.0,8.0,0.0,1.0,16.0,206.0,2.1,259.0,2.6,6.0,1.0,37.0,328.0,2.0,95.4,6.0
52.0,Kalen Ballage,128.0,91.0,303.0,3.3,17.0,0.0,3.0,29.0,37.0,166.0,5.7,0.0,0.0,11.0,157.0,1.7,146.0,1.6,4.0,4.0,47.0,300.0,5.0,93.9,8.5
53.0,Damien Harris,144.0,137.0,691.0,5.0,41.0,6.0,2.0,5.0,7.0,52.0,10.4,0.0,0.0,10.0,429.0,3.1,262.0,1.9,12.0,1.0,12.0,228.0,3.0,91.3,9.1
54.0,Christian McCaffrey,78.0,59.0,225.0,3.8,15.0,0.0,5.0,17.0,19.0,149.0,8.8,1.0,0.0,3.0,96.0,1.6,129.0,2.2,9.0,1.0,42.0,171.0,4.0,90.4,30.1
55.0,Alexander Mattison,111.0,96.0,434.0,4.5,25.0,4.0,2.0,13.0,15.0,125.0,9.6,1.0,0.0,13.0,201.0,2.1,233.0,2.4,10.0,0.0,41.0,229.0,4.0,86.9,6.7
56.0,Devontae Booker,114.0,93.0,423.0,4.5,43.0,6.0,3.0,17.0,21.0,84.0,4.9,0.0,0.0,16.0,236.0,2.5,187.0,2.0,5.0,3.0,22.0,238.0,0.0,85.7,5.4
57.0,Carlos Hyde,101.0,81.0,356.0,4.4,50.0,5.0,4.0,16.0,20.0,93.0,5.8,0.0,0.0,10.0,172.0,2.1,184.0,2.3,4.0,0.0,22.0,261.0,5.0,84.9,8.5
58.0,Duke Johnson Jr.,112.0,77.0,235.0,3.1,23.0,1.0,1.0,28.0,35.0,249.0,8.9,1.0,2.0,11.0,119.0,1.5,116.0,1.5,5.0,8.0,51.0,355.0,1.0,84.4,7.7
59.0,Kyle Juszczyk,46.0,17.0,64.0,3.8,10.0,0.0,2.0,19.0,29.0,202.0,10.6,4.0,0.0,16.0,35.0,2.1,29.0,1.7,0.0,7.0,28.0,472.0,2.0,81.6,5.1
60.0,Joshua Kelley,134.0,111.0,354.0,3.2,33.0,4.0,2.0,23.0,23.0,148.0,6.4,0.0,2.0,14.0,183.0,1.6,171.0,1.5,7.0,2.0,28.0,297.0,7.0,81.2,5.8
61.0,Sony Michel,88.0,79.0,449.0,5.7,48.0,7.0,1.0,7.0,9.0,114.0,16.3,1.0,0.0,9.0,164.0,2.1,285.0,3.6,9.0,0.0,35.0,181.0,2.0,75.3,8.4
62.0,Benny Snell Jr.,125.0,111.0,368.0,3.3,30.0,4.0,4.0,10.0,14.0,61.0,6.1,0.0,1.0,16.0,160.0,1.4,208.0,1.9,6.0,2.0,35.0,281.0,15.0,74.9,4.7
63.0,Le'Veon Bell,102.0,82.0,328.0,4.0,16.0,0.0,2.0,16.0,20.0,138.0,8.6,0.0,0.0,11.0,163.0,2.0,165.0,2.0,9.0,5.0,46.0,270.0,3.0,74.6,6.8
64.0,Kerryon Johnson,78.0,52.0,181.0,3.5,14.0,0.0,2.0,19.0,26.0,187.0,9.8,1.0,1.0,16.0,116.0,2.2,65.0,1.3,3.0,2.0,28.0,292.0,3.0,71.8,4.5
65.0,Salvon Ahmed,89.0,75.0,319.0,4.3,31.0,2.0,3.0,11.0,14.0,61.0,5.5,0.0,0.0,6.0,245.0,3.3,74.0,1.0,4.0,1.0,13.0,205.0,5.0,69.0,11.5
66.0,Phillip Lindsay,132.0,118.0,502.0,4.3,55.0,9.0,1.0,7.0,14.0,28.0,4.0,0.0,0.0,11.0,316.0,2.7,186.0,1.6,5.0,1.0,13.0,270.0,3.0,66.0,6.0
67.0,Samaje Perine,75.0,63.0,301.0,4.8,46.0,3.0,3.0,11.0,12.0,66.0,6.0,0.0,0.0,16.0,149.0,2.4,152.0,2.4,5.0,4.0,22.0,206.0,4.0,65.7,4.1
68.0,Justin Jackson,83.0,59.0,270.0,4.6,36.0,5.0,0.0,19.0,24.0,173.0,9.1,0.0,0.0,9.0,174.0,2.9,96.0,1.6,2.0,0.0,83.0,190.0,0.0,65.3,7.3
69.0,Ty Johnson,75.0,54.0,254.0,4.7,34.0,2.0,1.0,16.0,21.0,99.0,6.2,1.0,0.0,13.0,155.0,2.9,99.0,1.8,1.0,1.0,50.0,174.0,4.0,63.3,4.9
70.0,Jordan Wilkins,100.0,84.0,308.0,3.7,22.0,1.0,1.0,12.0,16.0,105.0,8.8,0.0,0.0,15.0,148.0,1.8,160.0,1.9,10.0,2.0,19.0,182.0,2.0,61.3,4.1
71.0,Ito Smith,89.0,63.0,268.0,4.3,24.0,1.0,1.0,17.0,26.0,75.0,4.4,0.0,0.0,14.0,179.0,2.8,89.0,1.4,2.0,7.0,20.0,225.0,1.0,57.3,4.1
72.0,Dion Lewis,59.0,29.0,115.0,4.0,19.0,0.0,2.0,19.0,30.0,127.0,6.7,1.0,2.0,16.0,67.0,2.3,48.0,1.7,1.0,5.0,20.0,304.0,3.0,57.2,3.6
73.0,DeeJay Dallas,54.0,34.0,108.0,3.2,13.0,0.0,2.0,17.0,20.0,111.0,6.5,1.0,0.0,12.0,47.0,1.4,61.0,1.8,2.0,3.0,33.0,147.0,5.0,56.9,4.7
74.0,Peyton Barber,101.0,94.0,258.0,2.7,15.0,0.0,4.0,4.0,7.0,12.0,3.0,0.0,0.0,16.0,144.0,1.5,114.0,1.2,4.0,0.0,1.0,192.0,9.0,55.0,3.4
75.0,Darrel Williams,65.0,39.0,169.0,4.3,13.0,0.0,1.0,18.0,26.0,116.0,6.4,0.0,0.0,16.0,104.0,2.7,65.0,1.7,0.0,2.0,26.0,265.0,0.0,54.5,3.4
76.0,Mark Ingram II,80.0,72.0,299.0,4.2,30.0,3.0,2.0,6.0,8.0,50.0,8.3,0.0,0.0,11.0,173.0,2.4,126.0,1.8,6.0,2.0,8.0,161.0,2.0,52.9,4.8
77.0,La'Mical Perine,79.0,64.0,232.0,3.6,20.0,1.0,2.0,11.0,15.0,63.0,5.7,0.0,0.0,10.0,132.0,2.1,100.0,1.6,2.0,1.0,11.0,200.0,2.0,52.5,5.3
78.0,Jalen Richard,45.0,22.0,123.0,5.6,20.0,1.0,1.0,19.0,23.0,138.0,7.3,0.0,0.0,13.0,76.0,3.5,47.0,2.1,1.0,4.0,31.0,192.0,1.0,51.1,3.9
79.0,Jeremy McNichols,64.0,47.0,204.0,4.3,20.0,1.0,1.0,12.0,17.0,55.0,4.6,0.0,0.0,16.0,103.0,2.2,101.0,2.1,5.0,6.0,12.0,271.0,1.0,43.9,2.7
80.0,Chris Thompson,30.0,7.0,20.0,2.9,5.0,0.0,0.0,20.0,23.0,146.0,7.3,1.0,0.0,8.0,6.0,0.9,14.0,2.0,0.0,3.0,25.0,155.0,0.0,42.6,5.3
81.0,Matt Breida,69.0,59.0,254.0,4.3,24.0,1.0,0.0,9.0,10.0,96.0,10.7,0.0,1.0,12.0,162.0,2.7,92.0,1.6,2.0,0.0,17.0,152.0,0.0,42.0,3.5
82.0,Alfred Morris,59.0,55.0,238.0,4.3,20.0,1.0,1.0,3.0,4.0,19.0,6.3,1.0,0.0,9.0,115.0,2.1,123.0,2.2,3.0,1.0,7.0,111.0,1.0,40.7,4.5
83.0,AJ Dillon,48.0,46.0,242.0,5.3,30.0,3.0,2.0,2.0,2.0,21.0,10.5,0.0,0.0,11.0,100.0,2.2,142.0,3.1,6.0,1.0,5.0,97.0,0.0,40.3,3.7
84.0,Royce Freeman,48.0,35.0,170.0,4.9,23.0,2.0,0.0,12.0,13.0,81.0,6.8,0.0,0.0,16.0,94.0,2.7,76.0,2.2,2.0,3.0,20.0,194.0,1.0,37.1,2.3
85.0,Josh Adams,37.0,29.0,157.0,5.4,25.0,1.0,2.0,6.0,8.0,29.0,4.8,0.0,0.0,8.0,52.0,1.8,105.0,3.6,4.0,0.0,9.0,75.0,2.0,36.6,4.6
86.0,Rodney Smith,52.0,41.0,156.0,3.8,13.0,0.0,1.0,9.0,11.0,59.0,6.6,0.0,0.0,7.0,80.0,2.0,76.0,1.9,5.0,1.0,14.0,133.0,0.0,36.5,5.2
87.0,Devonta Freeman,64.0,54.0,172.0,3.2,14.0,0.0,1.0,7.0,10.0,58.0,8.3,0.0,0.0,5.0,104.0,1.9,68.0,1.3,2.0,2.0,1.0,136.0,1.0,36.0,7.2
88.0,Darwin Thompson,38.0,27.0,97.0,3.6,14.0,0.0,1.0,7.0,11.0,65.0,9.3,1.0,1.0,13.0,54.0,2.0,43.0,1.6,1.0,2.0,6.0,80.0,0.0,33.2,2.6
89.0,Travis Homer,35.0,25.0,88.0,3.5,12.0,0.0,0.0,9.0,10.0,90.0,10.0,1.0,0.0,9.0,53.0,2.1,35.0,1.4,2.0,1.0,17.0,138.0,2.0,32.8,3.6
90.0,JaMycal Hasty,47.0,39.0,148.0,3.8,20.0,1.0,1.0,7.0,8.0,33.0,4.7,0.0,0.0,8.0,105.0,2.7,43.0,1.1,0.0,0.0,1.0,97.0,3.0,31.1,3.9
91.0,Jordan Howard,36.0,35.0,60.0,1.7,11.0,0.0,4.0,1.0,1.0,-3.0,-3.0,0.0,0.0,7.0,12.0,0.3,48.0,1.4,1.0,0.0,0.0,68.0,9.0,30.7,4.4
92.0,Ameer Abdullah,17.0,8.0,42.0,5.3,13.0,0.0,0.0,8.0,9.0,58.0,7.3,2.0,0.0,16.0,25.0,3.1,17.0,2.1,0.0,3.0,7.0,74.0,0.0,30.0,1.9
93.0,Dare Ogunbowale,52.0,32.0,145.0,4.5,25.0,1.0,0.0,10.0,20.0,54.0,5.4,0.0,0.0,14.0,72.0,2.3,73.0,2.3,3.0,0.0,14.0,186.0,1.0,29.9,2.1
94.0,Alec Ingold,20.0,3.0,4.0,1.3,3.0,0.0,0.0,12.0,17.0,110.0,9.2,1.0,0.0,16.0,0.0,0.0,4.0,1.3,0.0,3.0,18.0,233.0,0.0,29.4,1.8
95.0,LeSean McCoy,29.0,10.0,31.0,3.1,14.0,0.0,0.0,15.0,19.0,101.0,6.7,0.0,0.0,10.0,23.0,2.3,8.0,0.8,0.0,3.0,24.0,116.0,0.0,28.2,2.8
96.0,Tyler Ervin,28.0,13.0,67.0,5.2,21.0,1.0,0.0,11.0,15.0,84.0,7.6,0.0,0.0,8.0,48.0,3.7,19.0,1.5,1.0,0.0,22.0,142.0,1.0,26.1,3.3
97.0,C.J. Ham,19.0,5.0,18.0,3.6,10.0,0.0,0.0,8.0,14.0,97.0,12.1,1.0,0.0,15.0,13.0,2.6,5.0,1.0,0.0,3.0,22.0,406.0,0.0,25.5,1.7
98.0,Ke'Shawn Vaughn,36.0,26.0,109.0,4.2,19.0,0.0,0.0,5.0,10.0,34.0,6.8,1.0,1.0,10.0,62.0,2.4,47.0,1.8,2.0,2.0,6.0,99.0,0.0,23.3,2.3
99.0,Anthony McFarland Jr.,43.0,33.0,113.0,3.4,20.0,1.0,0.0,6.0,10.0,54.0,9.0,0.0,0.0,11.0,70.0,2.1,43.0,1.3,1.0,0.0,18.0,89.0,0.0,22.7,2.1
100.0,Patrick Laird,25.0,13.0,72.0,5.5,17.0,0.0,0.0,10.0,12.0,68.0,6.8,0.0,1.0,16.0,50.0,3.8,22.0,1.7,1.0,1.0,10.0,145.0,0.0,22.0,1.4
101.0,Trayveon Williams,31.0,26.0,157.0,6.0,55.0,4.0,0.0,5.0,5.0,30.0,6.0,0.0,1.0,10.0,54.0,2.1,103.0,4.0,3.0,0.0,1.0,59.0,0.0,21.7,2.2
102.0,Antonio Williams,13.0,12.0,63.0,5.3,18.0,0.0,2.0,1.0,1.0,20.0,20.0,0.0,0.0,1.0,34.0,2.8,29.0,2.4,1.0,0.0,12.0,28.0,0.0,21.3,21.3
103.0,Alex Collins,20.0,18.0,77.0,4.3,13.0,0.0,2.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,40.0,2.2,37.0,2.1,0.0,0.0,0.0,52.0,0.0,21.1,7.0
104.0,D'Ernest Johnson,37.0,33.0,166.0,5.0,28.0,3.0,0.0,3.0,4.0,14.0,4.7,0.0,0.0,16.0,101.0,3.1,65.0,2.0,2.0,1.0,3.0,81.0,0.0,21.0,1.3
105.0,Corey Clement,27.0,21.0,75.0,3.6,7.0,0.0,1.0,5.0,6.0,25.0,5.0,0.0,0.0,15.0,43.0,2.0,32.0,1.5,0.0,0.0,16.0,107.0,1.0,21.0,1.4
106.0,Ryan Nall,12.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,67.0,8.4,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,68.0,0.0,20.7,1.4
107.0,Gabe Nabers,9.0,2.0,7.0,3.5,4.0,0.0,0.0,5.0,7.0,25.0,5.0,2.0,0.0,16.0,2.0,1.0,5.0,2.5,0.0,3.0,3.0,129.0,0.0,20.2,1.3
108.0,Troymaine Pope,25.0,15.0,76.0,5.1,26.0,1.0,0.0,8.0,10.0,42.0,5.3,0.0,0.0,6.0,49.0,3.3,27.0,1.8,0.0,2.0,9.0,63.0,0.0,19.8,3.3
109.0,Keith Smith,19.0,4.0,7.0,1.8,3.0,0.0,0.0,11.0,15.0,59.0,5.4,0.0,0.0,16.0,4.0,1.0,3.0,0.8,0.0,1.0,7.0,222.0,0.0,17.6,1.1
110.0,Jakob Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,35.0,4.4,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,17.5,1.1
111.0,Tarik Cohen,23.0,14.0,74.0,5.3,17.0,0.0,0.0,6.0,9.0,41.0,6.8,0.0,0.0,3.0,52.0,3.7,22.0,1.6,1.0,2.0,9.0,77.0,0.0,17.5,5.8
112.0,Patrick Ricard,13.0,1.0,-1.0,-1.0,0.0,0.0,0.0,9.0,12.0,45.0,5.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,405.0,0.0,17.4,1.2
113.0,DeAndre Washington,41.0,31.0,91.0,2.9,16.0,0.0,0.0,5.0,10.0,30.0,6.0,0.0,0.0,4.0,57.0,1.8,34.0,1.1,1.0,1.0,3.0,87.0,2.0,17.1,4.3
114.0,D'Onta Foreman,23.0,22.0,95.0,4.3,15.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,6.0,46.0,2.1,49.0,2.2,2.0,1.0,0.0,29.0,0.0,17.0,2.8
115.0,Reggie Bonnafon,14.0,12.0,69.0,5.8,22.0,1.0,0.0,2.0,2.0,18.0,9.0,1.0,0.0,2.0,49.0,4.1,20.0,1.7,0.0,1.0,0.0,23.0,0.0,16.7,8.4
116.0,Jaylen Samuels,23.0,9.0,28.0,3.1,6.0,0.0,0.0,9.0,14.0,46.0,5.1,0.0,0.0,14.0,14.0,1.6,14.0,1.6,0.0,0.0,20.0,121.0,0.0,16.4,1.2
117.0,T.J. Yeldon,14.0,10.0,70.0,7.0,34.0,2.0,0.0,1.0,4.0,22.0,22.0,1.0,0.0,3.0,36.0,3.6,34.0,3.4,0.0,0.0,0.0,42.0,1.0,16.2,5.4
118.0,Darrynton Evans,18.0,14.0,54.0,3.9,9.0,0.0,0.0,2.0,4.0,27.0,13.5,1.0,0.0,5.0,29.0,2.1,25.0,1.8,0.0,1.0,8.0,33.0,3.0,16.1,3.2
119.0,Ty Montgomery,25.0,19.0,101.0,5.3,36.0,2.0,0.0,3.0,6.0,27.0,9.0,0.0,0.0,6.0,68.0,3.6,33.0,1.7,0.0,1.0,1.0,72.0,0.0,15.8,2.6
120.0,Saquon Barkley,28.0,19.0,34.0,1.8,18.0,0.0,0.0,6.0,9.0,60.0,10.0,0.0,0.0,2.0,-2.0,-0.1,36.0,1.9,1.0,2.0,15.0,67.0,1.0,15.4,7.7
121.0,Mike Boone,13.0,11.0,59.0,5.4,19.0,0.0,1.0,2.0,2.0,10.0,5.0,0.0,0.0,16.0,22.0,2.0,37.0,3.4,4.0,0.0,4.0,34.0,2.0,14.9,0.9
