RANK,NAME,IMP_ATT,RUS_ATT,RUS_YDS,RUS_Y/A,LG,EXPLO,RUS_TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,RZ TGT,RUS_YACON,SNAPS,GRZ_ATT,FPTS,FPTS/G
28.0,Antonio Gibson,207.0,149.0,546.0,3.7,20.0,1.0,3.0,46.0,58.0,353.0,7.7,2.0,0.0,15.0,326.0,2.2,220.0,1.5,5.0,6.0,51.0,489.0,10.0,165.9,11.1
29.0,Tyler Allgeier,227.0,210.0,1035.0,4.9,44.0,12.0,3.0,16.0,17.0,139.0,8.7,1.0,0.0,16.0,609.0,2.9,426.0,2.0,5.0,0.0,51.0,497.0,9.0,159.4,10.0
30.0,Jeff Wilson Jr.,213.0,176.0,860.0,4.9,41.0,11.0,5.0,22.0,37.0,185.0,8.4,1.0,2.0,16.0,581.0,3.3,279.0,1.6,9.0,6.0,30.0,525.0,9.0,158.5,9.9
31.0,Cordarrelle Patterson,175.0,144.0,695.0,4.8,40.0,6.0,8.0,21.0,31.0,122.0,5.8,0.0,1.0,13.0,411.0,2.9,284.0,2.0,4.0,3.0,6.0,382.0,7.0,154.7,11.9
32.0,Latavius Murray,206.0,171.0,760.0,4.4,52.0,9.0,6.0,27.0,35.0,132.0,4.9,0.0,0.0,14.0,473.0,2.8,287.0,1.7,5.0,0.0,16.0,447.0,5.0,154.2,11.0
33.0,Jonathan Taylor,232.0,192.0,861.0,4.5,66.0,8.0,4.0,28.0,40.0,143.0,5.1,0.0,3.0,12.0,480.0,2.5,381.0,2.0,24.0,3.0,46.0,524.0,9.0,146.4,12.2
34.0,Samaje Perine,146.0,95.0,394.0,4.1,29.0,1.0,2.0,38.0,51.0,287.0,7.6,4.0,0.0,16.0,232.0,2.4,162.0,1.7,5.0,7.0,80.0,448.0,1.0,142.1,8.9
35.0,Cam Akers,206.0,188.0,786.0,4.2,42.0,6.0,7.0,13.0,18.0,117.0,9.0,0.0,2.0,15.0,369.0,2.0,417.0,2.2,13.0,3.0,36.0,428.0,8.0,141.3,9.4
36.0,Rachaad White,187.0,129.0,481.0,3.7,35.0,3.0,1.0,50.0,58.0,290.0,5.8,2.0,3.0,17.0,315.0,2.4,166.0,1.3,4.0,8.0,65.0,469.0,3.0,139.1,8.2
37.0,Isiah Pacheco,184.0,170.0,830.0,4.9,31.0,4.0,5.0,13.0,14.0,130.0,10.0,0.0,2.0,17.0,526.0,3.1,304.0,1.8,4.0,1.0,30.0,351.0,9.0,135.0,7.9
38.0,D'Onta Foreman,212.0,203.0,914.0,4.5,60.0,12.0,5.0,5.0,9.0,26.0,5.2,0.0,0.0,16.0,505.0,2.5,409.0,2.0,10.0,1.0,14.0,349.0,10.0,131.0,8.2
39.0,Kareem Hunt,167.0,123.0,468.0,3.8,24.0,2.0,3.0,35.0,44.0,210.0,6.0,1.0,0.0,17.0,232.0,1.9,236.0,1.9,6.0,7.0,58.0,492.0,5.0,126.8,7.5
40.0,Michael Carter,168.0,114.0,402.0,3.5,25.0,3.0,3.0,41.0,54.0,288.0,7.0,0.0,1.0,16.0,268.0,2.4,134.0,1.2,7.0,8.0,30.0,496.0,4.0,126.0,7.9
41.0,Khalil Herbert,141.0,129.0,731.0,5.7,63.0,11.0,4.0,9.0,12.0,57.0,6.3,1.0,0.0,13.0,428.0,3.3,303.0,2.3,7.0,1.0,11.0,301.0,8.0,117.8,9.1
42.0,Breece Hall,111.0,80.0,463.0,5.8,62.0,7.0,4.0,19.0,31.0,218.0,11.5,1.0,1.0,7.0,332.0,4.2,131.0,1.6,3.0,5.0,42.0,233.0,7.0,115.1,16.4
43.0,Brian Robinson Jr.,217.0,205.0,797.0,3.9,24.0,2.0,2.0,9.0,12.0,60.0,6.7,1.0,0.0,12.0,449.0,2.2,348.0,1.7,8.0,1.0,13.0,351.0,9.0,112.7,9.4
44.0,James Cook,123.0,91.0,525.0,5.8,33.0,7.0,2.0,21.0,32.0,180.0,8.6,1.0,1.0,17.0,347.0,3.8,178.0,2.0,3.0,6.0,12.0,269.0,0.0,107.5,6.3
45.0,Kenyan Drake,135.0,109.0,482.0,4.4,40.0,9.0,4.0,17.0,26.0,89.0,5.2,1.0,0.0,12.0,355.0,3.3,127.0,1.2,0.0,5.0,6.0,366.0,3.0,104.1,8.7
46.0,Clyde Edwards-Helaire,94.0,71.0,302.0,4.3,52.0,5.0,3.0,17.0,23.0,151.0,8.9,3.0,0.0,10.0,134.0,1.9,168.0,2.4,3.0,6.0,52.0,224.0,4.0,98.3,9.8
47.0,Jaylen Warren,110.0,77.0,379.0,4.9,31.0,4.0,1.0,28.0,33.0,214.0,7.6,0.0,0.0,16.0,242.0,3.1,137.0,1.8,5.0,4.0,75.0,342.0,1.0,93.3,5.8
48.0,Damien Harris,129.0,106.0,462.0,4.4,30.0,3.0,3.0,17.0,23.0,97.0,5.7,0.0,0.0,11.0,303.0,2.9,159.0,1.5,5.0,6.0,30.0,238.0,4.0,90.9,8.3
49.0,Eno Benjamin,111.0,77.0,313.0,4.1,45.0,3.0,2.0,25.0,34.0,193.0,7.7,0.0,0.0,13.0,158.0,2.1,155.0,2.0,7.0,4.0,53.0,335.0,3.0,89.6,6.9
50.0,James Robinson,124.0,110.0,425.0,3.9,50.0,8.0,3.0,11.0,14.0,51.0,4.6,2.0,0.0,11.0,287.0,2.6,138.0,1.3,6.0,3.0,5.0,272.0,5.0,88.6,8.1
51.0,Alexander Mattison,92.0,74.0,283.0,3.8,15.0,0.0,5.0,15.0,18.0,91.0,6.1,1.0,0.0,17.0,168.0,2.3,115.0,1.6,6.0,5.0,24.0,297.0,2.0,88.4,5.2
52.0,Kenneth Gainwell,82.0,53.0,240.0,4.5,13.0,0.0,4.0,23.0,29.0,169.0,7.3,0.0,0.0,17.0,169.0,3.2,71.0,1.3,2.0,3.0,30.0,331.0,7.0,87.9,5.2
53.0,Chuba Hubbard,112.0,95.0,466.0,4.9,35.0,6.0,2.0,14.0,17.0,171.0,12.2,0.0,1.0,14.0,295.0,3.1,171.0,1.8,4.0,0.0,50.0,264.0,1.0,87.7,6.3
54.0,Melvin Gordon III,122.0,90.0,318.0,3.5,17.0,0.0,2.0,25.0,32.0,223.0,8.9,0.0,2.0,10.0,168.0,1.9,150.0,1.7,5.0,2.0,19.0,255.0,8.0,87.1,8.7
55.0,Deon Jackson,102.0,68.0,236.0,3.5,17.0,0.0,1.0,30.0,34.0,209.0,7.0,1.0,1.0,12.0,132.0,1.9,104.0,1.5,1.0,3.0,65.0,246.0,1.0,84.5,7.0
56.0,Nyheim Hines,61.0,24.0,33.0,1.4,9.0,0.0,1.0,30.0,37.0,241.0,8.0,1.0,0.0,16.0,24.0,1.0,9.0,0.4,0.0,7.0,55.0,208.0,2.0,81.4,5.1
57.0,J.K. Dobbins,100.0,92.0,520.0,5.7,44.0,7.0,2.0,7.0,8.0,42.0,6.0,1.0,0.0,8.0,318.0,3.5,202.0,2.2,9.0,2.0,8.0,202.0,4.0,81.2,10.2
58.0,Dontrell Hilliard,48.0,22.0,145.0,6.6,30.0,3.0,0.0,21.0,26.0,177.0,8.4,4.0,0.0,12.0,109.0,5.0,36.0,1.6,0.0,7.0,19.0,200.0,0.0,77.2,6.4
59.0,Chase Edmonds,92.0,68.0,245.0,3.6,28.0,3.0,2.0,16.0,24.0,157.0,9.8,1.0,0.0,13.0,154.0,2.3,91.0,1.3,0.0,4.0,25.0,297.0,2.0,74.2,5.7
60.0,Darrell Henderson Jr.,92.0,70.0,283.0,4.0,23.0,1.0,3.0,17.0,22.0,102.0,6.0,0.0,0.0,10.0,183.0,2.6,100.0,1.4,2.0,2.0,21.0,331.0,3.0,73.5,7.4
61.0,Rex Burkhead,77.0,26.0,80.0,3.1,9.0,0.0,0.0,37.0,51.0,204.0,5.5,1.0,0.0,15.0,49.0,1.9,31.0,1.2,2.0,9.0,12.0,251.0,3.0,71.4,4.8
62.0,JaMycal Hasty,73.0,46.0,194.0,4.2,61.0,4.0,2.0,21.0,27.0,121.0,5.8,1.0,0.0,14.0,141.0,3.1,53.0,1.2,5.0,1.0,34.0,216.0,3.0,70.5,5.0
63.0,Joshua Kelley,94.0,69.0,287.0,4.2,22.0,1.0,2.0,14.0,25.0,101.0,7.2,0.0,0.0,12.0,165.0,2.4,122.0,1.8,4.0,1.0,10.0,268.0,4.0,64.8,5.4
64.0,Zack Moss,106.0,93.0,456.0,4.9,43.0,5.0,1.0,11.0,13.0,39.0,3.5,0.0,1.0,13.0,263.0,2.8,193.0,2.1,8.0,0.0,15.0,249.0,2.0,64.5,5.0
65.0,Matt Breida,79.0,54.0,220.0,4.1,18.0,0.0,1.0,20.0,25.0,118.0,5.9,0.0,0.0,17.0,151.0,2.8,69.0,1.3,2.0,0.0,15.0,264.0,1.0,59.8,3.5
66.0,Gus Edwards,89.0,87.0,433.0,5.0,37.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,245.0,2.8,188.0,2.2,6.0,0.0,0.0,159.0,2.0,59.3,6.6
67.0,Zonovan Knight,99.0,85.0,300.0,3.5,48.0,3.0,1.0,13.0,14.0,100.0,7.7,0.0,0.0,7.0,214.0,2.5,86.0,1.0,2.0,2.0,21.0,198.0,3.0,59.0,8.4
68.0,J.D. McKissic,62.0,22.0,95.0,4.3,33.0,2.0,0.0,27.0,40.0,173.0,6.4,0.0,0.0,9.0,64.0,2.9,31.0,1.4,1.0,4.0,17.0,221.0,0.0,55.8,6.2
69.0,Ameer Abdullah,36.0,4.0,20.0,5.0,7.0,0.0,0.0,25.0,32.0,211.0,8.4,1.0,0.0,16.0,13.0,3.3,7.0,1.8,0.0,6.0,33.0,166.0,0.0,54.1,3.4
70.0,Kyle Juszczyk,30.0,7.0,26.0,3.7,9.0,0.0,1.0,19.0,23.0,200.0,10.5,1.0,0.0,13.0,12.0,1.7,14.0,2.0,0.0,2.0,58.0,440.0,2.0,53.6,4.1
71.0,Rashaad Penny,62.0,57.0,346.0,6.1,41.0,9.0,2.0,4.0,5.0,16.0,4.0,0.0,0.0,5.0,169.0,3.0,177.0,3.1,2.0,1.0,7.0,170.0,0.0,52.2,10.4
72.0,Justin Jackson,61.0,42.0,170.0,4.0,27.0,1.0,1.0,12.0,19.0,101.0,8.4,1.0,0.0,15.0,91.0,2.2,79.0,1.9,3.0,4.0,24.0,187.0,1.0,51.1,3.4
73.0,Mark Ingram II,80.0,62.0,233.0,3.8,14.0,0.0,1.0,16.0,18.0,68.0,4.3,0.0,2.0,10.0,139.0,2.2,94.0,1.5,4.0,5.0,15.0,205.0,2.0,50.1,5.0
74.0,Dare Ogunbowale,68.0,42.0,123.0,2.9,11.0,0.0,1.0,20.0,26.0,104.0,5.2,0.0,0.0,15.0,87.0,2.1,36.0,0.9,0.0,2.0,15.0,183.0,2.0,48.7,3.2
75.0,DeeJay Dallas,54.0,35.0,186.0,5.3,27.0,1.0,0.0,17.0,19.0,126.0,7.4,0.0,0.0,15.0,131.0,3.7,55.0,1.6,3.0,1.0,13.0,196.0,0.0,47.2,3.1
76.0,Boston Scott,60.0,54.0,217.0,4.0,21.0,1.0,3.0,5.0,6.0,15.0,3.0,0.0,0.0,15.0,170.0,3.1,47.0,0.9,2.0,0.0,3.0,170.0,2.0,46.2,3.1
77.0,Caleb Huntley,78.0,76.0,366.0,4.8,30.0,3.0,1.0,2.0,2.0,3.0,1.5,0.0,0.0,12.0,219.0,2.9,147.0,1.9,0.0,0.0,1.0,120.0,3.0,44.9,3.7
78.0,Elijah Mitchell,49.0,45.0,279.0,6.2,37.0,2.0,2.0,3.0,4.0,7.0,2.3,0.0,0.0,5.0,170.0,3.8,109.0,2.4,2.0,1.0,2.0,80.0,2.0,43.6,8.7
79.0,Travis Homer,37.0,19.0,74.0,3.9,16.0,0.0,0.0,16.0,18.0,157.0,9.8,1.0,1.0,12.0,42.0,2.2,32.0,1.7,1.0,1.0,22.0,165.0,0.0,43.1,3.6
80.0,Raheem Blackshear,35.0,23.0,77.0,3.3,16.0,0.0,3.0,10.0,12.0,93.0,9.3,0.0,1.0,13.0,38.0,1.7,39.0,1.7,1.0,1.0,28.0,79.0,2.0,43.0,3.3
81.0,Ty Johnson,54.0,30.0,160.0,5.3,32.0,3.0,1.0,12.0,24.0,88.0,7.3,0.0,0.0,12.0,71.0,2.4,89.0,3.0,7.0,0.0,5.0,172.0,0.0,42.8,3.6
82.0,Javonte Williams,69.0,47.0,204.0,4.3,17.0,0.0,0.0,16.0,22.0,76.0,4.8,0.0,1.0,4.0,94.0,2.0,110.0,2.3,6.0,6.0,34.0,142.0,2.0,42.0,10.5
83.0,Justice Hill,61.0,49.0,262.0,5.3,34.0,2.0,0.0,12.0,12.0,58.0,4.8,0.0,1.0,15.0,176.0,3.6,86.0,1.8,7.0,0.0,9.0,264.0,0.0,42.0,2.8
84.0,Marlon Mack,26.0,16.0,84.0,5.3,17.0,0.0,1.0,8.0,10.0,99.0,12.4,1.0,0.0,8.0,61.0,3.8,23.0,1.4,2.0,0.0,38.0,64.0,1.0,38.3,4.8
85.0,Alec Ingold,29.0,6.0,8.0,1.3,2.0,0.0,1.0,15.0,23.0,105.0,7.0,1.0,0.0,12.0,3.0,0.5,5.0,0.8,0.0,2.0,25.0,304.0,2.0,38.3,3.2
86.0,Malik Davis,45.0,38.0,161.0,4.2,23.0,2.0,1.0,6.0,7.0,63.0,10.5,0.0,0.0,6.0,116.0,3.1,45.0,1.2,2.0,2.0,10.0,78.0,0.0,34.4,5.7
87.0,Jordan Mason,43.0,43.0,258.0,6.0,55.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,123.0,2.9,135.0,3.1,3.0,0.0,0.0,82.0,1.0,31.8,2.7
88.0,Avery Williams,36.0,22.0,109.0,5.0,21.0,1.0,1.0,13.0,14.0,61.0,4.7,0.0,1.0,17.0,83.0,3.8,26.0,1.2,0.0,3.0,6.0,141.0,0.0,31.5,1.9
89.0,C.J. Ham,16.0,4.0,7.0,1.8,3.0,0.0,2.0,10.0,12.0,86.0,8.6,0.0,0.0,11.0,5.0,1.3,2.0,0.5,0.0,2.0,10.0,136.0,2.0,31.3,2.8
90.0,Craig Reynolds,33.0,23.0,102.0,4.4,21.0,1.0,0.0,9.0,10.0,116.0,12.9,0.0,0.0,7.0,68.0,3.0,34.0,1.5,0.0,0.0,17.0,103.0,0.0,30.8,4.4
91.0,Kyren Williams,47.0,35.0,139.0,4.0,17.0,0.0,0.0,9.0,12.0,76.0,8.4,0.0,0.0,8.0,78.0,2.2,61.0,1.7,0.0,1.0,25.0,141.0,0.0,30.5,3.8
92.0,Gary Brightwell,39.0,31.0,141.0,4.5,25.0,1.0,1.0,5.0,8.0,39.0,7.8,0.0,0.0,15.0,82.0,2.6,59.0,1.9,1.0,3.0,10.0,87.0,1.0,29.0,1.9
93.0,Mike Boone,39.0,24.0,102.0,4.3,18.0,0.0,0.0,9.0,15.0,96.0,10.7,0.0,0.0,8.0,69.0,2.9,33.0,1.4,3.0,2.0,12.0,119.0,0.0,28.8,3.6
94.0,Brandon Bolden,27.0,17.0,66.0,3.9,12.0,0.0,0.0,10.0,10.0,62.0,6.2,1.0,0.0,12.0,50.0,2.9,16.0,0.9,0.0,1.0,11.0,81.0,2.0,28.8,2.4
95.0,Pierre Strong Jr.,17.0,10.0,100.0,10.0,44.0,3.0,1.0,7.0,7.0,42.0,6.0,0.0,0.0,10.0,81.0,8.1,19.0,1.9,0.0,0.0,2.0,47.0,1.0,27.2,2.7
96.0,Jonathan Williams,47.0,37.0,152.0,4.1,23.0,1.0,0.0,7.0,10.0,40.0,5.7,0.0,0.0,9.0,62.0,1.7,90.0,2.4,1.0,0.0,4.0,99.0,0.0,26.2,2.9
97.0,Hassan Haskins,37.0,25.0,93.0,3.7,12.0,0.0,0.0,11.0,12.0,57.0,5.2,0.0,0.0,14.0,26.0,1.0,67.0,2.7,2.0,0.0,19.0,146.0,0.0,26.0,1.9
98.0,Sony Michel,49.0,36.0,106.0,2.9,12.0,0.0,0.0,9.0,13.0,53.0,5.9,0.0,0.0,10.0,42.0,1.2,64.0,1.8,3.0,0.0,11.0,125.0,2.0,24.9,2.5
99.0,Malcolm Brown,24.0,18.0,81.0,4.5,23.0,1.0,1.0,5.0,6.0,37.0,7.4,0.0,0.0,7.0,62.0,3.4,19.0,1.1,2.0,2.0,1.0,85.0,3.0,22.8,3.3
100.0,Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,76.0,8.4,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,22.6,2.8
101.0,Tevin Coleman,15.0,12.0,26.0,2.2,14.0,0.0,1.0,3.0,3.0,44.0,14.7,1.0,0.0,3.0,13.0,1.1,13.0,1.1,0.0,1.0,4.0,31.0,2.0,22.0,7.3
102.0,Corey Clement,22.0,15.0,55.0,3.7,12.0,0.0,1.0,5.0,7.0,54.0,10.8,0.0,0.0,5.0,41.0,2.7,14.0,0.9,0.0,0.0,17.0,72.0,0.0,21.9,4.4
103.0,Darrel Williams,29.0,21.0,102.0,4.9,30.0,2.0,1.0,4.0,8.0,9.0,2.3,0.0,0.0,5.0,77.0,3.7,25.0,1.2,0.0,1.0,4.0,99.0,1.0,21.1,4.2
104.0,Derek Watt,14.0,9.0,21.0,2.3,4.0,0.0,1.0,5.0,5.0,11.0,2.2,1.0,0.0,12.0,12.0,1.3,9.0,1.0,0.0,2.0,0.0,55.0,0.0,20.2,1.7
105.0,Patrick Ricard,20.0,7.0,16.0,2.3,5.0,0.0,0.0,11.0,13.0,74.0,6.7,0.0,0.0,13.0,7.0,1.0,9.0,1.3,0.0,1.0,27.0,543.0,0.0,20.0,1.5
106.0,Royce Freeman,49.0,41.0,117.0,2.9,11.0,0.0,0.0,6.0,8.0,33.0,5.5,0.0,1.0,5.0,92.0,2.2,25.0,0.6,2.0,0.0,4.0,106.0,0.0,19.0,3.8
107.0,Benny Snell Jr.,22.0,20.0,90.0,4.5,16.0,0.0,1.0,2.0,2.0,17.0,8.5,0.0,0.0,9.0,54.0,2.7,36.0,1.8,0.0,0.0,11.0,39.0,1.0,18.7,2.1
108.0,Zander Horvath,12.0,4.0,8.0,2.0,3.0,0.0,0.0,5.0,8.0,8.0,1.6,2.0,0.0,8.0,6.0,1.5,2.0,0.5,0.0,2.0,0.0,74.0,1.0,18.6,2.3
109.0,Keaontay Ingram,32.0,27.0,60.0,2.2,13.0,0.0,1.0,4.0,5.0,21.0,5.3,0.0,0.0,11.0,23.0,0.9,37.0,1.4,0.0,1.0,21.0,103.0,2.0,18.1,1.6
110.0,Ronald Jones II,18.0,17.0,70.0,4.1,13.0,0.0,1.0,1.0,1.0,22.0,22.0,0.0,0.0,5.0,46.0,2.7,24.0,1.4,1.0,0.0,3.0,35.0,0.0,16.2,3.2
111.0,Phillip Lindsay,23.0,15.0,49.0,3.3,15.0,0.0,0.0,6.0,8.0,19.0,3.2,0.0,0.0,3.0,30.0,2.0,19.0,1.3,0.0,0.0,0.0,66.0,0.0,14.8,4.9
112.0,Jordan Wilkins,21.0,13.0,58.0,4.5,9.0,0.0,0.0,6.0,8.0,29.0,4.8,0.0,0.0,4.0,41.0,3.2,17.0,1.3,0.0,2.0,7.0,40.0,0.0,14.7,3.7
113.0,Salvon Ahmed,13.0,12.0,64.0,5.3,11.0,0.0,1.0,1.0,1.0,8.0,8.0,0.0,0.0,7.0,37.0,3.1,27.0,2.3,1.0,0.0,0.0,35.0,0.0,14.2,2.0
114.0,Chris Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,38.0,12.7,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,12.8,1.3
115.0,Kene Nwangwu,11.0,9.0,14.0,1.6,8.0,0.0,0.0,2.0,2.0,21.0,10.5,0.0,0.0,14.0,4.0,0.4,10.0,1.1,0.0,0.0,3.0,18.0,0.0,11.5,0.8
116.0,Kevin Harris,18.0,18.0,52.0,2.9,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,1.6,23.0,1.3,3.0,0.0,0.0,53.0,0.0,11.2,2.2
117.0,Darrynton Evans,15.0,14.0,64.0,4.6,21.0,1.0,0.0,1.0,1.0,33.0,33.0,0.0,0.0,3.0,37.0,2.6,27.0,1.9,0.0,0.0,12.0,47.0,0.0,10.7,3.6
118.0,Tony Jones Jr.,18.0,10.0,24.0,2.4,7.0,0.0,0.0,5.0,8.0,30.0,6.0,0.0,0.0,3.0,10.0,1.0,14.0,1.4,1.0,1.0,0.0,62.0,0.0,10.4,3.5
119.0,Ty Montgomery,6.0,2.0,-2.0,-1.0,0.0,0.0,0.0,3.0,4.0,15.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,21.0,0.0,10.3,10.3
120.0,Ke'Shawn Vaughn,21.0,17.0,53.0,3.1,12.0,0.0,0.0,3.0,4.0,19.0,6.3,0.0,0.0,9.0,41.0,2.4,12.0,0.7,1.0,0.0,0.0,37.0,0.0,10.2,1.1
