RANK,NAME,IMP_ATT,RUS_ATT,RUS_YDS,RUS_Y/A,LG,EXPLO,RUS_TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,RZ TGT,RUS_YACON,SNAPS,GRZ_ATT,FPTS,FPTS/G
46.0,Frank Gore,172.0,156.0,722.0,4.6,39.0,8.0,0.0,12.0,16.0,124.0,10.3,1.0,0.0,14.0,353.0,2.3,369.0,2.4,11.0,0.0,38.0,330.0,1.0,102.6,7.3
47.0,Royce Freeman,150.0,130.0,521.0,4.0,24.0,2.0,5.0,14.0,20.0,72.0,5.1,0.0,1.0,14.0,194.0,1.5,327.0,2.5,16.0,0.0,15.0,308.0,5.0,101.3,7.2
48.0,Damien Williams,74.0,50.0,256.0,5.1,25.0,3.0,4.0,23.0,24.0,160.0,7.0,2.0,1.0,16.0,155.0,3.1,101.0,2.0,1.0,4.0,19.0,207.0,4.0,98.6,6.2
49.0,Carlos Hyde,188.0,172.0,571.0,3.3,22.0,1.0,5.0,10.0,16.0,33.0,3.3,0.0,1.0,14.0,210.0,1.2,361.0,2.1,20.0,0.0,9.0,385.0,11.0,98.4,7.0
50.0,Ito Smith,122.0,90.0,315.0,3.5,18.0,0.0,4.0,27.0,32.0,152.0,5.6,0.0,0.0,14.0,169.0,1.9,146.0,1.6,8.0,1.0,29.0,311.0,4.0,97.7,7.0
51.0,Alfred Blue,177.0,150.0,499.0,3.3,17.0,0.0,2.0,20.0,27.0,154.0,7.7,0.0,0.0,16.0,307.0,2.0,192.0,1.3,7.0,2.0,35.0,461.0,4.0,97.3,6.1
52.0,Giovani Bernard,104.0,56.0,211.0,3.8,23.0,2.0,3.0,35.0,48.0,218.0,6.2,0.0,0.0,12.0,124.0,2.2,87.0,1.6,1.0,1.0,58.0,330.0,3.0,95.9,8.0
53.0,Javorius Allen,84.0,41.0,110.0,2.7,17.0,0.0,3.0,35.0,43.0,196.0,5.6,2.0,1.0,14.0,37.0,0.9,73.0,1.8,0.0,5.0,39.0,311.0,6.0,93.6,6.7
54.0,Chris Thompson,98.0,43.0,178.0,4.1,16.0,0.0,0.0,41.0,55.0,268.0,6.5,1.0,0.0,10.0,126.0,2.9,52.0,1.2,3.0,1.0,55.0,310.0,2.0,91.6,9.2
55.0,Gus Edwards,139.0,137.0,718.0,5.2,43.0,6.0,2.0,2.0,2.0,20.0,10.0,0.0,0.0,11.0,356.0,2.6,362.0,2.6,7.0,0.0,2.0,285.0,2.0,89.8,8.2
56.0,Jaylen Samuels,85.0,56.0,256.0,4.6,25.0,1.0,0.0,26.0,29.0,199.0,7.7,3.0,0.0,14.0,148.0,2.6,108.0,1.9,2.0,4.0,64.0,228.0,2.0,89.5,6.4
57.0,Devontae Booker,85.0,34.0,183.0,5.4,26.0,1.0,1.0,38.0,51.0,275.0,7.2,0.0,1.0,16.0,93.0,2.7,90.0,2.6,2.0,3.0,48.0,318.0,0.0,87.8,5.5
58.0,LeGarrette Blount,169.0,154.0,418.0,2.7,27.0,2.0,5.0,10.0,15.0,67.0,6.7,0.0,1.0,16.0,170.0,1.1,248.0,1.6,7.0,0.0,15.0,281.0,12.0,86.5,5.4
59.0,Elijah McGuire,123.0,92.0,276.0,3.0,34.0,2.0,3.0,19.0,31.0,193.0,10.2,1.0,2.0,8.0,99.0,1.1,177.0,1.9,5.0,1.0,72.0,318.0,6.0,85.9,10.7
60.0,Jacquizz Rodgers,78.0,33.0,106.0,3.2,20.0,1.0,1.0,38.0,45.0,304.0,8.0,0.0,1.0,16.0,54.0,1.6,52.0,1.6,2.0,3.0,38.0,368.0,1.0,83.0,5.2
61.0,Josh Adams,133.0,120.0,511.0,4.3,29.0,4.0,3.0,7.0,13.0,58.0,8.3,0.0,1.0,16.0,256.0,2.1,255.0,2.1,8.0,0.0,11.0,252.0,5.0,81.9,5.1
62.0,Corey Clement,93.0,68.0,259.0,3.8,32.0,3.0,2.0,22.0,25.0,192.0,8.7,0.0,0.0,11.0,112.0,1.6,147.0,2.2,2.0,1.0,43.0,238.0,1.0,81.1,7.4
63.0,Marshawn Lynch,110.0,90.0,376.0,4.2,52.0,4.0,3.0,15.0,20.0,84.0,5.6,0.0,0.0,6.0,90.0,1.0,286.0,3.2,6.0,3.0,34.0,209.0,3.0,79.0,13.2
64.0,Spencer Ware,74.0,51.0,246.0,4.8,34.0,3.0,2.0,20.0,23.0,224.0,11.2,0.0,0.0,13.0,150.0,2.9,96.0,1.9,3.0,1.0,54.0,248.0,5.0,79.0,6.1
65.0,Chris Ivory,136.0,115.0,385.0,3.3,21.0,2.0,1.0,13.0,21.0,205.0,15.8,0.0,0.0,13.0,116.0,1.0,269.0,2.3,8.0,0.0,59.0,301.0,2.0,78.0,6.0
66.0,Ty Montgomery,81.0,41.0,188.0,4.6,16.0,0.0,1.0,25.0,40.0,235.0,9.4,0.0,1.0,13.0,98.0,2.4,90.0,2.2,2.0,1.0,58.0,264.0,1.0,71.3,5.5
67.0,Rashaad Penny,97.0,85.0,419.0,4.9,38.0,6.0,2.0,9.0,12.0,75.0,8.3,0.0,0.0,14.0,271.0,3.2,148.0,1.7,7.0,0.0,10.0,181.0,1.0,70.4,5.0
68.0,Alfred Morris,124.0,111.0,428.0,3.9,51.0,6.0,2.0,8.0,13.0,73.0,9.1,0.0,1.0,12.0,211.0,1.9,217.0,2.0,9.0,0.0,20.0,250.0,8.0,68.1,5.7
69.0,Kyle Juszczyk,49.0,8.0,30.0,3.8,12.0,0.0,0.0,30.0,41.0,324.0,10.8,1.0,2.0,16.0,14.0,1.8,16.0,2.0,0.0,2.0,32.0,664.0,1.0,67.4,4.2
70.0,C.J. Anderson,76.0,67.0,403.0,6.0,46.0,5.0,2.0,5.0,9.0,41.0,8.2,1.0,0.0,11.0,188.0,2.8,215.0,3.2,1.0,2.0,9.0,153.0,1.0,67.4,6.1
71.0,Chase Edmonds,83.0,60.0,208.0,3.5,29.0,2.0,2.0,20.0,23.0,103.0,5.2,0.0,0.0,16.0,115.0,1.9,93.0,1.6,4.0,0.0,44.0,199.0,0.0,63.1,3.9
72.0,Kapri Bibbs,44.0,21.0,103.0,4.9,15.0,0.0,3.0,16.0,23.0,115.0,7.2,1.0,0.0,12.0,71.0,3.4,32.0,1.5,2.0,0.0,37.0,177.0,4.0,61.8,5.2
73.0,Justin Jackson,69.0,50.0,206.0,4.1,20.0,1.0,2.0,15.0,19.0,135.0,9.0,0.0,0.0,13.0,107.0,2.1,99.0,2.0,5.0,1.0,51.0,149.0,2.0,61.1,4.7
74.0,Darren Sproles,52.0,29.0,120.0,4.1,17.0,0.0,1.0,15.0,23.0,160.0,10.7,2.0,0.0,6.0,87.0,3.0,33.0,1.1,1.0,1.0,56.0,149.0,0.0,61.0,10.2
75.0,Bilal Powell,98.0,80.0,343.0,4.3,38.0,3.0,0.0,11.0,18.0,110.0,10.0,1.0,1.0,7.0,183.0,2.3,160.0,2.0,4.0,0.0,27.0,208.0,1.0,60.3,8.6
76.0,Jordan Wilkins,77.0,60.0,336.0,5.6,53.0,4.0,1.0,16.0,17.0,85.0,5.3,0.0,2.0,16.0,203.0,3.4,133.0,2.2,2.0,0.0,32.0,200.0,1.0,60.1,3.8
77.0,Zach Zenner,65.0,55.0,265.0,4.8,29.0,1.0,3.0,7.0,10.0,56.0,8.0,0.0,0.0,8.0,114.0,2.1,151.0,2.7,2.0,0.0,37.0,118.0,3.0,57.1,7.1
78.0,Kenneth Dixon,67.0,60.0,333.0,5.6,37.0,3.0,2.0,6.0,7.0,51.0,8.5,0.0,1.0,6.0,119.0,2.0,214.0,3.6,10.0,0.0,15.0,152.0,3.0,54.4,9.1
79.0,Rex Burkhead,77.0,57.0,186.0,3.3,12.0,0.0,0.0,14.0,20.0,131.0,9.4,1.0,1.0,8.0,93.0,1.6,93.0,1.6,2.0,4.0,28.0,151.0,0.0,49.7,6.2
80.0,Trenton Cannon,63.0,38.0,113.0,3.0,21.0,1.0,1.0,17.0,25.0,144.0,8.5,0.0,0.0,16.0,26.0,0.7,87.0,2.3,5.0,1.0,23.0,185.0,1.0,48.7,3.0
81.0,Wayne Gallman Jr.,73.0,51.0,176.0,3.5,9.0,0.0,1.0,14.0,22.0,89.0,6.4,0.0,1.0,15.0,84.0,1.6,92.0,1.8,4.0,0.0,26.0,155.0,1.0,44.5,3.0
82.0,Jeff Wilson Jr.,81.0,66.0,266.0,4.0,18.0,0.0,0.0,12.0,15.0,98.0,8.2,0.0,2.0,6.0,131.0,2.0,135.0,2.0,4.0,3.0,26.0,197.0,0.0,44.4,7.4
83.0,Jay Ajayi,51.0,45.0,184.0,4.1,20.0,1.0,3.0,5.0,6.0,20.0,4.0,0.0,1.0,4.0,103.0,2.3,81.0,1.8,4.0,0.0,12.0,120.0,4.0,43.4,10.9
84.0,James Develin,24.0,6.0,8.0,1.3,2.0,0.0,4.0,12.0,18.0,61.0,5.1,0.0,0.0,16.0,7.0,1.2,1.0,0.2,0.0,0.0,9.0,398.0,4.0,42.9,2.7
85.0,Malcolm Brown,50.0,43.0,212.0,4.9,19.0,0.0,0.0,5.0,7.0,52.0,10.4,1.0,0.0,12.0,119.0,2.8,93.0,2.2,9.0,1.0,10.0,123.0,1.0,39.4,3.3
86.0,Raheem Mostert,41.0,34.0,261.0,7.7,52.0,5.0,1.0,6.0,7.0,25.0,4.2,0.0,1.0,9.0,143.0,4.2,118.0,3.5,5.0,0.0,2.0,90.0,0.0,38.6,4.3
87.0,Marcus Murphy,71.0,52.0,250.0,4.8,30.0,2.0,0.0,11.0,19.0,26.0,2.4,0.0,0.0,11.0,103.0,2.0,147.0,2.8,11.0,0.0,9.0,196.0,1.0,38.6,3.5
88.0,Kalen Ballage,47.0,36.0,191.0,5.3,75.0,4.0,1.0,9.0,11.0,56.0,6.2,0.0,1.0,12.0,133.0,3.7,58.0,1.6,0.0,1.0,9.0,92.0,0.0,37.7,3.1
89.0,Rod Smith,56.0,44.0,127.0,2.9,14.0,0.0,1.0,9.0,12.0,60.0,6.7,0.0,0.0,16.0,59.0,1.3,68.0,1.5,2.0,0.0,17.0,150.0,0.0,33.7,2.1
90.0,Brandon Bolden,11.0,8.0,91.0,11.4,54.0,4.0,2.0,3.0,3.0,13.0,4.3,1.0,1.0,16.0,84.0,10.5,7.0,0.9,0.0,1.0,5.0,25.0,0.0,29.4,1.8
91.0,Andy Janovich,12.0,2.0,5.0,2.5,3.0,0.0,0.0,8.0,10.0,112.0,14.0,1.0,0.0,16.0,1.0,0.5,4.0,2.0,0.0,0.0,11.0,240.0,0.0,25.7,1.6
92.0,Anthony Sherman,10.0,1.0,2.0,2.0,2.0,0.0,0.0,8.0,9.0,96.0,12.0,1.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,98.0,0.0,23.8,1.5
93.0,Taquan Mizzell,19.0,9.0,16.0,1.8,7.0,0.0,0.0,8.0,10.0,78.0,9.8,1.0,0.0,9.0,7.0,0.8,9.0,1.0,0.0,2.0,7.0,70.0,0.0,23.4,2.6
94.0,Zach Line,19.0,9.0,41.0,4.6,9.0,0.0,0.0,5.0,10.0,14.0,2.8,2.0,0.0,16.0,22.0,2.4,19.0,2.1,0.0,2.0,2.0,226.0,1.0,22.5,1.4
95.0,Ronald Jones II,32.0,23.0,44.0,1.9,9.0,0.0,1.0,7.0,9.0,33.0,4.7,0.0,0.0,9.0,16.0,0.7,28.0,1.2,1.0,1.0,8.0,90.0,2.0,20.7,2.3
96.0,C.J. Ham,21.0,6.0,8.0,1.3,5.0,0.0,0.0,11.0,15.0,85.0,7.7,0.0,0.0,15.0,5.0,0.8,3.0,0.5,0.0,0.0,40.0,139.0,1.0,20.3,1.4
97.0,Corey Grant,25.0,13.0,40.0,3.1,8.0,0.0,0.0,9.0,12.0,67.0,7.4,0.0,0.0,5.0,16.0,1.2,24.0,1.8,0.0,1.0,41.0,65.0,0.0,19.7,3.9
98.0,Dontrell Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,105.0,11.7,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,17.5,1.6
99.0,Cameron Artis-Payne,23.0,19.0,69.0,3.6,15.0,0.0,1.0,3.0,4.0,15.0,5.0,0.0,0.0,9.0,28.0,1.5,41.0,2.2,0.0,0.0,7.0,48.0,0.0,17.4,1.9
100.0,Darrel Williams,16.0,13.0,44.0,3.4,8.0,0.0,0.0,3.0,3.0,27.0,9.0,1.0,0.0,6.0,13.0,1.0,31.0,2.4,5.0,1.0,6.0,40.0,0.0,16.1,2.7
101.0,Brian Hill,22.0,20.0,157.0,7.9,60.0,6.0,0.0,1.0,2.0,9.0,9.0,0.0,1.0,10.0,125.0,6.3,32.0,1.6,1.0,0.0,2.0,66.0,1.0,15.6,1.6
102.0,Elijhaa Penny,16.0,7.0,25.0,3.6,8.0,0.0,0.0,8.0,9.0,50.0,6.3,0.0,0.0,14.0,11.0,1.6,14.0,2.0,0.0,1.0,27.0,124.0,0.0,15.5,1.1
103.0,Dwayne Washington,27.0,27.0,154.0,5.7,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,92.0,3.4,62.0,2.3,1.0,0.0,0.0,46.0,0.0,15.4,1.2
104.0,Alex Armah Jr.,10.0,9.0,15.0,1.7,4.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,16.0,4.0,0.4,11.0,1.2,0.0,0.0,1.0,116.0,4.0,15.0,0.9
105.0,Stevan Ridley,33.0,29.0,80.0,2.8,12.0,0.0,1.0,3.0,4.0,18.0,6.0,0.0,2.0,10.0,27.0,0.9,53.0,1.8,2.0,0.0,4.0,61.0,2.0,14.8,1.5
106.0,Devonta Freeman,21.0,14.0,68.0,4.9,20.0,2.0,0.0,5.0,7.0,23.0,4.6,0.0,0.0,2.0,51.0,3.6,17.0,1.2,0.0,0.0,3.0,67.0,2.0,14.1,7.1
107.0,Keith Ford,26.0,21.0,79.0,3.8,11.0,0.0,0.0,3.0,5.0,21.0,7.0,0.0,0.0,2.0,51.0,2.4,28.0,1.3,0.0,0.0,2.0,71.0,0.0,13.0,6.5
108.0,Mark Walton,22.0,14.0,34.0,2.4,10.0,0.0,0.0,5.0,8.0,41.0,8.2,0.0,0.0,14.0,19.0,1.4,15.0,1.1,0.0,0.0,10.0,93.0,0.0,12.5,0.9
109.0,John Kelly Jr.,30.0,27.0,74.0,2.7,7.0,0.0,0.0,2.0,3.0,27.0,13.5,0.0,0.0,4.0,20.0,0.7,54.0,2.0,1.0,0.0,9.0,50.0,1.0,12.1,3.0
110.0,Charcandrick West,5.0,2.0,-1.0,-0.5,1.0,0.0,0.0,2.0,3.0,37.0,18.5,1.0,0.0,3.0,-1.0,-0.5,0.0,0.0,1.0,0.0,0.0,30.0,0.0,11.6,3.9
111.0,DeAndre Washington,31.0,30.0,115.0,3.8,13.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,1.0,10.0,38.0,1.3,77.0,2.6,3.0,0.0,5.0,70.0,2.0,11.4,1.1
112.0,T.J. Logan,9.0,2.0,2.0,1.0,5.0,0.0,0.0,7.0,7.0,37.0,5.3,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,21.0,0.0,10.9,1.1
113.0,D'Onta Foreman,9.0,7.0,-1.0,-0.1,2.0,0.0,0.0,2.0,2.0,28.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,10.7,10.7
114.0,Patrick DiMarco,5.0,1.0,9.0,9.0,9.0,0.0,0.0,3.0,4.0,62.0,20.7,0.0,0.0,16.0,6.0,6.0,3.0,3.0,0.0,0.0,2.0,168.0,0.0,10.1,0.6
115.0,Tommy Bohanon,10.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,41.0,6.8,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,161.0,1.0,10.1,0.6
116.0,Detrez Newsome,13.0,11.0,49.0,4.5,16.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,9.0,23.0,2.1,26.0,2.4,1.0,0.0,7.0,29.0,0.0,8.8,1.0
117.0,Kenjon Barner,20.0,19.0,71.0,3.7,11.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,9.0,44.0,2.3,27.0,1.4,1.0,0.0,0.0,47.0,1.0,8.4,0.9
118.0,Roosevelt Nix,7.0,1.0,4.0,4.0,4.0,0.0,0.0,4.0,6.0,38.0,9.5,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,112.0,0.0,8.2,0.5
119.0,Byron Marshall,9.0,3.0,9.0,3.0,4.0,0.0,0.0,4.0,6.0,30.0,7.5,0.0,0.0,6.0,8.0,2.7,1.0,0.3,0.0,0.0,4.0,48.0,0.0,7.9,1.3
120.0,Keith Smith,8.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,23.0,4.6,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,161.0,1.0,7.3,0.5
121.0,Roc Thomas,12.0,8.0,30.0,3.8,23.0,1.0,0.0,2.0,4.0,21.0,10.5,0.0,0.0,5.0,16.0,2.0,14.0,1.8,2.0,0.0,0.0,29.0,1.0,7.1,1.4
