RANK,NAME,IMP_ATT,RUS_ATT,RUS_YDS,RUS_Y/A,LG,EXPLO,RUS_TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,RZ TGT,RUS_YACON,SNAPS,GRZ_ATT,FPTS,FPTS/G
33.0,Adrian Peterson,234.0,211.0,898.0,4.3,32.0,7.0,5.0,17.0,23.0,142.0,8.4,0.0,2.0,16.0,374.0,1.8,524.0,2.5,7.0,2.0,50.0,403.0,7.0,147.0,9.2
34.0,Jamaal Williams,152.0,107.0,456.0,4.3,45.0,3.0,1.0,39.0,45.0,253.0,6.5,5.0,0.0,14.0,270.0,2.5,190.0,1.8,5.0,8.0,82.0,373.0,2.0,145.9,10.4
35.0,James Conner,154.0,116.0,464.0,4.0,25.0,2.0,4.0,34.0,38.0,251.0,7.4,3.0,1.0,10.0,199.0,1.7,265.0,2.3,5.0,5.0,114.0,328.0,5.0,145.5,14.6
36.0,Royce Freeman,182.0,132.0,496.0,3.8,26.0,1.0,3.0,43.0,50.0,256.0,6.0,1.0,0.0,16.0,244.0,1.8,252.0,1.9,8.0,6.0,74.0,506.0,5.0,142.2,8.9
37.0,David Johnson,141.0,94.0,345.0,3.7,18.0,0.0,2.0,36.0,47.0,370.0,10.3,4.0,1.0,13.0,175.0,1.9,170.0,1.8,6.0,6.0,62.0,437.0,6.0,141.5,10.9
38.0,Damien Williams,148.0,111.0,498.0,4.5,91.0,8.0,5.0,30.0,37.0,213.0,7.1,2.0,1.0,11.0,141.0,1.3,357.0,3.2,15.0,7.0,67.0,367.0,3.0,141.1,12.8
39.0,Tevin Coleman,167.0,137.0,544.0,4.0,48.0,7.0,6.0,21.0,30.0,180.0,8.6,1.0,0.0,14.0,354.0,2.6,190.0,1.4,5.0,8.0,20.0,381.0,9.0,135.4,9.7
40.0,DeAndre Washington,149.0,108.0,387.0,3.6,36.0,2.0,3.0,36.0,41.0,292.0,8.1,0.0,0.0,16.0,186.0,1.7,201.0,1.9,5.0,5.0,45.0,271.0,4.0,121.9,7.6
41.0,LeSean McCoy,135.0,101.0,465.0,4.6,39.0,6.0,4.0,28.0,34.0,181.0,6.5,1.0,2.0,13.0,265.0,2.6,200.0,2.0,5.0,5.0,31.0,295.0,7.0,118.6,9.1
42.0,Nyheim Hines,110.0,52.0,199.0,3.8,18.0,0.0,2.0,44.0,58.0,320.0,7.3,0.0,1.0,16.0,118.0,2.3,81.0,1.6,2.0,5.0,83.0,339.0,2.0,117.9,7.4
43.0,Peyton Barber,178.0,154.0,470.0,3.1,17.0,0.0,6.0,16.0,24.0,115.0,7.2,1.0,1.0,16.0,204.0,1.3,266.0,1.7,8.0,2.0,24.0,338.0,9.0,116.5,7.3
44.0,Jordan Howard,133.0,119.0,525.0,4.4,20.0,1.0,6.0,10.0,14.0,69.0,6.9,1.0,0.0,10.0,243.0,2.0,282.0,2.4,4.0,1.0,15.0,280.0,10.0,111.4,11.1
45.0,Jaylen Samuels,123.0,66.0,175.0,2.7,13.0,0.0,1.0,47.0,57.0,305.0,6.5,1.0,1.0,14.0,49.0,0.7,126.0,1.9,3.0,8.0,57.0,362.0,3.0,105.4,7.5
46.0,Matt Breida,145.0,123.0,623.0,5.1,83.0,9.0,1.0,19.0,22.0,120.0,6.3,1.0,1.0,13.0,402.0,3.3,221.0,1.8,8.0,2.0,16.0,254.0,1.0,103.3,7.9
47.0,Kareem Hunt,87.0,43.0,179.0,4.2,16.0,0.0,2.0,37.0,44.0,285.0,7.7,1.0,0.0,9.0,65.0,1.5,114.0,2.7,4.0,2.0,104.0,309.0,1.0,101.4,11.3
48.0,Rex Burkhead,103.0,65.0,302.0,4.6,33.0,2.0,3.0,27.0,38.0,279.0,10.3,0.0,1.0,13.0,157.0,2.4,145.0,2.2,6.0,4.0,42.0,264.0,2.0,101.1,7.8
49.0,Boston Scott,87.0,61.0,245.0,4.0,25.0,1.0,5.0,24.0,26.0,204.0,8.5,0.0,1.0,11.0,136.0,2.2,109.0,1.8,2.0,0.0,82.0,186.0,2.0,96.9,8.8
50.0,Frank Gore,182.0,166.0,599.0,3.6,41.0,6.0,2.0,13.0,16.0,100.0,7.7,0.0,0.0,16.0,260.0,1.6,339.0,2.0,10.0,0.0,16.0,372.0,11.0,94.9,5.9
51.0,Chris Thompson,95.0,37.0,138.0,3.7,16.0,0.0,0.0,42.0,58.0,378.0,9.0,0.0,0.0,11.0,74.0,2.0,64.0,1.7,2.0,5.0,69.0,311.0,2.0,93.6,8.5
52.0,Gus Edwards,140.0,133.0,711.0,5.3,63.0,9.0,2.0,7.0,7.0,45.0,6.4,0.0,1.0,16.0,335.0,2.5,376.0,2.8,7.0,1.0,14.0,397.0,8.0,92.6,5.8
53.0,Tony Pollard,106.0,86.0,455.0,5.3,44.0,7.0,2.0,15.0,20.0,107.0,7.1,1.0,1.0,15.0,146.0,1.7,309.0,3.6,10.0,6.0,39.0,199.0,0.0,89.2,5.9
54.0,Kerryon Johnson,128.0,113.0,403.0,3.6,20.0,1.0,3.0,10.0,15.0,127.0,12.7,1.0,1.0,8.0,177.0,1.6,226.0,2.0,8.0,1.0,23.0,274.0,9.0,85.0,10.6
55.0,J.D. McKissic,80.0,38.0,205.0,5.4,44.0,4.0,0.0,34.0,42.0,233.0,6.9,1.0,0.0,16.0,112.0,2.9,93.0,2.4,3.0,2.0,70.0,257.0,1.0,83.8,5.2
56.0,Chase Edmonds,81.0,60.0,303.0,5.1,37.0,5.0,4.0,12.0,21.0,105.0,8.8,1.0,0.0,13.0,180.0,3.0,123.0,2.1,4.0,6.0,50.0,207.0,0.0,82.8,6.4
57.0,Jalen Richard,82.0,39.0,145.0,3.7,13.0,0.0,0.0,36.0,43.0,323.0,9.0,0.0,0.0,16.0,90.0,2.3,55.0,1.4,0.0,3.0,73.0,299.0,0.0,82.8,5.2
58.0,Rashaad Penny,76.0,65.0,370.0,5.7,58.0,8.0,3.0,8.0,11.0,83.0,10.4,1.0,1.0,10.0,186.0,2.9,184.0,2.8,5.0,2.0,21.0,150.0,3.0,75.3,7.5
59.0,Dare Ogunbowale,57.0,11.0,17.0,1.5,12.0,0.0,2.0,35.0,46.0,286.0,8.2,0.0,1.0,16.0,5.0,0.5,12.0,1.1,1.0,7.0,41.0,361.0,7.0,75.3,4.7
60.0,Giovani Bernard,96.0,53.0,170.0,3.2,25.0,1.0,0.0,30.0,43.0,234.0,7.8,0.0,1.0,16.0,66.0,1.2,104.0,2.0,6.0,7.0,91.0,443.0,1.0,68.4,4.3
61.0,Alexander Mattison,112.0,100.0,462.0,4.6,35.0,5.0,1.0,10.0,12.0,82.0,8.2,0.0,1.0,13.0,267.0,2.7,195.0,2.0,11.0,0.0,13.0,197.0,3.0,68.4,5.3
62.0,Patrick Laird,92.0,62.0,168.0,2.7,18.0,0.0,1.0,23.0,30.0,204.0,8.9,0.0,0.0,15.0,86.0,1.4,82.0,1.3,5.0,5.0,43.0,290.0,2.0,68.2,4.5
63.0,Darrel Williams,61.0,41.0,141.0,3.4,41.0,3.0,3.0,15.0,20.0,167.0,11.1,1.0,1.0,12.0,81.0,2.0,60.0,1.5,1.0,2.0,17.0,196.0,6.0,67.8,5.7
64.0,Brian Hill,92.0,78.0,323.0,4.1,27.0,2.0,2.0,10.0,14.0,69.0,6.9,1.0,0.0,12.0,157.0,2.0,166.0,2.1,3.0,3.0,12.0,235.0,2.0,67.2,5.6
65.0,Dion Lewis,86.0,54.0,210.0,3.9,17.0,0.0,0.0,25.0,32.0,164.0,6.6,1.0,1.0,16.0,82.0,1.5,127.0,2.4,7.0,5.0,37.0,366.0,0.0,66.4,4.2
66.0,Ty Johnson,94.0,63.0,273.0,4.3,40.0,3.0,0.0,24.0,31.0,109.0,4.5,0.0,1.0,16.0,120.0,1.9,153.0,2.4,5.0,1.0,24.0,312.0,1.0,60.2,3.8
67.0,Malcolm Brown,75.0,69.0,255.0,3.7,17.0,0.0,5.0,2.0,6.0,16.0,8.0,0.0,0.0,14.0,110.0,1.6,145.0,2.1,10.0,0.0,3.0,222.0,7.0,59.1,4.2
68.0,Benny Snell Jr.,112.0,108.0,426.0,3.9,23.0,3.0,2.0,3.0,4.0,23.0,7.7,0.0,1.0,13.0,125.0,1.2,301.0,2.8,7.0,0.0,5.0,166.0,2.0,57.9,4.5
69.0,Derrius Guice,51.0,42.0,245.0,5.8,60.0,7.0,2.0,7.0,9.0,79.0,11.3,1.0,0.0,5.0,52.0,1.2,193.0,4.6,3.0,1.0,15.0,95.0,3.0,57.4,11.5
70.0,Jordan Wilkins,62.0,51.0,307.0,6.0,55.0,6.0,2.0,7.0,11.0,43.0,6.1,0.0,0.0,14.0,140.0,2.7,167.0,3.3,4.0,1.0,12.0,173.0,5.0,54.0,3.9
71.0,Kalen Ballage,98.0,74.0,135.0,1.8,8.0,0.0,3.0,14.0,24.0,63.0,4.5,0.0,0.0,12.0,50.0,0.7,85.0,1.1,1.0,5.0,17.0,252.0,7.0,51.8,4.3
72.0,Ryquell Armstead,59.0,35.0,108.0,3.1,16.0,0.0,0.0,14.0,24.0,144.0,10.3,2.0,0.0,16.0,18.0,0.5,90.0,2.6,2.0,3.0,12.0,150.0,1.0,51.2,3.2
73.0,Brandon Bolden,26.0,15.0,68.0,4.5,21.0,1.0,3.0,9.0,11.0,111.0,12.3,1.0,0.0,15.0,46.0,3.1,22.0,1.5,2.0,0.0,15.0,94.0,4.0,50.9,3.4
74.0,Kyle Juszczyk,27.0,3.0,7.0,2.3,6.0,0.0,0.0,20.0,24.0,239.0,12.0,1.0,0.0,12.0,2.0,0.7,5.0,1.7,0.0,6.0,31.0,388.0,1.0,50.6,4.2
75.0,Mike Boone,53.0,49.0,273.0,5.6,59.0,8.0,3.0,3.0,4.0,17.0,5.7,0.0,0.0,16.0,93.0,1.9,180.0,3.7,2.0,1.0,11.0,82.0,1.0,50.0,3.1
76.0,Justice Hill,73.0,58.0,225.0,3.9,18.0,0.0,2.0,8.0,15.0,70.0,8.8,0.0,0.0,16.0,125.0,2.2,100.0,1.7,3.0,3.0,13.0,187.0,1.0,49.5,3.1
77.0,Wayne Gallman Jr.,45.0,29.0,110.0,3.8,22.0,1.0,2.0,11.0,16.0,102.0,9.3,1.0,1.0,10.0,72.0,2.5,38.0,1.3,0.0,3.0,46.0,163.0,4.0,48.2,4.8
78.0,Jeff Wilson Jr.,32.0,27.0,105.0,3.9,25.0,1.0,4.0,3.0,5.0,34.0,11.3,1.0,0.0,11.0,66.0,2.4,39.0,1.4,0.0,1.0,0.0,60.0,6.0,46.9,4.3
79.0,Bo Scarbrough,93.0,89.0,377.0,4.2,30.0,3.0,1.0,1.0,4.0,5.0,5.0,0.0,1.0,6.0,183.0,2.1,194.0,2.2,5.0,0.0,3.0,167.0,1.0,43.2,7.2
80.0,Mark Walton,74.0,53.0,201.0,3.8,19.0,0.0,0.0,15.0,21.0,89.0,5.9,0.0,1.0,7.0,91.0,1.7,110.0,2.1,1.0,1.0,18.0,197.0,2.0,42.0,6.0
81.0,Jonathan Williams,54.0,49.0,235.0,4.8,48.0,3.0,1.0,5.0,5.0,59.0,11.8,0.0,0.0,9.0,102.0,2.1,133.0,2.7,7.0,0.0,10.0,99.0,1.0,40.4,4.5
82.0,Ameer Abdullah,44.0,23.0,115.0,5.0,15.0,0.0,0.0,15.0,21.0,88.0,5.9,1.0,1.0,16.0,77.0,3.3,38.0,1.7,2.0,2.0,4.0,135.0,0.0,39.3,2.5
83.0,Dontrell Hilliard,28.0,13.0,49.0,3.8,11.0,0.0,2.0,12.0,15.0,92.0,7.7,0.0,0.0,14.0,36.0,2.8,13.0,1.0,0.0,1.0,18.0,130.0,2.0,38.1,2.7
84.0,C.J. Ham,33.0,7.0,17.0,2.4,9.0,0.0,0.0,17.0,26.0,149.0,8.8,1.0,1.0,16.0,4.0,0.6,13.0,1.9,1.0,4.0,72.0,354.0,2.0,37.6,2.4
85.0,Ito Smith,36.0,22.0,106.0,4.8,28.0,1.0,1.0,11.0,14.0,87.0,7.9,0.0,0.0,7.0,71.0,3.2,35.0,1.6,2.0,2.0,12.0,149.0,4.0,36.3,5.2
86.0,Bilal Powell,71.0,59.0,229.0,3.9,17.0,0.0,0.0,7.0,12.0,33.0,4.7,0.0,0.0,14.0,82.0,1.4,147.0,2.5,4.0,2.0,13.0,164.0,0.0,33.2,2.4
87.0,Ty Montgomery,49.0,32.0,103.0,3.2,15.0,0.0,0.0,13.0,17.0,90.0,6.9,0.0,0.0,16.0,61.0,1.9,42.0,1.3,0.0,1.0,8.0,151.0,0.0,32.3,2.0
88.0,Darwin Thompson,47.0,37.0,128.0,3.5,12.0,0.0,1.0,9.0,10.0,43.0,4.8,0.0,0.0,12.0,58.0,1.6,70.0,1.9,4.0,0.0,20.0,107.0,1.0,32.1,2.7
89.0,Myles Gaskin,48.0,36.0,133.0,3.7,27.0,1.0,1.0,7.0,12.0,51.0,7.3,0.0,0.0,7.0,28.0,0.8,105.0,2.9,0.0,2.0,12.0,125.0,1.0,31.4,4.5
90.0,Justin Jackson,40.0,29.0,200.0,6.9,40.0,5.0,0.0,9.0,11.0,22.0,2.4,0.0,0.0,7.0,99.0,3.4,101.0,3.5,4.0,3.0,10.0,93.0,0.0,31.2,4.5
91.0,Qadree Ollison,24.0,22.0,50.0,2.3,6.0,0.0,4.0,1.0,2.0,7.0,7.0,0.0,0.0,8.0,29.0,1.3,21.0,1.0,0.0,0.0,1.0,56.0,6.0,30.7,3.8
92.0,T.J. Yeldon,32.0,17.0,63.0,3.7,12.0,0.0,0.0,13.0,15.0,124.0,9.5,0.0,1.0,6.0,15.0,0.9,48.0,2.8,4.0,1.0,27.0,150.0,0.0,29.7,5.0
93.0,Reggie Bonnafon,26.0,16.0,116.0,7.3,59.0,4.0,1.0,6.0,10.0,57.0,9.5,0.0,0.0,16.0,92.0,5.8,24.0,1.5,1.0,0.0,3.0,68.0,0.0,29.3,1.8
94.0,C.J. Prosise,35.0,23.0,72.0,3.1,17.0,0.0,1.0,10.0,12.0,76.0,7.6,0.0,1.0,9.0,39.0,1.7,33.0,1.4,1.0,0.0,6.0,123.0,2.0,28.8,3.2
95.0,Travis Homer,31.0,18.0,114.0,6.3,29.0,1.0,0.0,11.0,13.0,56.0,5.1,0.0,0.0,16.0,82.0,4.6,32.0,1.8,0.0,1.0,14.0,84.0,0.0,28.0,1.8
96.0,Wendell Smallwood,35.0,22.0,81.0,3.7,17.0,0.0,0.0,9.0,13.0,64.0,7.1,0.0,0.0,15.0,47.0,2.1,34.0,1.5,1.0,4.0,10.0,134.0,0.0,23.5,1.6
97.0,Darrell Henderson Jr.,45.0,39.0,147.0,3.8,22.0,1.0,0.0,4.0,6.0,37.0,9.3,0.0,0.0,13.0,84.0,2.2,63.0,1.6,7.0,0.0,3.0,93.0,2.0,22.4,1.7
98.0,Trey Edmunds,29.0,22.0,92.0,4.2,45.0,3.0,0.0,6.0,7.0,48.0,8.0,0.0,0.0,12.0,53.0,2.4,39.0,1.8,0.0,0.0,9.0,93.0,1.0,20.0,1.7
99.0,Patrick Ricard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,47.0,5.9,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,18.7,1.2
100.0,Alec Ingold,16.0,10.0,17.0,1.7,4.0,0.0,0.0,6.0,6.0,44.0,7.3,1.0,0.0,16.0,9.0,0.9,8.0,0.8,0.0,2.0,8.0,208.0,2.0,18.1,1.1
101.0,Darren Sproles,27.0,17.0,66.0,3.9,17.0,0.0,0.0,6.0,10.0,24.0,4.0,0.0,0.0,6.0,40.0,2.4,26.0,1.5,0.0,2.0,6.0,103.0,0.0,17.0,2.8
102.0,Danny Vitale,13.0,1.0,3.0,3.0,3.0,0.0,0.0,7.0,12.0,97.0,13.9,0.0,0.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,11.0,170.0,0.0,17.0,1.1
103.0,Wes Hills,12.0,10.0,21.0,2.1,15.0,0.0,2.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,9.0,0.9,12.0,1.2,0.0,0.0,0.0,23.0,3.0,16.2,16.2
104.0,Andy Janovich,6.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,42.0,8.4,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,130.0,1.0,15.3,1.9
105.0,D'Ernest Johnson,11.0,4.0,21.0,5.3,13.0,0.0,0.0,6.0,7.0,71.0,11.8,0.0,0.0,16.0,18.0,4.5,3.0,0.8,0.0,0.0,8.0,44.0,0.0,15.2,1.0
106.0,Kenjon Barner,12.0,4.0,28.0,7.0,12.0,0.0,0.0,6.0,8.0,22.0,3.7,0.0,1.0,14.0,22.0,5.5,6.0,1.5,0.0,0.0,4.0,65.0,0.0,15.1,1.1
107.0,Kerrith Whyte Jr.,25.0,24.0,122.0,5.1,21.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,6.0,47.0,2.0,75.0,3.1,1.0,0.0,2.0,40.0,0.0,14.1,2.4
108.0,Derek Watt,12.0,7.0,10.0,1.4,3.0,0.0,1.0,3.0,5.0,32.0,10.7,0.0,0.0,16.0,5.0,0.7,5.0,0.7,0.0,1.0,19.0,122.0,1.0,13.2,0.8
109.0,Devontae Booker,11.0,2.0,9.0,4.5,5.0,0.0,0.0,6.0,9.0,57.0,9.5,0.0,0.0,16.0,0.0,0.0,9.0,4.5,1.0,1.0,10.0,26.0,0.0,12.6,0.8
110.0,Spencer Ware,24.0,17.0,51.0,3.0,6.0,0.0,0.0,5.0,7.0,22.0,4.4,0.0,0.0,3.0,21.0,1.2,30.0,1.8,2.0,2.0,7.0,81.0,0.0,12.3,4.1
111.0,Mike Davis,21.0,13.0,27.0,2.1,8.0,0.0,0.0,7.0,8.0,22.0,3.1,0.0,0.0,12.0,15.0,1.2,12.0,0.9,0.0,2.0,2.0,79.0,0.0,11.9,1.0
112.0,Zach Line,17.0,7.0,20.0,2.9,5.0,0.0,0.0,6.0,10.0,36.0,6.0,0.0,0.0,12.0,10.0,1.4,10.0,1.4,0.0,0.0,12.0,215.0,1.0,11.6,1.0
113.0,Javorius Allen,12.0,10.0,36.0,3.6,19.0,0.0,1.0,1.0,2.0,9.0,9.0,0.0,0.0,11.0,-5.0,-0.5,41.0,4.1,0.0,1.0,1.0,33.0,1.0,11.5,1.0
114.0,Tra Carson,22.0,18.0,48.0,2.7,12.0,0.0,0.0,4.0,4.0,18.0,4.5,0.0,0.0,4.0,19.0,1.1,29.0,1.6,0.0,0.0,2.0,43.0,0.0,10.6,2.7
115.0,Patrick DiMarco,10.0,3.0,7.0,2.3,4.0,0.0,0.0,5.0,7.0,41.0,8.2,0.0,0.0,16.0,1.0,0.3,6.0,2.0,0.0,0.0,22.0,167.0,0.0,9.8,0.6
116.0,Alex Armah Jr.,8.0,6.0,11.0,1.8,4.0,0.0,1.0,2.0,2.0,6.0,3.0,0.0,0.0,16.0,6.0,1.0,5.0,0.8,0.0,1.0,2.0,134.0,2.0,9.7,0.6
117.0,Marshawn Lynch,12.0,12.0,34.0,2.8,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,1.7,14.0,1.2,0.0,0.0,0.0,23.0,0.0,9.4,4.7
118.0,Khari Blasingame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,54.0,13.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,9.4,1.6
119.0,Troymaine Pope,13.0,10.0,20.0,2.0,8.0,0.0,0.0,2.0,3.0,14.0,7.0,1.0,1.0,14.0,11.0,1.1,9.0,0.9,0.0,1.0,1.0,29.0,0.0,9.4,0.7
120.0,Jon Hilliman,34.0,30.0,91.0,3.0,10.0,0.0,0.0,3.0,4.0,1.0,0.3,0.0,2.0,3.0,45.0,1.5,46.0,1.5,0.0,0.0,3.0,102.0,1.0,8.2,2.7
121.0,Devine Ozigbo,14.0,9.0,27.0,3.0,9.0,0.0,0.0,3.0,5.0,23.0,7.7,0.0,0.0,10.0,11.0,1.2,16.0,1.8,0.0,0.0,10.0,29.0,0.0,8.0,0.8
