RANK,NAME,IMP_ATT,RUS_ATT,RUS_YDS,RUS_Y/A,LG,EXPLO,RUS_TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,RZ TGT,RUS_YACON,SNAPS,GRZ_ATT,FPTS,FPTS/G
41.0,Kareem Hunt,156.0,135.0,411.0,3.0,16.0,0.0,9.0,15.0,21.0,84.0,5.6,0.0,0.0,15.0,264.0,2.0,147.0,1.1,2.0,1.0,13.0,339.0,12.0,118.5,7.9
42.0,AJ Dillon,206.0,178.0,613.0,3.4,40.0,3.0,2.0,22.0,28.0,223.0,10.1,0.0,0.0,15.0,316.0,1.8,297.0,1.7,5.0,1.0,101.0,494.0,10.0,117.6,7.8
43.0,Khalil Herbert,163.0,132.0,611.0,4.6,38.0,8.0,2.0,20.0,31.0,134.0,6.7,1.0,1.0,12.0,329.0,2.5,282.0,2.1,13.0,4.0,26.0,357.0,1.0,112.5,9.4
44.0,Justice Hill,123.0,84.0,387.0,4.6,41.0,4.0,3.0,28.0,39.0,206.0,7.4,1.0,1.0,16.0,289.0,3.4,98.0,1.2,9.0,1.0,30.0,436.0,4.0,109.3,6.8
45.0,Zach Charbonnet,148.0,108.0,462.0,4.3,23.0,4.0,1.0,33.0,40.0,209.0,6.3,0.0,0.0,16.0,257.0,2.4,205.0,1.9,10.0,1.0,54.0,478.0,6.0,106.1,6.6
46.0,Jaleel McLaughlin,112.0,76.0,410.0,5.4,38.0,6.0,1.0,31.0,36.0,160.0,5.2,2.0,0.0,17.0,259.0,3.4,151.0,2.0,4.0,5.0,73.0,193.0,2.0,106.0,6.2
47.0,Roschon Johnson,121.0,81.0,352.0,4.3,29.0,2.0,2.0,34.0,40.0,209.0,6.1,0.0,0.0,15.0,228.0,2.8,124.0,1.5,3.0,4.0,67.0,395.0,6.0,102.1,6.8
48.0,Ty Chandler,127.0,102.0,461.0,4.5,31.0,5.0,3.0,21.0,25.0,159.0,7.6,0.0,0.0,16.0,279.0,2.7,182.0,1.8,3.0,3.0,41.0,307.0,3.0,101.0,6.3
49.0,Kenneth Gainwell,121.0,84.0,364.0,4.3,32.0,4.0,2.0,30.0,37.0,183.0,6.1,0.0,1.0,16.0,204.0,2.4,160.0,1.9,6.0,0.0,42.0,442.0,3.0,97.4,6.1
50.0,Rico Dowdle,111.0,89.0,361.0,4.1,21.0,2.0,2.0,17.0,22.0,144.0,8.5,2.0,0.0,16.0,195.0,2.2,166.0,1.9,4.0,4.0,29.0,247.0,4.0,91.5,5.7
51.0,D'Onta Foreman,125.0,109.0,425.0,3.9,22.0,1.0,4.0,11.0,16.0,77.0,7.0,1.0,0.0,9.0,290.0,2.7,135.0,1.2,7.0,2.0,14.0,269.0,7.0,91.2,10.1
52.0,Miles Sanders,170.0,129.0,432.0,3.3,48.0,3.0,1.0,27.0,41.0,154.0,5.7,0.0,2.0,16.0,208.0,1.6,224.0,1.7,8.0,2.0,51.0,406.0,4.0,87.6,5.5
53.0,Jerick McKinnon,53.0,21.0,60.0,2.9,10.0,0.0,1.0,25.0,32.0,192.0,7.7,4.0,0.0,12.0,46.0,2.2,14.0,0.7,0.0,5.0,28.0,264.0,0.0,84.4,7.0
54.0,Latavius Murray,101.0,79.0,300.0,3.8,29.0,2.0,4.0,17.0,22.0,119.0,7.0,0.0,0.0,16.0,174.0,2.2,126.0,1.6,2.0,3.0,37.0,351.0,12.0,82.9,5.2
55.0,Dameon Pierce,162.0,145.0,416.0,2.9,22.0,1.0,2.0,13.0,17.0,101.0,7.8,0.0,0.0,14.0,179.0,1.2,237.0,1.6,12.0,1.0,13.0,298.0,9.0,82.7,5.9
56.0,Zamir White,123.0,104.0,451.0,4.3,43.0,4.0,1.0,15.0,19.0,98.0,6.5,0.0,1.0,15.0,212.0,2.0,239.0,2.3,8.0,1.0,34.0,229.0,3.0,73.9,4.9
57.0,Emari Demercado,88.0,58.0,284.0,4.9,49.0,3.0,2.0,21.0,30.0,119.0,5.7,0.0,0.0,14.0,171.0,2.9,113.0,1.9,2.0,1.0,13.0,292.0,1.0,73.3,5.2
58.0,Clyde Edwards-Helaire,92.0,70.0,223.0,3.2,20.0,1.0,1.0,17.0,22.0,188.0,11.1,1.0,0.0,15.0,146.0,2.1,77.0,1.1,4.0,5.0,103.0,227.0,2.0,70.1,4.7
59.0,Keaton Mitchell,58.0,47.0,396.0,8.4,60.0,13.0,2.0,9.0,11.0,93.0,10.3,0.0,0.0,7.0,245.0,5.2,151.0,3.2,7.0,1.0,10.0,135.0,0.0,69.9,10.0
60.0,Joshua Kelley,119.0,107.0,405.0,3.8,49.0,4.0,2.0,8.0,12.0,32.0,4.0,0.0,1.0,17.0,222.0,2.1,183.0,1.7,6.0,1.0,1.0,392.0,3.0,61.7,3.6
61.0,Jamaal Williams,126.0,106.0,306.0,2.9,17.0,0.0,1.0,18.0,20.0,62.0,3.4,0.0,0.0,13.0,162.0,1.5,144.0,1.4,3.0,1.0,16.0,324.0,0.0,60.8,4.7
62.0,Michael Carter,61.0,30.0,187.0,6.2,21.0,1.0,0.0,24.0,31.0,101.0,4.2,1.0,0.0,15.0,138.0,4.6,49.0,1.6,1.0,4.0,19.0,224.0,1.0,58.8,3.9
63.0,Chase Brown,59.0,44.0,179.0,4.1,31.0,3.0,0.0,14.0,15.0,156.0,11.1,1.0,0.0,12.0,52.0,1.2,127.0,2.9,2.0,1.0,43.0,93.0,0.0,53.5,4.5
64.0,Elijah Mitchell,83.0,75.0,281.0,3.7,18.0,0.0,2.0,6.0,8.0,14.0,2.3,0.0,0.0,11.0,147.0,2.0,134.0,1.8,6.0,1.0,2.0,161.0,4.0,47.5,4.3
65.0,Matt Breida,76.0,55.0,151.0,2.7,9.0,0.0,1.0,17.0,21.0,88.0,5.2,0.0,0.0,17.0,89.0,1.6,62.0,1.1,1.0,0.0,7.0,288.0,0.0,46.9,2.8
66.0,Cam Akers,72.0,60.0,167.0,2.8,19.0,0.0,2.0,11.0,12.0,70.0,6.4,0.0,0.0,7.0,100.0,1.7,67.0,1.1,6.0,2.0,34.0,139.0,2.0,46.7,6.7
67.0,Royce Freeman,79.0,77.0,319.0,4.1,23.0,1.0,2.0,1.0,2.0,13.0,13.0,0.0,0.0,11.0,180.0,2.3,139.0,1.8,8.0,0.0,2.0,207.0,5.0,46.2,4.2
68.0,Jordan Mason,44.0,40.0,206.0,5.2,26.0,1.0,3.0,3.0,4.0,31.0,10.3,0.0,0.0,16.0,124.0,3.1,82.0,2.1,0.0,0.0,3.0,99.0,1.0,44.7,2.8
69.0,Darrell Henderson Jr.,60.0,46.0,112.0,2.4,16.0,0.0,2.0,10.0,14.0,103.0,10.3,0.0,0.0,4.0,45.0,1.0,67.0,1.5,1.0,3.0,33.0,126.0,3.0,43.5,10.9
70.0,Kendre Miller,52.0,41.0,156.0,3.8,18.0,0.0,1.0,10.0,11.0,117.0,11.7,0.0,0.0,8.0,81.0,2.0,75.0,1.8,3.0,0.0,14.0,112.0,0.0,43.3,5.4
71.0,Salvon Ahmed,45.0,22.0,61.0,2.8,10.0,0.0,1.0,16.0,23.0,88.0,5.5,1.0,0.0,9.0,38.0,1.7,23.0,1.0,2.0,5.0,21.0,135.0,1.0,42.9,4.8
72.0,Pierre Strong Jr.,71.0,63.0,291.0,4.6,40.0,4.0,1.0,5.0,8.0,47.0,9.4,0.0,1.0,17.0,185.0,2.9,106.0,1.7,4.0,0.0,0.0,169.0,2.0,42.8,2.5
73.0,Jeff Wilson Jr.,58.0,41.0,188.0,4.6,15.0,0.0,0.0,14.0,17.0,85.0,6.1,0.0,0.0,10.0,104.0,2.5,84.0,2.0,1.0,1.0,10.0,148.0,1.0,41.3,4.1
74.0,Ameer Abdullah,39.0,15.0,89.0,5.9,12.0,0.0,0.0,19.0,24.0,131.0,6.9,0.0,0.0,17.0,52.0,3.5,37.0,2.5,1.0,3.0,18.0,216.0,0.0,41.0,2.4
75.0,Dalvin Cook,87.0,67.0,214.0,3.2,14.0,0.0,0.0,15.0,20.0,78.0,5.2,0.0,2.0,15.0,131.0,2.0,83.0,1.2,6.0,0.0,16.0,202.0,1.0,40.2,2.7
76.0,Chase Edmonds,66.0,49.0,176.0,3.6,21.0,1.0,0.0,14.0,17.0,81.0,5.8,0.0,0.0,13.0,102.0,2.1,74.0,1.5,2.0,0.0,8.0,156.0,0.0,39.7,3.1
77.0,Kyle Juszczyk,22.0,5.0,6.0,1.2,3.0,0.0,0.0,14.0,17.0,119.0,8.5,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,495.0,1.0,38.5,2.3
78.0,Chris Rodriguez Jr.,53.0,51.0,247.0,4.8,16.0,0.0,2.0,2.0,2.0,12.0,6.0,0.0,1.0,11.0,125.0,2.5,122.0,2.4,5.0,0.0,4.0,97.0,3.0,37.9,3.4
79.0,Cordarrelle Patterson,62.0,50.0,181.0,3.6,18.0,0.0,0.0,9.0,12.0,38.0,4.2,1.0,0.0,14.0,92.0,1.8,89.0,1.8,2.0,2.0,10.0,177.0,1.0,36.9,2.6
80.0,D'Ernest Johnson,53.0,41.0,108.0,2.6,19.0,0.0,0.0,10.0,12.0,140.0,14.0,0.0,0.0,17.0,78.0,1.9,30.0,0.7,1.0,0.0,21.0,194.0,0.0,34.8,2.0
81.0,Ty Johnson,37.0,30.0,132.0,4.4,13.0,0.0,0.0,7.0,7.0,62.0,8.9,1.0,0.0,9.0,68.0,2.3,64.0,2.1,0.0,2.0,11.0,91.0,0.0,32.4,3.6
82.0,Tony Jones Jr.,36.0,26.0,95.0,3.7,19.0,0.0,2.0,7.0,10.0,37.0,5.3,0.0,0.0,7.0,56.0,2.2,39.0,1.5,1.0,1.0,8.0,132.0,2.0,32.2,4.6
83.0,Darrynton Evans,44.0,32.0,121.0,3.8,13.0,0.0,1.0,7.0,12.0,49.0,7.0,0.0,0.0,6.0,102.0,3.2,19.0,0.6,0.0,2.0,12.0,93.0,1.0,30.0,5.0
84.0,Patrick Taylor Jr.,49.0,32.0,141.0,4.4,24.0,1.0,0.0,11.0,17.0,49.0,4.5,0.0,0.0,11.0,71.0,2.2,70.0,2.2,4.0,3.0,4.0,226.0,1.0,30.0,2.7
85.0,Craig Reynolds,46.0,41.0,179.0,4.4,19.0,0.0,1.0,5.0,5.0,47.0,9.4,0.0,2.0,15.0,104.0,2.5,75.0,1.8,1.0,0.0,10.0,132.0,4.0,29.6,2.0
86.0,Alec Ingold,18.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,119.0,9.2,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,413.0,0.0,24.9,1.5
87.0,Nick Chubb,32.0,28.0,170.0,6.1,20.0,1.0,0.0,4.0,4.0,21.0,5.3,0.0,0.0,2.0,100.0,3.6,70.0,2.5,2.0,0.0,6.0,54.0,0.0,23.1,11.6
88.0,Tank Bigsby,54.0,50.0,132.0,2.6,12.0,0.0,2.0,1.0,4.0,6.0,6.0,0.0,2.0,16.0,70.0,1.4,62.0,1.2,7.0,0.0,2.0,141.0,3.0,22.8,1.4
89.0,Kevin Harris,19.0,16.0,65.0,4.1,18.0,0.0,1.0,3.0,3.0,58.0,19.3,0.0,0.0,4.0,11.0,0.7,54.0,3.4,1.0,1.0,9.0,34.0,0.0,21.3,5.3
90.0,Trey Sermon,41.0,35.0,160.0,4.6,27.0,1.0,0.0,3.0,6.0,13.0,4.3,0.0,0.0,12.0,61.0,1.7,99.0,2.8,4.0,0.0,3.0,108.0,0.0,20.3,1.7
91.0,Ronnie Rivers,37.0,32.0,129.0,4.0,10.0,0.0,0.0,5.0,5.0,22.0,4.4,0.0,0.0,9.0,75.0,2.3,54.0,1.7,1.0,0.0,2.0,93.0,0.0,20.1,2.2
92.0,Melvin Gordon III,29.0,26.0,81.0,3.1,22.0,1.0,1.0,3.0,3.0,46.0,15.3,0.0,1.0,4.0,44.0,1.7,37.0,1.4,1.0,0.0,4.0,56.0,0.0,19.7,4.9
93.0,Damien Harris,25.0,23.0,94.0,4.1,11.0,0.0,1.0,2.0,2.0,16.0,8.0,0.0,0.0,7.0,57.0,2.5,37.0,1.6,2.0,0.0,3.0,60.0,3.0,19.0,2.7
94.0,Isaiah Spiller,43.0,37.0,96.0,2.6,8.0,0.0,0.0,6.0,6.0,34.0,5.7,0.0,0.0,9.0,47.0,1.3,49.0,1.3,2.0,1.0,10.0,111.0,0.0,19.0,2.1
95.0,Tyler Goodson,22.0,13.0,87.0,6.7,31.0,2.0,0.0,6.0,9.0,34.0,5.7,0.0,0.0,6.0,58.0,4.5,29.0,2.2,0.0,3.0,7.0,50.0,0.0,18.1,3.0
96.0,Raheem Blackshear,21.0,14.0,46.0,3.3,9.0,0.0,0.0,6.0,7.0,45.0,7.5,0.0,0.0,11.0,34.0,2.4,12.0,0.9,1.0,0.0,13.0,51.0,0.0,17.1,1.6
97.0,Israel Abanikanda,33.0,22.0,70.0,3.2,12.0,0.0,0.0,7.0,11.0,43.0,6.1,0.0,1.0,7.0,46.0,2.1,24.0,1.1,1.0,0.0,9.0,77.0,0.0,16.3,2.3
98.0,Patrick Ricard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,52.0,10.4,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,16.2,1.0
99.0,Boston Scott,26.0,20.0,86.0,4.3,18.0,0.0,0.0,4.0,6.0,52.0,13.0,0.0,1.0,12.0,53.0,2.7,33.0,1.7,2.0,0.0,3.0,68.0,1.0,15.8,1.3
100.0,Deuce Vaughn,30.0,23.0,40.0,1.7,13.0,0.0,0.0,7.0,7.0,40.0,5.7,0.0,0.0,7.0,24.0,1.0,16.0,0.7,0.0,0.0,8.0,61.0,1.0,15.0,2.1
101.0,Trayveon Williams,24.0,15.0,69.0,4.6,15.0,0.0,0.0,7.0,9.0,10.0,1.4,0.0,0.0,17.0,47.0,3.1,22.0,1.5,0.0,1.0,2.0,156.0,0.0,14.9,0.9
102.0,Emanuel Wilson,19.0,14.0,85.0,6.1,31.0,2.0,0.0,4.0,5.0,23.0,5.8,0.0,0.0,7.0,67.0,4.8,18.0,1.3,0.0,0.0,8.0,36.0,0.0,14.8,2.1
103.0,Keaontay Ingram,39.0,35.0,74.0,2.1,14.0,0.0,0.0,4.0,4.0,26.0,6.5,0.0,0.0,7.0,47.0,1.3,27.0,0.8,3.0,0.0,4.0,119.0,0.0,14.0,2.0
104.0,La'Mical Perine,27.0,22.0,77.0,3.5,10.0,0.0,0.0,3.0,5.0,33.0,11.0,0.0,0.0,5.0,34.0,1.5,43.0,2.0,1.0,0.0,7.0,59.0,0.0,14.0,2.8
105.0,Mike Boone,14.0,5.0,23.0,4.6,11.0,0.0,0.0,7.0,9.0,40.0,5.7,0.0,0.0,9.0,16.0,3.2,7.0,1.4,0.0,0.0,7.0,102.0,0.0,13.3,1.5
106.0,Eric Gray,24.0,17.0,48.0,2.8,12.0,0.0,0.0,6.0,7.0,22.0,3.7,0.0,0.0,14.0,26.0,1.5,22.0,1.3,1.0,0.0,4.0,65.0,0.0,13.0,0.9
107.0,Hunter Luepke,10.0,6.0,19.0,3.2,9.0,0.0,1.0,3.0,4.0,18.0,6.0,0.0,0.0,17.0,6.0,1.0,13.0,2.2,0.0,0.0,6.0,153.0,2.0,12.7,0.7
108.0,J.K. Dobbins,11.0,8.0,22.0,2.8,4.0,0.0,1.0,2.0,3.0,15.0,7.5,0.0,0.0,1.0,18.0,2.3,4.0,0.5,0.0,1.0,13.0,30.0,1.0,11.7,11.7
109.0,Gary Brightwell,16.0,9.0,19.0,2.1,5.0,0.0,0.0,5.0,7.0,47.0,9.4,0.0,0.0,4.0,7.0,0.8,12.0,1.3,1.0,0.0,13.0,41.0,0.0,11.6,2.9
110.0,Nick Bawden,5.0,2.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,21.0,7.0,0.0,0.0,16.0,1.0,0.5,3.0,1.5,0.0,0.0,5.0,127.0,1.0,11.5,0.7
111.0,Brandon Bolden,4.0,4.0,31.0,7.8,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,7.0,3.0,0.8,0.0,0.0,0.0,5.0,0.0,11.1,2.2
112.0,Chris Brooks,19.0,19.0,106.0,5.6,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,1.5,78.0,4.1,2.0,0.0,0.0,36.0,0.0,10.6,2.7
113.0,Dare Ogunbowale,15.0,8.0,35.0,4.4,17.0,0.0,0.0,2.0,7.0,18.0,9.0,0.0,0.0,10.0,20.0,2.5,15.0,1.9,1.0,0.0,0.0,108.0,0.0,10.3,1.0
114.0,C.J. Ham,10.0,1.0,7.0,7.0,7.0,0.0,0.0,7.0,9.0,25.0,3.6,0.0,0.0,17.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,216.0,0.0,10.2,0.6
115.0,Ty Montgomery II,15.0,3.0,9.0,3.0,7.0,0.0,0.0,5.0,12.0,40.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,36.0,0.0,9.9,0.8
116.0,DeeJay Dallas,19.0,10.0,36.0,3.6,8.0,0.0,0.0,6.0,9.0,26.0,4.3,0.0,2.0,17.0,29.0,2.9,7.0,0.7,1.0,0.0,7.0,96.0,0.0,8.2,0.5
117.0,Damien Williams,13.0,11.0,43.0,3.9,9.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,3.0,28.0,2.5,15.0,1.4,1.0,0.0,2.0,28.0,0.0,7.5,2.5
118.0,Michael Burton,10.0,7.0,9.0,1.3,4.0,0.0,0.0,3.0,3.0,8.0,2.7,0.0,0.0,17.0,2.0,0.3,7.0,1.0,0.0,1.0,1.0,189.0,0.0,6.7,0.4
119.0,Ke'Shawn Vaughn,29.0,24.0,42.0,1.8,9.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,5.0,18.0,0.8,24.0,1.0,4.0,1.0,0.0,60.0,1.0,6.4,1.3
120.0,Keith Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,33.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,6.3,0.5
