RANK,NAME,POS,WEEK_1,WEEK_2,WEEK_3,WEEK_4,WEEK_5,WEEK_6,WEEK_7,WEEK_8,WEEK_9,WEEK_10,WEEK_11,WEEK_12,WEEK_13,WEEK_14,WEEK_15,WEEK_16,WEEK_17,AVG,TOTAL
14.0,Michael Thomas,WR,38.0,30.9,22.9,8.7,11.4,0.0,19.9,13.1,39.1,27.0,19.2,7.8,9.0,20.8,11.9,27.9,7.9,19.7,315.5
15.0,Aaron Rodgers,QB,24.9,16.0,19.9,15.0,28.7,28.4,0.0,15.9,19.2,18.1,21.6,11.9,15.3,20.2,13.5,42.9,1.0,19.5,312.6
16.0,Jared Goff,QB,17.2,18.4,25.6,39.3,14.3,7.4,16.5,26.5,29.3,21.0,35.1,0.0,8.1,-0.3,10.7,17.2,24.0,19.4,310.3
17.0,Adam Thielen,WR,16.2,31.1,24.5,27.5,24.6,29.3,26.0,22.8,12.7,0.0,15.6,26.5,13.8,12.8,3.9,13.3,6.7,19.2,307.3
18.0,Drew Brees,QB,31.6,17.6,40.5,8.6,27.7,0.0,16.8,6.8,31.4,28.9,30.5,20.4,7.3,13.9,5.9,16.9,0.0,20.3,305.0
19.0,Russell Wilson,QB,20.4,14.7,15.6,9.0,19.9,20.9,0.0,23.4,19.5,26.2,18.6,22.0,24.8,9.0,19.0,28.5,7.9,18.7,299.4
20.0,JuJu Smith-Schuster,WR,16.9,31.1,20.6,10.0,13.4,20.1,0.0,7.3,14.8,19.3,18.4,37.9,10.9,33.0,8.0,20.5,14.7,18.6,296.9
21.0,Travis Kelce,TE,1.6,29.9,19.4,20.8,15.0,11.1,14.5,19.9,28.9,10.6,28.7,0.0,38.8,20.7,13.1,10.4,11.2,18.4,294.6
22.0,Dak Prescott,QB,8.7,14.9,8.8,18.4,11.7,29.5,20.2,0.0,14.8,21.7,14.8,27.4,14.2,24.4,6.2,16.6,33.5,17.9,285.9
23.0,Philip Rivers,QB,29.0,22.7,17.0,21.7,21.4,14.3,20.1,0.0,17.1,15.0,19.6,20.7,24.0,13.5,18.5,3.3,7.0,17.8,285.0
24.0,Mike Evans,WR,27.7,22.3,25.7,11.9,0.0,9.8,17.7,29.9,2.6,8.1,24.0,17.6,8.8,12.6,16.1,21.0,28.6,17.8,284.4
25.0,Kirk Cousins,QB,20.4,33.5,10.0,31.7,14.1,17.6,17.5,20.7,6.9,0.0,17.0,27.4,8.0,10.8,15.3,22.2,10.0,17.7,283.1
26.0,Cam Newton,QB,18.2,27.6,29.6,0.0,16.4,23.3,25.7,28.0,21.2,14.7,24.5,22.5,15.3,10.9,4.7,0.0,0.0,20.2,282.6
27.0,Tom Brady,QB,21.3,16.4,7.5,19.0,27.5,21.8,21.7,13.8,15.7,11.8,0.0,19.2,14.9,26.6,13.2,5.0,26.0,17.6,281.3
28.0,Zach Ertz,TE,9.8,20.4,12.3,21.2,27.0,17.3,22.8,12.6,0.0,40.5,3.5,22.1,17.3,8.8,5.2,35.0,4.5,17.5,280.3
29.0,James Conner,RB,33.9,19.5,14.5,9.4,34.5,28.9,0.0,38.2,29.3,14.3,10.9,11.5,22.4,0.0,0.0,0.0,12.4,21.5,279.7
30.0,James White,RB,15.6,15.4,14.1,31.2,23.7,14.2,29.7,25.4,28.3,7.6,0.0,8.8,18.8,4.8,8.7,13.4,16.9,17.3,276.6
31.0,Melvin Gordon III,RB,27.6,30.6,16.4,30.9,22.0,35.0,0.0,0.0,19.3,27.5,21.6,20.6,0.0,0.0,0.0,14.4,9.6,23.0,275.5
32.0,Stefon Diggs,WR,14.1,35.9,5.7,23.3,21.6,7.2,10.6,27.9,0.0,0.0,31.6,22.9,9.9,12.1,15.8,9.0,18.7,17.8,266.3
33.0,Robert Woods,WR,7.3,14.1,33.7,21.1,19.5,19.1,13.4,12.0,12.5,14.6,17.2,0.0,18.8,13.1,16.3,28.4,4.5,16.6,265.6
34.0,Mitch Trubisky,QB,14.0,14.4,5.6,43.5,0.0,27.3,31.4,21.9,8.0,36.0,14.9,0.0,0.0,4.7,19.0,12.1,10.1,18.8,263.0
35.0,Keenan Allen,WR,24.8,12.7,5.4,13.3,17.5,14.3,12.2,0.0,21.2,17.7,24.0,20.2,36.8,18.8,0.0,10.8,10.4,16.3,260.1
36.0,George Kittle,TE,14.0,4.2,14.9,24.5,13.3,7.0,20.8,10.7,20.8,17.3,0.0,11.8,13.0,34.0,8.1,14.4,29.9,16.2,258.7
37.0,David Johnson,RB,17.7,6.1,16.1,18.2,21.1,12.9,10.0,14.0,0.0,37.3,16.4,9.9,8.2,14.1,19.1,13.7,11.8,15.4,246.6
38.0,Joe Mixon,RB,25.9,9.7,0.0,0.0,20.5,18.4,8.1,28.8,0.0,10.5,14.2,22.5,11.5,24.8,27.0,9.8,11.7,17.4,243.4
39.0,Brandin Cooks,WR,14.3,22.9,16.0,25.6,0.0,7.3,17.1,11.3,23.4,26.9,18.7,0.0,10.2,5.2,11.9,9.2,23.2,15.2,243.2
40.0,Baker Mayfield,QB,0.0,0.0,9.8,12.8,18.0,12.3,20.9,14.1,17.9,22.6,0.0,25.9,13.9,13.7,12.1,25.0,21.0,17.2,240.1
41.0,T.Y. Hilton,WR,15.6,21.3,10.0,15.5,0.0,0.0,18.5,4.4,0.0,10.7,36.5,19.5,15.7,28.9,13.5,20.8,8.1,17.1,239.0
42.0,Tarik Cohen,RB,7.1,3.5,9.8,30.4,0.0,23.1,22.3,18.0,2.3,16.4,6.0,18.9,34.6,12.9,14.5,2.9,11.2,14.6,233.9
43.0,Odell Beckham Jr.,WR,22.0,9.1,19.9,14.0,31.4,10.4,28.2,21.6,0.0,23.3,18.5,13.5,18.5,0.0,0.0,0.0,0.0,19.2,230.3
44.0,Kareem Hunt,RB,4.9,15.0,16.4,26.5,16.4,29.5,37.1,19.6,33.1,11.6,20.1,0.0,0.0,0.0,0.0,0.0,0.0,20.9,230.2
45.0,Phillip Lindsay,RB,18.2,12.1,2.0,15.9,11.1,12.6,16.6,20.2,10.4,0.0,26.6,17.0,28.9,15.1,8.4,7.7,0.0,14.9,222.8
46.0,Tyler Lockett,WR,14.9,17.0,18.2,10.3,19.4,11.0,0.0,12.7,5.2,19.5,12.2,21.5,13.2,10.9,7.6,13.9,14.9,13.9,222.4
47.0,Eric Ebron,TE,15.1,11.6,8.3,15.0,31.5,17.0,6.1,12.7,0.0,28.1,0.0,21.5,15.2,16.5,1.8,5.8,16.0,13.9,222.2
48.0,Tyler Boyd,WR,5.6,21.1,25.7,21.0,8.4,25.2,5.7,28.6,0.0,9.5,11.1,21.5,15.7,8.2,13.8,0.0,0.0,15.8,221.1
49.0,Jarvis Landry,WR,17.6,11.9,20.3,13.4,11.9,3.1,25.7,11.9,11.0,4.2,0.0,6.0,16.3,24.1,6.7,11.8,21.2,13.6,217.1
50.0,Derek Carr,QB,6.2,15.5,13.6,31.6,13.2,4.8,0.0,27.8,7.3,7.9,15.7,9.8,24.2,18.8,12.6,6.4,1.4,13.5,216.8
51.0,Amari Cooper,WR,2.8,21.6,3.7,26.8,2.0,0.0,0.0,0.0,16.8,13.5,6.6,38.0,13.6,49.7,8.3,6.0,6.1,14.4,215.5
52.0,Case Keenum,QB,19.2,14.5,5.7,7.8,21.1,19.5,8.8,15.4,15.6,0.0,8.2,15.6,10.9,13.8,12.4,14.0,12.5,13.4,214.9
53.0,Matthew Stafford,QB,8.0,24.7,17.5,20.8,15.2,0.0,17.6,17.0,6.6,15.9,13.4,5.4,10.0,4.7,12.3,4.6,18.4,13.3,212.2
54.0,Josh Allen,QB,5.6,13.0,27.7,1.9,9.2,5.4,0.0,0.0,0.0,0.0,0.0,26.3,28.7,18.3,19.8,11.7,40.5,17.3,208.1
55.0,Julian Edelman,WR,0.0,0.0,0.0,0.0,12.7,16.1,14.6,20.7,17.4,19.6,0.0,18.4,9.0,23.6,16.0,19.0,20.3,17.3,207.4
56.0,Kenny Golladay,WR,18.4,20.9,17.3,11.4,19.8,0.0,5.7,2.2,8.4,19.8,25.3,14.0,8.0,2.5,21.6,11.8,0.0,13.8,207.1
57.0,Calvin Ridley,WR,0.0,16.7,40.5,21.5,7.8,7.7,9.3,0.0,19.7,7.0,6.7,21.3,5.2,2.0,9.2,18.0,14.2,12.9,206.8
58.0,Kenyan Drake,RB,9.6,17.0,3.0,2.6,24.5,9.8,18.7,23.5,7.5,5.8,0.0,26.6,12.4,14.9,6.4,9.4,14.5,12.9,206.2
59.0,Chris Carson,RB,8.9,2.4,20.4,0.0,13.7,5.9,0.0,20.4,4.0,0.0,12.3,14.3,13.8,15.0,26.8,23.6,19.9,14.4,201.4
60.0,Derrick Henry,RB,4.1,5.9,5.7,5.1,5.6,3.6,14.5,0.0,11.2,17.8,4.6,4.9,12.5,47.8,30.2,15.5,11.6,12.5,200.7
61.0,Emmanuel Sanders,WR,29.5,13.6,18.3,11.3,16.2,24.5,27.3,9.1,10.7,0.0,10.2,21.6,5.9,0.0,0.0,0.0,0.0,16.5,198.2
62.0,Jameis Winston,QB,0.0,0.0,0.0,6.5,0.0,30.7,20.1,8.8,0.0,0.0,15.6,22.9,22.8,19.2,4.3,14.8,30.1,17.8,195.8
63.0,Nick Chubb,RB,2.1,1.4,0.6,22.5,0.2,2.5,14.0,9.5,16.0,35.9,0.0,27.8,16.2,18.3,10.0,13.5,4.0,12.2,194.5
64.0,Carson Wentz,QB,0.0,0.0,11.2,20.7,21.0,24.5,18.7,23.6,0.0,21.1,0.8,13.2,19.8,18.8,0.0,0.0,0.0,17.6,193.7
65.0,Jared Cook,TE,27.0,8.9,8.1,31.0,6.0,3.0,0.0,17.4,4.0,9.2,12.1,11.2,23.0,18.6,4.3,4.0,5.8,12.1,193.6
66.0,Tevin Coleman,RB,11.5,16.5,12.7,10.7,5.0,11.1,16.2,0.0,32.6,9.3,11.5,11.3,2.1,5.1,20.5,5.1,12.4,12.1,193.6
67.0,Chicago Bears,DST,14.0,17.0,13.0,14.0,0.0,5.0,6.0,5.0,28.0,12.0,15.0,13.0,5.0,20.0,8.0,7.0,8.0,11.9,190.0
68.0,Adrian Peterson,RB,22.6,8.0,24.0,0.0,6.2,9.7,11.7,26.6,6.3,8.9,17.1,6.4,15.8,2.9,9.1,13.7,0.0,11.8,189.0
69.0,Adam Humphries,WR,5.7,1.8,6.4,9.6,0.0,11.2,7.7,14.6,28.9,7.3,15.0,17.4,19.1,8.2,6.3,17.9,11.6,11.8,188.7
70.0,Alshon Jeffery,WR,0.0,0.0,0.0,24.5,5.9,27.4,21.8,7.5,0.0,8.8,7.3,6.9,6.1,17.0,24.0,11.2,16.9,14.3,185.3
71.0,Chris Godwin,WR,13.1,16.6,16.4,4.2,0.0,17.6,10.9,7.2,6.0,17.3,8.0,8.2,21.1,2.3,0.0,6.9,29.4,11.6,185.2
72.0,Corey Davis,WR,12.2,10.5,5.4,31.1,8.9,3.4,4.0,0.0,12.0,25.5,4.9,23.5,14.4,4.1,6.3,7.6,9.8,11.5,183.6
73.0,Golden Tate,WR,20.9,18.8,12.9,33.2,9.2,0.0,10.6,12.3,0.0,3.9,9.0,7.0,23.5,1.7,9.3,3.3,7.3,12.2,182.9
74.0,Sterling Shepard,WR,9.8,5.4,20.0,25.7,11.5,6.7,21.7,7.4,0.0,11.6,4.2,7.7,6.8,9.7,5.7,17.0,11.6,11.4,182.5
75.0,Mohamed Sanu Sr.,WR,5.8,3.5,15.6,17.1,17.3,12.6,4.1,0.0,8.5,8.7,9.9,11.7,6.7,11.4,7.1,22.0,20.4,11.4,182.4
76.0,Mike Williams,WR,13.1,10.7,24.1,2.5,7.8,2.4,12.8,0.0,10.0,0.0,7.6,18.5,8.2,7.5,36.5,2.1,16.4,11.3,180.2
77.0,Jordan Howard,RB,15.7,9.8,16.1,2.5,0.0,4.9,11.8,14.1,16.7,4.2,7.5,2.5,9.0,11.3,14.5,15.0,24.4,11.3,180.0
78.0,Marlon Mack,RB,0.0,4.6,0.0,0.0,0.0,10.3,31.9,28.9,0.0,7.8,13.9,11.6,4.3,9.3,25.9,10.8,18.8,14.8,178.1
79.0,Marcus Mariota,QB,1.6,0.0,9.1,30.4,4.2,7.2,15.3,0.0,22.8,22.3,3.1,22.9,21.6,5.8,4.6,5.1,0.0,12.6,175.9
80.0,Andy Dalton,QB,16.5,26.6,14.1,24.8,12.9,17.2,7.9,20.2,0.0,6.9,19.3,8.1,0.0,0.0,0.0,0.0,0.0,15.9,174.5
81.0,Dede Westbrook,WR,10.1,17.6,6.1,21.1,8.5,12.8,5.7,12.0,0.0,9.3,3.9,17.7,5.4,21.8,7.1,12.4,2.0,10.8,173.5
82.0,Blake Bortles,QB,13.2,32.5,8.9,24.3,20.6,10.2,1.4,19.7,0.0,21.6,3.9,9.0,0.0,0.0,0.0,4.1,3.8,13.3,173.2
83.0,T.J. Yeldon,RB,15.9,9.1,15.0,23.0,26.2,10.0,17.8,16.0,0.0,11.3,5.2,5.3,13.5,2.7,2.1,0.0,0.0,12.4,173.1
84.0,Lamar Miller,RB,11.9,9.0,14.1,4.9,0.0,9.1,16.9,19.3,6.8,0.0,13.8,23.7,12.5,16.2,0.8,0.0,13.6,12.3,172.6
85.0,Aaron Jones,RB,0.0,0.0,5.7,15.2,7.9,4.1,0.0,16.6,8.5,32.2,27.3,18.3,15.2,19.6,0.8,0.0,0.0,14.3,171.4
86.0,Ka'imi Fairbairn,K,9.0,5.0,12.0,14.0,13.0,8.0,10.0,6.0,8.0,0.0,13.0,12.0,21.0,3.0,22.0,6.0,8.0,10.6,170.0
87.0,Austin Ekeler,RB,23.6,12.8,8.1,13.6,12.9,6.0,11.8,0.0,4.4,1.9,8.9,26.3,9.3,17.4,0.0,0.0,11.8,12.1,168.8
88.0,Sam Darnold,QB,13.8,13.5,2.8,11.5,18.4,18.0,12.0,12.3,1.2,0.0,0.0,0.0,0.0,9.8,21.6,26.0,7.5,13.0,168.4
89.0,Ryan Fitzpatrick,QB,42.3,30.0,25.1,3.0,0.0,0.0,0.0,19.6,24.0,13.7,8.1,0.0,0.0,0.0,0.0,0.0,0.0,20.7,165.8
90.0,Nelson Agholor,WR,13.5,23.0,6.4,7.2,8.5,12.1,8.0,9.3,0.0,13.3,0.0,2.2,9.6,6.9,1.8,22.6,21.0,10.3,165.4
91.0,Zay Jones,WR,5.6,8.3,2.7,7.8,5.0,12.5,5.7,11.5,5.8,23.3,0.0,0.0,24.7,5.2,2.1,17.7,27.3,10.3,165.2
92.0,Austin Hooper,TE,5.4,16.9,7.3,2.9,16.7,22.1,7.8,0.0,7.1,21.6,6.7,8.1,15.4,7.7,0.0,5.6,11.7,10.2,163.0
93.0,Matt Breida,RB,6.1,24.9,14.7,10.1,13.1,12.1,-0.5,4.2,5.7,28.2,0.0,17.0,8.7,0.0,14.6,3.6,0.0,11.6,162.5
94.0,Nyheim Hines,RB,12.2,7.5,9.3,28.3,16.0,5.5,5.2,10.5,0.0,5.2,4.4,7.0,14.5,4.7,10.4,14.3,5.9,10.1,160.9
95.0,Dion Lewis,RB,22.0,5.3,7.0,15.6,5.8,3.4,21.5,0.0,22.2,8.8,4.2,11.1,5.4,10.2,7.4,5.5,5.3,10.0,160.7
96.0,Justin Tucker,K,12.0,7.0,13.0,16.0,10.0,3.0,5.0,3.0,10.0,0.0,12.0,11.0,17.0,6.0,8.0,12.0,15.0,10.0,160.0
97.0,Lamar Jackson,QB,4.9,0.6,0.0,1.7,1.0,2.2,7.1,8.4,1.5,0.0,15.9,20.2,16.5,18.6,16.7,16.1,26.2,9.8,157.5
98.0,DJ Moore,WR,0.3,12.8,1.3,0.0,10.7,7.7,5.9,17.9,5.8,6.5,28.7,17.8,10.5,11.7,3.4,3.9,12.1,9.8,157.0
99.0,Jalen Richard,RB,16.9,0.3,11.9,6.6,11.7,12.1,0.0,14.4,8.9,10.9,12.3,3.6,13.6,3.9,10.6,15.1,3.8,9.8,156.6
100.0,Robbie Chosen,WR,10.2,3.7,2.2,3.8,27.3,6.9,7.4,0.0,7.3,0.0,0.0,4.2,8.8,17.6,22.6,29.0,5.4,11.2,156.4
101.0,Allen Robinson II,WR,10.1,18.3,8.0,10.3,0.0,17.4,1.4,0.0,0.0,31.3,6.9,5.7,12.9,9.2,8.4,13.4,0.0,11.8,153.3
102.0,Dalvin Cook,RB,13.5,12.0,0.0,2.0,0.0,0.0,0.0,0.0,14.9,0.0,2.0,16.6,18.6,19.3,29.3,13.8,10.0,13.8,152.0
103.0,Taylor Gabriel,WR,7.5,8.7,9.4,30.4,0.0,16.9,5.6,9.2,7.5,0.0,13.9,11.9,2.7,5.2,6.3,6.6,10.1,9.5,151.9
104.0,Kyle Rudolph,TE,8.1,14.2,15.8,10.7,9.1,7.7,2.6,7.9,4.8,0.0,3.3,13.3,6.8,2.7,5.3,33.2,5.9,9.5,151.4
105.0,DeSean Jackson,WR,31.6,22.9,6.7,16.2,0.0,12.4,11.3,16.2,5.2,11.7,7.8,5.5,0.0,0.0,0.0,3.8,0.0,12.6,151.3
106.0,Wil Lutz,K,6.0,8.0,15.0,16.0,8.0,0.0,6.0,16.0,11.0,17.0,12.0,7.0,4.0,8.0,7.0,8.0,2.0,9.4,151.0
106.0,Jason Myers,K,12.0,9.0,5.0,6.0,11.0,27.0,7.0,5.0,9.0,6.0,0.0,9.0,19.0,10.0,4.0,8.0,4.0,9.4,151.0
108.0,Peyton Barber,RB,6.9,3.9,3.3,4.0,0.0,20.6,3.0,14.5,6.0,7.6,19.0,14.3,8.5,5.4,16.9,8.6,7.8,9.4,150.3
109.0,Cole Beasley,WR,14.3,3.3,7.6,9.3,1.8,31.1,12.6,0.0,4.6,7.7,10.1,1.5,2.9,3.8,8.2,10.0,21.4,9.4,150.2
110.0,A.J. Green,WR,19.2,29.9,10.8,17.8,17.2,15.5,18.7,18.6,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,16.6,149.4
111.0,Los Angeles Rams,DST,17.0,13.0,13.0,5.0,1.0,5.0,22.0,7.0,-2.0,5.0,21.0,0.0,9.0,8.0,1.0,8.0,16.0,9.3,149.0
112.0,Trey Burton,TE,2.5,12.2,9.5,16.6,0.0,12.3,27.6,4.8,10.8,10.0,1.9,4.8,0.0,4.2,13.6,8.0,8.3,9.2,147.1
113.0,Houston Texans,DST,8.0,2.0,4.0,13.0,7.0,19.0,14.0,4.0,5.0,0.0,15.0,9.0,18.0,4.0,5.0,6.0,14.0,9.2,147.0
113.0,Harrison Butker,K,9.0,6.0,8.0,9.0,13.0,18.0,9.0,6.0,7.0,10.0,9.0,0.0,12.0,9.0,4.0,13.0,5.0,9.2,147.0
115.0,Mason Crosby,K,7.0,19.0,6.0,14.0,4.0,17.0,0.0,12.0,5.0,7.0,6.0,5.0,5.0,13.0,12.0,13.0,0.0,9.1,145.0
116.0,David Njoku,TE,4.3,6.0,5.6,10.2,12.9,18.5,15.2,0.0,9.3,2.8,0.0,17.3,3.8,6.5,6.0,16.3,9.2,9.0,143.9
117.0,John Brown,WR,13.5,19.2,13.6,20.9,9.8,4.8,26.4,5.8,4.5,0.0,3.3,3.5,0.0,10.3,1.9,4.7,1.7,9.0,143.9
118.0,Ryan Tannehill,QB,13.6,17.1,26.2,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,17.6,15.0,23.9,4.4,10.0,8.1,13.0,143.0
119.0,Mark Ingram II,RB,0.0,0.0,0.0,0.0,21.3,0.0,6.2,12.2,2.6,25.2,22.3,8.6,4.8,12.3,9.4,11.3,6.3,11.9,142.5
120.0,Aldrick Rosas,K,10.0,7.0,10.0,4.0,14.0,7.0,6.0,7.0,0.0,9.0,10.0,12.0,15.0,10.0,0.0,10.0,10.0,8.8,141.0
121.0,Kerryon Johnson,RB,6.7,11.6,13.0,12.6,10.5,0.0,19.9,15.1,7.4,24.9,17.7,0.0,0.0,0.0,0.0,0.0,0.0,13.9,139.4
122.0,Sony Michel,RB,0.0,5.1,5.9,17.2,18.0,22.6,2.5,0.0,0.0,3.1,0.0,22.5,8.0,5.7,5.9,17.6,5.0,10.7,139.1
123.0,Robbie Gould,K,11.0,14.0,7.0,9.0,0.0,15.0,6.0,7.0,10.0,13.0,0.0,3.0,5.0,9.0,15.0,9.0,6.0,8.7,139.0
124.0,Josh Gordon,WR,8.7,0.0,0.0,5.2,13.0,9.2,14.0,8.2,24.0,12.1,0.0,12.0,14.8,14.6,2.9,0.0,0.0,11.6,138.7
125.0,Brett Maher,K,0.0,8.0,9.0,15.0,12.0,21.0,6.0,0.0,2.0,9.0,13.0,7.0,8.0,13.0,0.0,11.0,4.0,8.6,138.0
125.0,Alex Smith,QB,19.6,13.1,16.8,0.0,13.7,15.8,12.7,12.4,16.4,12.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,13.8,138.0
125.0,Stephen Gostkowski,K,9.0,9.0,4.0,8.0,9.0,22.0,8.0,14.0,7.0,6.0,0.0,9.0,6.0,9.0,4.0,6.0,8.0,8.6,138.0
128.0,Tyrell Williams,WR,8.8,7.8,5.6,7.8,9.6,26.9,21.8,0.0,10.3,8.6,4.2,0.0,2.4,4.4,13.1,2.2,4.3,8.6,137.8
129.0,Joe Flacco,QB,21.7,17.8,15.3,22.2,11.2,11.9,19.6,9.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,137.1
130.0,Mike Davis,RB,0.0,1.2,1.7,28.4,15.5,3.6,0.0,4.5,17.7,18.0,7.0,1.4,1.0,3.7,16.4,3.1,13.6,9.1,136.8
131.0,Curtis Samuel,WR,0.0,0.0,0.0,0.0,11.7,0.0,9.5,5.8,19.8,3.9,16.5,12.2,15.6,12.0,3.5,11.1,15.2,10.5,136.8
132.0,Courtland Sutton,WR,6.5,1.9,5.7,8.1,9.8,8.8,9.8,10.8,8.7,0.0,10.8,2.4,18.5,3.3,9.2,18.5,3.5,8.5,136.3
133.0,Cooper Kupp,WR,17.8,12.3,16.8,37.2,21.0,1.2,0.0,0.0,19.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,135.1
134.0,Kenny Stills,WR,26.6,3.7,15.1,7.0,3.7,6.5,7.5,0.0,2.9,4.6,0.0,1.6,13.7,27.5,2.7,1.5,9.8,9.0,134.4
134.0,Willie Snead IV,WR,14.9,10.4,6.9,11.6,10.5,13.0,6.6,10.4,12.8,0.0,10.1,0.0,1.8,11.1,10.8,0.0,3.5,8.4,134.4
136.0,Vance McDonald,TE,0.0,5.6,21.2,9.2,1.6,13.8,0.0,7.7,5.5,14.4,11.7,5.7,6.8,7.7,9.3,5.9,6.9,8.9,133.0
137.0,Michael Crabtree,WR,12.8,10.6,13.1,5.9,12.6,21.3,11.6,6.1,6.2,0.0,1.7,11.1,6.6,6.1,0.0,3.0,4.0,8.3,132.7
138.0,Antonio Callaway,WR,0.0,17.8,6.0,8.4,5.2,4.9,2.4,14.6,8.1,5.9,0.0,16.2,9.4,1.0,14.5,0.0,17.9,8.3,132.3
139.0,Duke Johnson Jr.,RB,3.5,3.0,5.3,13.6,5.2,14.9,5.9,3.6,29.6,14.6,0.0,4.9,3.2,-0.6,9.3,12.6,3.4,8.3,132.0
140.0,Latavius Murray,RB,4.2,1.9,8.1,5.8,7.6,22.8,22.3,20.5,11.7,0.0,0.5,3.3,3.4,0.4,12.8,4.8,1.8,8.2,131.9
141.0,Rob Gronkowski,TE,23.3,3.5,9.1,8.4,13.5,12.7,0.0,7.3,0.0,0.0,0.0,14.6,5.6,24.7,4.1,0.0,4.4,10.1,131.2
142.0,New England Patriots,DST,8.0,3.0,3.0,10.0,7.0,0.0,12.0,20.0,4.0,1.0,0.0,8.0,10.0,5.0,7.0,10.0,23.0,8.2,131.0
143.0,Donte Moncrief,WR,2.4,13.4,1.6,21.9,13.6,0.0,14.6,9.4,0.0,18.8,2.1,3.9,7.0,9.7,0.0,8.3,4.1,8.2,130.8
144.0,Jimmy Graham,TE,2.8,15.5,9.5,11.1,13.6,15.4,0.0,3.1,15.5,2.4,2.3,5.4,13.0,3.3,6.2,6.4,5.1,8.2,130.6
145.0,Matt Prater,K,5.0,10.0,14.0,6.0,7.0,0.0,16.0,2.0,9.0,6.0,10.0,4.0,10.0,6.0,1.0,11.0,12.3,8.1,129.3
146.0,Greg Zuerlein,K,17.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,11.0,12.0,12.0,0.0,14.0,8.0,12.0,7.0,14.0,11.6,128.0
147.0,Danny Amendola,WR,6.6,7.2,7.2,4.1,6.0,13.9,20.4,14.4,9.7,14.2,0.0,2.3,0.0,2.0,6.0,6.8,6.6,8.5,127.4
148.0,LeSean McCoy,RB,3.1,10.8,0.0,6.7,12.8,12.4,0.1,15.5,6.9,24.8,0.0,6.3,10.4,0.1,0.0,4.9,12.4,9.1,127.2
149.0,Evan Engram,TE,3.8,19.7,2.9,0.0,0.0,0.0,4.6,13.5,0.0,8.6,8.6,0.0,0.0,10.7,15.5,17.3,21.1,11.5,126.3
150.0,Adam Vinatieri,K,13.0,3.0,10.0,10.0,8.0,10.0,5.0,10.0,0.0,3.0,8.0,10.0,0.0,8.0,13.0,4.0,11.0,7.9,126.0
