RANK,NAME,POS,WEEK_1,WEEK_2,WEEK_3,WEEK_4,WEEK_5,WEEK_6,WEEK_7,WEEK_8,WEEK_9,WEEK_10,WEEK_11,WEEK_12,WEEK_13,WEEK_14,WEEK_15,WEEK_16,WEEK_17,AVG,TOTAL
150.0,Denver Broncos,DST,12.0,3.0,4.0,1.0,4.0,7.0,32.0,3.0,5.0,0.0,7.0,10.0,14.0,6.0,7.0,1.0,10.0,7.9,126.0
150.0,Baltimore Ravens,DST,17.0,-1.0,6.0,6.0,11.0,21.0,3.0,-4.0,1.0,0.0,1.0,12.0,15.0,5.0,7.0,20.0,6.0,7.9,126.0
153.0,Minnesota Vikings,DST,18.0,4.0,3.0,-3.0,13.0,12.0,12.0,2.0,22.0,0.0,8.0,7.0,2.0,5.0,13.0,7.0,0.0,7.8,125.0
153.0,Kansas City Chiefs,DST,4.0,-3.0,4.0,6.0,22.0,0.0,14.0,9.0,5.0,10.0,11.0,0.0,8.0,4.0,8.0,-1.0,24.0,7.8,125.0
155.0,Christian Kirk,WR,1.4,6.7,16.0,7.5,18.0,13.7,8.7,13.2,0.0,2.8,16.7,8.1,10.7,0.0,0.0,0.0,0.0,10.3,123.5
156.0,Nick Mullens,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,10.1,0.0,8.7,22.7,18.3,14.8,7.6,19.1,15.4,123.5
157.0,Seattle Seahawks,DST,7.0,7.0,15.0,4.0,4.0,17.0,0.0,10.0,3.0,-2.0,5.0,2.0,16.0,15.0,5.0,4.0,11.0,7.7,123.0
158.0,Devin Funchess,WR,7.1,14.7,16.7,0.0,9.3,18.4,18.2,5.7,8.4,6.2,5.9,0.0,8.0,0.0,0.0,4.3,0.0,8.8,122.9
159.0,Jake Elliott,K,4.0,3.0,8.0,11.0,7.0,10.0,6.0,6.0,0.0,10.0,1.0,11.0,10.0,5.0,15.0,9.0,6.0,7.6,122.0
159.0,Cody Parkey,K,11.0,6.0,12.0,15.0,0.0,4.0,8.0,6.0,12.0,2.0,11.0,6.0,9.0,7.0,6.0,2.0,5.0,7.6,122.0
161.0,Dustin Hopkins,K,6.0,11.0,7.0,0.0,9.0,14.0,8.0,10.0,2.0,12.0,3.0,5.0,9.0,0.0,11.0,14.0,0.0,7.6,121.0
162.0,O.J. Howard,TE,7.4,18.6,13.2,0.0,0.0,16.2,11.7,16.8,21.3,2.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,12.1,120.5
163.0,Leonard Fournette,RB,8.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,27.9,22.1,25.8,0.0,6.1,9.4,16.1,0.0,15.1,120.4
164.0,Anthony Miller,WR,3.4,9.1,7.5,0.0,0.0,9.9,5.5,13.4,10.8,23.2,10.4,7.4,7.1,0.0,0.0,11.8,0.7,8.0,120.2
165.0,Washington Commanders,DST,13.0,5.0,7.0,0.0,0.0,8.0,15.0,15.0,0.0,17.0,10.0,3.0,1.0,3.0,14.0,4.0,5.0,7.5,120.0
166.0,Jordan Reed,TE,14.8,9.5,10.5,0.0,3.1,8.6,6.3,10.8,7.4,9.1,20.1,13.5,6.1,0.0,0.0,0.0,0.0,9.2,119.8
167.0,Rashard Higgins,WR,4.8,9.7,6.2,10.1,15.6,0.0,0.0,0.0,4.9,9.8,0.0,3.4,16.2,1.9,5.0,18.0,12.6,9.1,118.2
168.0,Indianapolis Colts,DST,5.0,9.0,10.0,8.0,0.0,2.0,19.0,1.0,0.0,3.0,13.0,3.0,12.0,5.0,16.0,2.0,10.0,7.4,118.0
169.0,Wendell Smallwood,RB,0.0,2.0,18.1,8.4,18.1,6.1,5.7,14.6,0.0,6.4,-0.4,0.0,0.0,0.3,19.7,6.7,11.7,7.3,117.4
170.0,Chester Rogers,WR,4.8,4.7,3.4,18.5,14.6,15.5,8.0,2.0,0.0,-0.4,2.9,7.9,0.0,8.6,2.0,18.4,6.2,7.3,117.1
171.0,Ryan Succop,K,11.0,9.0,9.0,9.0,16.0,0.0,7.0,0.0,4.0,10.0,5.0,5.0,8.0,6.0,5.0,8.0,5.0,7.3,117.0
172.0,Theo Riddick,RB,8.5,13.7,6.6,6.7,4.3,0.0,0.0,0.0,10.6,12.0,8.0,13.0,8.8,9.8,7.6,4.5,2.4,8.3,116.5
173.0,Marvin Jones Jr.,WR,9.4,15.4,16.9,8.6,7.8,0.0,5.9,30.7,12.6,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,115.8
174.0,Sammy Watkins,WR,5.1,19.1,18.5,0.0,13.8,3.7,11.4,30.7,11.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5,115.1
175.0,Kendrick Bourne,WR,0.0,7.4,3.7,12.4,7.3,3.2,0.0,14.1,8.6,7.3,0.0,4.7,10.0,4.2,3.6,11.3,16.9,7.2,114.7
176.0,Jamaal Williams,RB,4.6,10.1,6.5,2.7,9.2,4.9,0.0,6.9,7.4,0.3,0.5,0.5,6.7,1.7,19.7,27.6,5.0,7.1,114.3
177.0,Chris Herndon IV,TE,0.0,5.0,1.9,2.8,0.0,13.6,14.2,8.6,10.2,6.4,0.0,12.7,5.1,2.4,8.3,20.2,1.8,7.1,113.2
178.0,Pittsburgh Steelers,DST,10.0,1.0,17.0,4.0,16.0,3.0,0.0,7.0,3.0,15.0,9.0,2.0,1.0,6.0,7.0,4.0,8.0,7.1,113.0
178.0,Tennessee Titans,DST,5.0,7.0,12.0,6.0,7.0,2.0,3.0,0.0,10.0,7.0,-4.0,3.0,5.0,10.0,17.0,13.0,10.0,7.1,113.0
180.0,Josh Rosen,QB,0.0,0.0,0.6,12.5,10.5,7.6,3.2,19.3,0.0,8.2,13.4,6.1,9.2,7.9,0.1,8.4,6.0,8.1,112.9
181.0,Marquez Valdes-Scantling,WR,0.0,1.3,0.0,4.8,19.8,13.3,0.0,12.5,13.1,10.4,1.8,1.3,6.8,3.9,2.2,12.5,7.3,6.9,111.0
182.0,New Orleans Saints,DST,-4.0,6.0,0.0,8.0,8.0,0.0,1.0,15.0,-2.0,9.0,13.0,15.0,15.0,8.0,12.0,6.0,0.0,6.9,110.0
183.0,Josh Doctson,WR,2.1,7.7,0.0,0.0,0.0,5.0,7.2,9.9,12.1,14.6,6.2,12.6,8.1,12.4,0.0,6.0,5.3,7.3,109.2
184.0,Jacksonville Jaguars,DST,13.0,5.0,7.0,9.0,5.0,-1.0,2.0,8.0,0.0,1.0,9.0,0.0,17.0,4.0,4.0,17.0,9.0,6.8,109.0
184.0,Los Angeles Chargers,DST,-3.0,10.0,4.0,5.0,11.0,10.0,5.0,0.0,13.0,13.0,0.0,8.0,2.0,3.0,1.0,6.0,21.0,6.8,109.0
186.0,Alex Collins,RB,6.9,12.0,16.4,9.5,7.6,17.4,7.8,12.3,10.9,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,10.9,108.6
187.0,Mark Andrews,TE,6.1,10.7,7.9,3.2,2.6,4.0,7.8,7.1,8.0,0.0,2.9,8.4,7.7,0.0,5.1,16.3,9.4,6.7,107.2
188.0,Buffalo Bills,DST,0.0,1.0,17.0,6.0,12.0,14.0,-2.0,3.0,2.0,11.0,0.0,7.0,5.0,4.0,4.0,7.0,16.0,6.7,107.0
189.0,William Fuller V,WR,0.0,25.3,21.1,14.9,3.5,5.3,12.8,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,106.3
190.0,Chris Hogan,WR,2.1,19.2,6.1,3.5,6.4,11.8,12.3,6.9,0.0,0.0,0.0,6.7,4.0,0.0,14.8,0.0,12.4,6.6,106.2
191.0,Miami Dolphins,DST,7.0,13.0,8.0,0.0,6.0,7.0,0.0,-4.0,25.0,4.0,0.0,7.0,9.0,1.0,6.0,12.0,5.0,6.6,106.0
191.0,Brandon McManus,K,13.0,8.0,2.0,13.0,4.0,8.0,10.0,5.0,6.0,0.0,5.0,7.0,6.0,2.0,12.0,2.0,3.0,6.6,106.0
191.0,Stephen Hauschka,K,3.0,10.0,11.0,0.0,9.0,9.0,3.0,9.0,4.0,13.0,0.0,6.0,3.0,11.0,2.0,7.0,6.0,6.6,106.0
191.0,Randy Bullock,K,11.0,11.0,3.0,7.0,11.0,3.0,4.0,8.0,0.0,2.0,3.0,2.0,4.0,11.0,12.0,6.0,8.0,6.6,106.0
195.0,C.J. Uzomah,TE,1.4,7.5,9.9,1.6,6.3,11.4,9.3,0.0,0.0,5.3,7.1,9.9,8.3,6.7,3.7,14.9,1.6,6.6,104.9
196.0,Dante Pettis,WR,14.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,17.7,29.7,13.9,13.3,5.1,0.0,8.6,103.5
197.0,Royce Freeman,RB,7.1,8.8,12.8,12.7,7.7,2.2,9.7,0.0,0.0,0.0,10.0,1.7,2.8,3.6,1.8,2.1,18.3,7.2,101.3
198.0,David Moore,WR,0.0,0.0,0.0,5.9,18.8,13.2,0.0,19.7,3.6,2.6,9.7,20.3,0.0,0.0,1.9,1.7,3.6,6.3,101.0
198.0,Arizona Cardinals,DST,5.0,3.0,8.0,3.0,21.0,14.0,3.0,5.0,0.0,5.0,4.0,2.0,2.0,7.0,1.0,3.0,15.0,6.3,101.0
200.0,Tre'Quan Smith,WR,0.0,2.8,0.0,0.0,26.1,0.0,7.4,4.8,10.3,0.0,31.7,0.0,0.0,0.0,3.5,2.1,12.0,6.7,100.7
201.0,Josh Reynolds,WR,0.0,0.0,0.0,0.0,6.9,0.8,2.9,19.0,0.0,0.0,20.0,0.0,3.9,6.6,12.0,6.4,21.5,6.3,100.0
201.0,Detroit Lions,DST,8.0,5.0,8.0,3.0,10.0,0.0,4.0,1.0,6.0,0.0,6.0,7.0,5.0,18.0,2.0,2.0,15.0,6.3,100.0
201.0,Cleveland Browns,DST,16.0,7.0,9.0,3.0,11.0,-1.0,14.0,4.0,0.0,7.0,0.0,7.0,4.0,4.0,7.0,4.0,4.0,6.3,100.0
204.0,Robert Foster,WR,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,17.4,3.7,17.4,20.8,9.2,12.1,7.6,99.1
205.0,Dan Bailey,K,0.0,0.0,0.0,12.0,13.0,10.0,14.0,2.0,6.0,0.0,6.0,6.0,4.0,1.0,11.0,9.0,5.0,7.1,99.0
206.0,Damien Williams,RB,0.0,1.2,3.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.5,19.0,30.3,25.0,12.9,6.2,98.6
207.0,Carlos Hyde,RB,13.5,12.0,24.3,14.2,9.7,3.4,0.0,1.1,0.0,0.5,4.4,3.3,2.7,0.7,0.0,4.7,3.9,7.0,98.4
208.0,Jason Sanders,K,9.0,2.0,4.0,1.0,6.0,14.0,3.0,13.0,8.0,14.0,0.0,6.0,3.0,4.0,5.0,1.0,5.0,6.1,98.0
208.0,Dallas Cowboys,DST,6.0,12.0,2.0,3.0,6.0,11.0,2.0,0.0,7.0,5.0,6.0,9.0,8.0,4.0,2.0,14.0,1.0,6.1,98.0
210.0,Ito Smith,RB,0.0,6.4,6.5,13.8,8.0,10.1,6.5,0.0,13.4,6.6,4.2,2.7,3.2,10.4,5.9,0.0,0.0,7.0,97.7
210.0,Michael Gallup,WR,1.9,1.5,2.7,6.5,1.6,3.7,17.1,0.0,8.1,5.4,2.0,3.9,12.6,6.4,0.0,14.3,10.0,6.1,97.7
212.0,Philadelphia Eagles,DST,10.0,6.0,3.0,5.0,4.0,10.0,2.0,7.0,0.0,4.0,-4.0,4.0,9.0,8.0,8.0,5.0,16.0,6.1,97.0
213.0,Albert Wilson,WR,6.8,13.5,21.5,6.1,9.3,33.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,96.8
214.0,Giovani Bernard,RB,1.9,8.2,19.6,25.6,0.0,0.0,0.0,0.0,0.0,5.6,6.5,3.2,10.6,4.0,5.2,2.0,3.5,8.0,95.9
215.0,New York Jets,DST,20.0,9.0,4.0,7.0,7.0,13.0,-3.0,2.0,8.0,-3.0,0.0,0.0,13.0,10.0,5.0,2.0,0.0,5.9,94.0
216.0,Chris Boswell,K,3.0,3.0,6.0,6.0,5.0,8.0,0.0,8.0,5.0,12.0,2.0,10.1,7.0,3.0,6.0,9.0,0.0,6.2,93.1
217.0,Cameron Brate,TE,0.0,0.0,12.4,11.9,0.0,8.5,3.3,2.3,4.5,2.4,3.6,11.6,6.6,15.2,1.9,2.8,5.9,5.8,92.9
218.0,Green Bay Packers,DST,6.0,10.0,1.0,23.0,2.0,7.0,0.0,4.0,1.0,14.0,5.0,2.0,3.0,13.0,3.0,-2.0,0.0,5.8,92.0
219.0,Chris Thompson,RB,24.8,22.3,2.7,0.0,12.2,0.0,0.0,4.2,0.0,0.0,0.0,0.0,5.1,6.8,2.3,3.8,7.4,9.2,91.6
220.0,Chris Conley,WR,2.5,7.7,9.3,5.3,4.1,2.9,1.6,0.0,3.3,3.2,26.4,0.0,11.5,3.3,3.9,6.4,0.0,5.7,91.4
221.0,Cordarrelle Patterson,RB,2.9,5.3,2.2,15.5,9.1,2.6,-1.6,3.8,13.8,1.1,0.0,1.9,7.9,13.1,5.0,7.9,0.0,6.0,90.5
222.0,Dallas Goedert,TE,1.4,0.0,20.3,3.3,3.6,1.7,14.3,10.2,0.0,0.0,0.0,6.3,0.0,14.4,3.2,6.0,5.7,5.7,90.4
223.0,Carolina Panthers,DST,12.0,1.0,10.0,0.0,12.0,3.0,7.0,8.0,6.0,-3.0,2.0,1.0,6.0,5.0,10.0,5.0,5.0,5.6,90.0
223.0,Daniel Carlson,K,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,12.0,6.0,12.0,7.0,13.0,11.0,5.0,7.5,90.0
225.0,Gus Edwards,RB,0.0,0.0,0.0,0.0,0.0,4.2,0.0,2.9,1.0,0.0,19.5,11.8,8.2,6.7,16.4,11.5,7.6,8.2,89.8
226.0,Jaylen Samuels,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,11.9,0.0,2.2,11.5,16.2,19.2,15.4,11.2,6.4,89.5
227.0,Keelan Cole Sr.,WR,8.4,24.6,9.0,3.5,11.0,6.1,4.1,1.8,0.0,0.0,0.0,0.0,3.6,8.5,0.0,0.0,8.5,5.6,89.1
228.0,Devontae Booker,RB,3.5,1.7,9.4,2.4,10.9,4.9,0.9,14.1,8.4,0.0,1.4,1.6,6.2,3.1,3.7,7.2,8.4,5.5,87.8
229.0,Taywan Taylor,WR,0.0,12.2,7.0,14.7,4.0,2.3,1.8,0.0,4.4,0.0,0.0,0.0,13.4,11.9,3.7,9.4,2.8,6.7,87.6
230.0,Marquise Goodwin,WR,0.0,0.0,11.8,4.8,0.0,29.1,4.4,12.5,2.3,10.9,0.0,0.0,0.0,4.0,1.7,5.9,0.0,7.9,87.4
231.0,Benjamin Watson,TE,8.4,4.9,12.1,3.3,7.0,0.0,16.3,0.0,15.2,1.1,0.0,3.0,0.0,5.4,3.8,1.6,4.9,5.4,87.0
231.0,Josh Lambo,K,8.0,7.0,7.0,13.0,2.0,1.0,1.0,16.0,0.0,10.0,12.0,3.0,6.0,1.0,0.0,0.0,0.0,6.7,87.0
233.0,Gerald Everett,TE,0.0,2.7,1.3,2.3,5.4,4.4,0.5,3.2,9.8,9.5,19.9,0.0,1.7,6.9,9.6,9.4,0.0,5.4,86.6
234.0,Randall Cobb,WR,29.2,7.0,4.2,0.0,0.0,0.0,0.0,8.0,7.4,0.0,0.0,0.0,5.5,15.3,6.0,0.0,3.7,9.6,86.3
235.0,Elijah McGuire,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,8.7,0.0,3.6,2.5,17.3,14.1,23.5,6.5,10.7,85.9
236.0,Jeff Driskel,QB,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,11.3,0.0,17.1,9.7,12.0,10.4,17.4,5.1,9.5,85.1
237.0,Cincinnati Bengals,DST,12.0,10.0,0.0,-1.0,22.0,-1.0,0.0,19.0,0.0,-4.0,5.0,-4.0,4.0,2.0,10.0,1.0,10.0,5.3,85.0
238.0,John Ross,WR,7.3,1.5,4.6,13.2,0.0,0.0,0.0,0.0,0.0,11.9,10.7,12.1,3.5,9.1,1.9,8.0,1.1,6.5,84.9
239.0,Jesse James,TE,9.0,24.8,1.7,3.3,4.0,7.6,0.0,2.9,7.3,7.8,0.0,7.5,1.7,4.8,1.9,0.0,0.0,5.3,84.3
240.0,New York Giants,DST,4.0,1.0,7.0,0.0,5.0,0.0,5.0,3.0,0.0,4.0,11.0,3.0,17.0,18.0,2.0,2.0,2.0,5.3,84.0
241.0,Greg Joseph,K,0.0,0.0,8.0,8.0,6.0,6.0,3.0,7.0,5.0,4.0,0.0,5.0,1.0,10.0,6.0,8.0,6.0,5.9,83.0
242.0,Jamison Crowder,WR,6.2,5.7,14.5,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,16.7,8.6,12.8,1.7,9.2,82.8
243.0,Graham Gano,K,4.0,8.0,8.0,0.0,19.0,3.0,1.0,15.0,6.0,3.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,6.8,82.0
244.0,Phillip Dorsett II,WR,19.6,9.4,0.0,15.5,5.5,0.0,1.8,0.0,6.0,3.8,0.0,3.0,0.0,0.0,0.0,1.3,16.0,5.1,81.9
245.0,Josh Adams,RB,0.0,0.0,3.0,0.0,-0.1,0.0,1.7,7.7,0.0,4.7,16.2,16.4,8.5,3.6,8.8,0.1,11.3,5.1,81.9
246.0,Ian Thomas,TE,2.4,3.0,5.0,0.0,6.8,0.0,0.0,2.5,0.0,0.0,0.0,0.0,9.6,16.7,3.4,14.8,17.1,5.1,81.3
247.0,Corey Clement,RB,2.6,19.5,10.5,0.0,0.0,15.9,4.2,1.5,0.0,1.8,3.5,11.6,10.4,-0.4,0.0,0.0,0.0,7.4,81.1
248.0,Greg Olsen,TE,5.3,0.0,0.0,0.0,0.0,8.8,8.5,15.6,19.6,8.0,8.9,3.1,2.3,0.0,0.0,0.0,0.0,8.9,80.1
249.0,Atlanta Falcons,DST,7.0,4.0,-3.0,2.0,-2.0,5.0,5.0,0.0,6.0,1.0,2.0,3.0,11.0,3.0,20.0,14.0,2.0,5.0,80.0
250.0,Marshawn Lynch,RB,12.9,14.8,17.6,18.7,6.1,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,79.0
250.0,Michael Badgley,K,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,9.0,12.0,9.0,5.0,17.0,3.0,4.0,3.0,7.9,79.0
252.0,Dontrelle Inman,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,8.1,13.4,7.0,3.4,0.0,0.0,14.6,18.7,8.5,76.4
253.0,Nick Foles,QB,5.1,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,30.9,15.2,15.2,76.2
254.0,Vernon Davis,TE,1.9,1.7,9.0,0.0,3.5,13.8,0.0,3.1,11.2,0.0,0.0,15.3,3.5,9.1,3.6,0.0,0.0,5.4,75.7
255.0,Blake Jarwin,TE,0.0,0.0,0.0,0.0,2.1,0.0,2.6,0.0,3.5,0.0,0.0,4.5,2.2,12.6,8.5,2.8,36.9,4.7,75.7
256.0,C.J. Beathard,QB,0.0,0.0,0.0,17.8,20.7,17.9,6.1,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,75.0
257.0,Demarcus Robinson,WR,0.0,7.3,0.0,5.1,0.0,0.0,3.3,1.1,1.3,6.0,2.4,0.0,4.8,9.2,8.7,9.7,15.9,4.7,74.8
258.0,Ryan Grant,WR,13.9,5.0,12.5,11.4,11.8,4.4,0.0,0.0,0.0,1.6,3.5,1.3,0.0,2.5,3.6,1.5,1.4,5.3,74.4
259.0,Ricky Seals-Jones,TE,4.9,5.7,10.5,7.2,0.0,11.9,3.2,3.2,0.0,10.1,1.5,1.5,2.0,6.1,5.2,1.3,0.0,5.0,74.3
260.0,Nick Vannett,TE,2.1,5.3,6.7,1.6,7.3,0.0,0.0,2.6,17.2,7.8,2.7,4.2,1.4,2.2,0.0,9.1,3.7,4.9,73.9
261.0,Ty Montgomery,RB,4.8,5.0,12.5,9.4,4.8,10.2,0.0,-0.2,0.0,0.0,0.5,9.4,10.5,1.2,0.0,0.0,3.2,5.5,71.3
262.0,Laquon Treadwell,WR,3.8,10.3,7.3,8.7,5.1,7.8,4.1,5.5,5.7,0.0,1.7,1.6,3.3,4.6,0.0,0.0,1.7,4.7,71.2
263.0,Tajae Sharpe,WR,2.7,2.4,1.6,10.7,6.0,5.3,17.1,0.0,1.0,0.0,14.7,0.0,8.1,0.0,1.6,0.0,0.0,4.5,71.2
264.0,Rashaad Penny,RB,8.3,3.0,0.5,4.9,0.0,9.0,0.0,0.0,5.4,16.8,4.6,0.4,12.5,4.4,0.0,0.0,0.6,5.0,70.4
265.0,Ryan Switzer,WR,0.8,2.9,9.9,10.3,1.5,1.7,0.0,0.0,5.1,5.1,5.8,13.1,2.9,1.1,3.2,4.8,1.2,4.3,69.4
266.0,Tampa Bay Buccaneers,DST,7.0,7.0,5.0,-3.0,0.0,0.0,7.0,1.0,-2.0,4.0,3.0,12.0,13.0,4.0,7.0,1.0,2.0,4.3,68.0
267.0,Kyle Juszczyk,RB,6.6,4.3,11.8,3.5,14.7,4.0,3.3,1.0,3.1,3.3,0.0,0.0,5.0,4.1,1.3,0.0,1.4,4.2,67.4
268.0,Cairo Santos,K,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,5.0,10.0,6.0,2.0,6.0,9.0,9.0,7.4,67.0
269.0,Zach Pascal,WR,2.8,0.0,1.3,17.6,2.2,9.3,0.0,0.6,0.0,0.0,2.1,0.0,2.8,17.8,2.2,8.1,0.0,4.2,66.8
270.0,DaeSean Hamilton,WR,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,1.4,2.3,0.0,17.7,11.6,16.0,9.9,4.7,66.3
271.0,Jordan Thomas,TE,3.7,0.0,7.3,0.0,2.1,0.0,0.0,18.9,7.7,0.0,2.1,1.6,12.2,7.1,1.2,0.0,1.6,4.1,65.5
272.0,Tyler Higbee,TE,0.0,7.3,5.5,0.0,4.6,0.0,0.0,1.6,6.0,11.5,12.3,0.0,3.9,1.9,3.4,2.6,4.6,4.1,65.2
273.0,Jonnu Smith,TE,2.2,0.0,1.9,0.0,0.0,2.2,3.1,0.0,11.3,13.5,10.4,14.3,4.9,0.0,0.0,0.0,0.0,4.9,63.8
274.0,Chase Edmonds,RB,8.8,7.0,1.0,0.1,-0.1,0.4,5.1,3.1,0.0,0.7,1.7,0.0,20.6,1.4,6.4,3.1,3.8,3.9,63.1
275.0,Keke Coutee,WR,0.0,0.0,0.0,21.7,17.3,6.3,1.3,0.0,0.0,0.0,12.7,3.4,0.0,0.0,0.0,0.0,0.0,10.5,62.7
276.0,Geronimo Allison,WR,17.9,12.4,15.6,14.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,62.3
277.0,Breshad Perriman,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,6.5,5.3,0.0,0.4,4.6,10.1,10.1,9.6,14.0,6.2,62.2
278.0,Jordan Matthews,WR,0.0,0.0,4.1,12.6,1.4,4.6,0.0,13.3,0.0,7.0,6.7,0.0,7.4,1.6,0.0,3.3,0.0,4.4,62.0
279.0,Allen Hurns,WR,3.0,1.9,4.2,6.0,7.3,0.0,12.4,0.0,9.3,6.0,0.0,1.7,0.0,1.9,1.9,0.0,5.9,3.8,61.5
280.0,Justin Jackson,RB,0.0,0.0,0.0,0.0,0.0,2.2,2.4,0.0,0.0,0.0,0.0,5.7,15.2,5.5,17.5,11.6,1.0,4.7,61.1
281.0,DeVante Parker,WR,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19.4,1.8,9.3,0.0,4.0,14.3,2.8,0.0,3.3,0.0,5.5,60.9
282.0,Jack Doyle,TE,11.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.6,8.3,11.6,0.0,0.0,0.0,0.0,0.0,10.1,60.5
283.0,Jakeem Grant Sr.,WR,8.8,5.2,21.0,3.7,0.0,6.2,5.2,7.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60.3
284.0,Tim Patrick,WR,0.0,3.6,0.0,0.0,1.6,0.0,0.0,10.7,2.7,0.0,0.0,0.0,0.0,16.6,11.5,6.7,6.8,3.8,60.2
285.0,Jordan Wilkins,RB,9.1,8.4,4.0,1.6,4.8,0.0,6.4,1.4,0.0,5.3,9.0,4.2,1.0,0.0,1.6,0.0,3.3,3.8,60.1
286.0,Paul Richardson Jr.,WR,6.2,10.3,11.6,0.0,9.0,12.3,0.0,6.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,59.1
287.0,Geoff Swaim,TE,4.8,0.0,9.7,12.9,8.5,4.1,5.5,0.0,0.0,4.3,6.4,0.0,0.0,0.0,0.0,0.0,0.0,6.2,56.2
288.0,Trent Taylor,WR,6.8,0.0,5.4,3.2,19.1,0.0,1.6,1.7,0.0,2.2,0.0,0.0,2.1,1.6,1.8,3.3,6.7,4.0,55.5
289.0,Matt LaCosse,TE,0.0,0.0,0.0,2.7,3.9,1.7,2.2,6.9,5.4,0.0,1.9,12.4,0.0,1.3,8.3,0.0,8.3,3.7,55.0
290.0,Ryan Griffin,TE,0.0,2.9,6.4,2.2,12.5,0.0,0.0,0.0,2.3,0.0,0.0,6.8,2.2,13.0,0.9,3.5,1.8,3.9,54.5
291.0,Equanimeous St. Brown,WR,0.0,0.0,0.0,0.0,11.9,2.9,0.0,5.1,1.4,2.3,2.6,8.8,0.0,3.2,1.7,14.4,0.0,4.5,54.3
292.0,Levine Toilolo,TE,1.7,0.0,0.0,3.2,0.0,0.0,0.0,2.2,0.0,2.6,2.3,0.0,13.0,4.6,6.8,2.6,14.3,3.3,53.3
293.0,Isaiah McKenzie,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,9.9,6.6,16.9,11.7,1.8,0.0,6.6,52.5
294.0,San Francisco 49ers,DST,6.0,4.0,-2.0,8.0,1.0,2.0,-3.0,10.0,15.0,1.0,0.0,1.0,-1.0,3.0,3.0,8.0,-4.0,3.3,52.0
295.0,Jason Croom,TE,3.8,2.7,9.6,2.3,2.9,0.0,1.8,2.4,4.6,0.0,0.0,3.6,0.0,0.0,3.5,7.5,5.2,3.3,49.9
296.0,Rex Burkhead,RB,7.9,2.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,1.5,7.3,9.9,10.2,6.2,49.7
297.0,Josh Johnson,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,14.9,8.3,2.0,12.4,49.6
298.0,Trenton Cannon,RB,3.1,0.0,0.0,0.0,0.0,0.0,11.3,5.2,2.5,4.5,0.0,0.7,3.5,7.7,6.7,1.9,1.6,3.0,48.7
299.0,Jimmy Garoppolo,QB,9.0,16.6,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0
300.0,Anthony Firkser,TE,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,2.1,7.4,9.2,13.2,5.7,0.0,3.6,1.8,4.0,47.5
