RANK,NAME,TGT_SHARE,G,REC,REC_YDS,Y/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,RZ_TGT,REC_TD,RUS_ATT,RUS_YDS,RUS_TD,FL,FPTS,FPTS/G
18.0,Evan Engram,0.218,16.0,63.0,654.0,10.4,367.0,5.8,287.0,4.6,95.0,1.5,4.0,109.0,13.0,1.0,6.0,26.0,1.0,1.0,141.0,8.8
19.0,George Kittle,0.114,8.0,48.0,634.0,13.2,340.0,7.1,294.0,6.1,91.0,1.9,1.0,63.0,3.0,2.0,2.0,17.0,0.0,0.0,125.1,15.6
20.0,Dallas Goedert,0.11599999999999999,11.0,46.0,524.0,11.4,318.0,6.9,206.0,4.5,89.0,1.9,6.0,65.0,6.0,3.0,0.0,0.0,0.0,0.0,116.4,10.6
21.0,Irv Smith Jr.,0.08900000000000001,13.0,30.0,365.0,12.2,239.0,8.0,126.0,4.2,49.0,1.6,2.0,43.0,10.0,5.0,0.0,0.0,0.0,0.0,98.5,7.6
22.0,Austin Hooper,0.15,13.0,46.0,435.0,9.5,261.0,5.7,174.0,3.8,39.0,0.8,1.0,70.0,9.0,4.0,0.0,0.0,0.0,0.0,113.5,8.7
23.0,Dan Arnold,0.083,16.0,31.0,438.0,14.1,272.0,8.8,166.0,5.4,23.0,0.7,0.0,45.0,6.0,4.0,0.0,0.0,0.0,1.0,96.8,6.1
24.0,Trey Burton,0.08800000000000001,13.0,28.0,250.0,8.9,173.0,6.2,77.0,2.8,22.0,0.8,1.0,47.0,8.0,3.0,2.0,3.0,2.0,0.0,83.3,6.4
25.0,Darren Fells,0.053,16.0,21.0,312.0,14.9,135.0,6.4,177.0,8.4,55.0,2.6,6.0,28.0,4.0,4.0,0.0,0.0,0.0,0.0,76.2,4.8
26.0,Gerald Everett,0.11,16.0,41.0,417.0,10.2,174.0,4.2,243.0,5.9,70.0,1.7,6.0,62.0,5.0,1.0,1.0,2.0,1.0,1.0,92.9,5.8
27.0,Mo Alie-Cox,0.073,15.0,31.0,394.0,12.7,212.0,6.8,182.0,5.9,36.0,1.2,0.0,39.0,5.0,2.0,0.0,0.0,0.0,1.0,80.4,5.4
28.0,Jordan Reed,0.083,10.0,26.0,231.0,8.9,147.0,5.7,84.0,3.2,41.0,1.6,2.0,46.0,8.0,4.0,0.0,0.0,0.0,0.0,73.1,7.3
29.0,Tyler Eifert,0.10300000000000001,15.0,36.0,349.0,9.7,230.0,6.4,119.0,3.3,41.0,1.1,0.0,60.0,9.0,2.0,0.0,0.0,0.0,0.0,82.9,5.5
30.0,Jordan Akins,0.09300000000000001,13.0,37.0,403.0,10.9,231.0,6.2,172.0,4.6,64.0,1.7,3.0,49.0,8.0,1.0,1.0,4.0,0.0,0.0,83.7,6.4
31.0,Richard Rodgers,0.055,14.0,24.0,345.0,14.4,250.0,10.4,95.0,4.0,34.0,1.4,1.0,31.0,3.0,2.0,0.0,0.0,0.0,0.0,70.5,5.0
32.0,Anthony Firkser,0.113,16.0,39.0,387.0,9.9,240.0,6.2,147.0,3.8,49.0,1.3,4.0,53.0,7.0,1.0,0.0,0.0,0.0,0.0,83.7,5.2
33.0,Dawson Knox,0.077,12.0,24.0,288.0,12.0,128.0,5.3,160.0,6.7,52.0,2.2,0.0,44.0,9.0,3.0,0.0,0.0,0.0,2.0,66.8,5.6
34.0,Chris Herndon IV,0.099,16.0,31.0,287.0,9.3,159.0,5.1,128.0,4.1,43.0,1.4,1.0,46.0,4.0,3.0,0.0,0.0,0.0,2.0,73.7,4.6
35.0,Zach Ertz,0.128,11.0,36.0,335.0,9.3,247.0,6.9,88.0,2.4,24.0,0.7,0.0,72.0,7.0,1.0,0.0,0.0,0.0,0.0,77.5,7.0
36.0,Jack Doyle,0.062,14.0,23.0,251.0,10.9,160.0,7.0,91.0,4.0,35.0,1.5,1.0,33.0,8.0,3.0,0.0,0.0,0.0,1.0,64.1,4.6
37.0,Jacob Hollister,0.07400000000000001,16.0,25.0,209.0,8.4,129.0,5.2,80.0,3.2,27.0,1.1,0.0,40.0,10.0,3.0,0.0,0.0,0.0,0.0,65.9,4.1
38.0,Cameron Brate,0.055999999999999994,16.0,28.0,282.0,10.1,211.0,7.5,71.0,2.5,24.0,0.9,0.0,34.0,4.0,2.0,0.0,0.0,0.0,0.0,68.2,4.3
39.0,Drew Sample,0.094,16.0,40.0,349.0,8.7,156.0,3.9,193.0,4.8,72.0,1.8,5.0,53.0,11.0,1.0,0.0,0.0,0.0,1.0,78.9,4.9
40.0,Harrison Bryant,0.081,15.0,24.0,238.0,9.9,121.0,5.0,117.0,4.9,34.0,1.4,2.0,38.0,5.0,3.0,0.0,0.0,0.0,2.0,61.8,4.1
41.0,Kyle Rudolph,0.076,12.0,28.0,334.0,11.9,170.0,6.1,164.0,5.9,41.0,1.5,2.0,37.0,5.0,1.0,0.0,0.0,0.0,1.0,65.4,5.5
42.0,Will Dissly,0.054000000000000006,16.0,24.0,251.0,10.5,82.0,3.4,169.0,7.0,40.0,1.7,0.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,61.1,3.8
43.0,Cole Kmet,0.07400000000000001,16.0,28.0,243.0,8.7,107.0,3.8,136.0,4.9,57.0,2.0,2.0,44.0,6.0,2.0,1.0,-3.0,0.0,1.0,62.0,3.9
44.0,Donald Parham Jr.,0.033,13.0,10.0,159.0,15.9,103.0,10.3,56.0,5.6,26.0,2.6,0.0,20.0,7.0,3.0,0.0,0.0,0.0,0.0,43.9,3.4
45.0,David Njoku,0.062,13.0,19.0,213.0,11.2,131.0,6.9,82.0,4.3,36.0,1.9,2.0,29.0,6.0,2.0,0.0,0.0,0.0,0.0,52.3,4.0
46.0,Adam Shaheen,0.04,16.0,12.0,150.0,12.5,49.0,4.1,101.0,8.4,29.0,2.4,4.0,22.0,6.0,3.0,0.0,0.0,0.0,0.0,45.0,2.8
47.0,Durham Smythe,0.053,15.0,26.0,208.0,8.0,86.0,3.3,122.0,4.7,29.0,1.1,2.0,29.0,6.0,2.0,0.0,0.0,0.0,0.0,58.8,3.9
48.0,Ross Dwelley,0.043,16.0,19.0,245.0,12.9,138.0,7.3,107.0,5.6,31.0,1.6,1.0,24.0,3.0,1.0,0.0,0.0,0.0,0.0,49.5,3.1
49.0,Tyler Kroft,0.027999999999999997,10.0,12.0,119.0,9.9,75.0,6.3,44.0,3.7,10.0,0.8,0.0,16.0,5.0,3.0,0.0,0.0,0.0,0.0,41.9,4.2
50.0,Greg Olsen,0.069,11.0,24.0,239.0,10.0,190.0,7.9,49.0,2.0,13.0,0.5,0.0,37.0,8.0,1.0,0.0,0.0,0.0,0.0,53.9,4.9
51.0,Marcedes Lewis,0.034,15.0,10.0,107.0,10.7,50.0,5.0,57.0,5.7,12.0,1.2,0.0,17.0,4.0,3.0,0.0,0.0,0.0,0.0,38.7,2.6
52.0,Pharaoh Brown,0.03,13.0,14.0,163.0,11.6,87.0,6.2,76.0,5.4,57.0,4.1,4.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,42.3,3.3
53.0,O.J. Howard,0.031,4.0,11.0,146.0,13.3,129.0,11.7,17.0,1.5,6.0,0.5,1.0,19.0,3.0,2.0,0.0,0.0,0.0,0.0,37.6,9.4
54.0,James O'Shaughnessy,0.065,15.0,28.0,262.0,9.4,168.0,6.0,94.0,3.4,30.0,1.1,1.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,54.2,3.6
55.0,Foster Moreau,0.017,16.0,7.0,140.0,20.0,89.0,12.7,51.0,7.3,20.0,2.9,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,33.0,2.1
56.0,Tyler Conklin,0.054000000000000006,16.0,19.0,194.0,10.2,68.0,3.6,126.0,6.6,37.0,1.9,1.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,44.4,2.8
57.0,Jesse James,0.039,16.0,14.0,129.0,9.2,56.0,4.0,73.0,5.2,23.0,1.6,1.0,22.0,7.0,2.0,0.0,0.0,0.0,0.0,38.9,2.4
58.0,Nick Boyle,0.043,9.0,14.0,113.0,8.1,72.0,5.1,41.0,2.9,15.0,1.1,0.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,37.3,4.1
59.0,Adam Trautman,0.031,15.0,15.0,171.0,11.4,54.0,3.6,117.0,7.8,26.0,1.7,2.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,38.1,2.5
60.0,Ian Thomas,0.059000000000000004,16.0,20.0,145.0,7.3,67.0,3.4,78.0,3.9,18.0,0.9,0.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0,40.5,2.5
61.0,Jason Witten,0.033,16.0,13.0,69.0,5.3,49.0,3.8,20.0,1.5,5.0,0.4,0.0,17.0,6.0,2.0,0.0,0.0,0.0,0.0,31.9,2.0
62.0,Albert Okwuegbunam,0.027999999999999997,4.0,11.0,121.0,11.0,48.0,4.4,73.0,6.6,26.0,2.4,1.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,29.1,7.3
63.0,Ryan Izzo,0.048,12.0,13.0,199.0,15.3,131.0,10.1,68.0,5.2,17.0,1.3,1.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,30.9,2.6
64.0,Jace Sternberger,0.03,12.0,12.0,114.0,9.5,48.0,4.0,66.0,5.5,8.0,0.7,0.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,29.4,2.5
65.0,MyCole Pruitt,0.017,11.0,5.0,49.0,9.8,36.0,7.2,13.0,2.6,7.0,1.4,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,21.9,2.0
66.0,Maxx Williams,0.018000000000000002,9.0,8.0,102.0,12.8,36.0,4.5,66.0,8.3,46.0,5.8,1.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,24.2,2.7
67.0,Nick Vannett,0.039,15.0,14.0,95.0,6.8,31.0,2.2,64.0,4.6,14.0,1.0,0.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,29.5,2.0
68.0,Lee Smith,0.01,10.0,4.0,35.0,8.8,15.0,3.8,20.0,5.0,3.0,0.8,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,19.5,2.0
69.0,Darrell Daniels,0.02,12.0,8.0,92.0,11.5,35.0,4.4,57.0,7.1,5.0,0.6,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,23.2,1.9
70.0,C.J. Uzomah,0.019,2.0,8.0,87.0,10.9,57.0,7.1,30.0,3.8,6.0,0.8,0.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,22.7,11.4
71.0,Geoff Swaim,0.026000000000000002,10.0,9.0,83.0,9.2,48.0,5.3,35.0,3.9,6.0,0.7,0.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,23.3,2.3
72.0,Troy Fumagalli,0.027999999999999997,8.0,8.0,80.0,10.0,20.0,2.5,60.0,7.5,8.0,1.0,0.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,22.0,2.8
73.0,Kaden Smith,0.042,15.0,18.0,112.0,6.2,23.0,1.3,89.0,4.9,34.0,1.9,1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,29.2,1.9
74.0,Blake Bell,0.024,16.0,11.0,110.0,10.0,62.0,5.6,48.0,4.4,17.0,1.5,1.0,15.0,3.0,0.0,1.0,2.0,0.0,0.0,22.2,1.4
75.0,Virgil Green,0.01,6.0,3.0,50.0,16.7,27.0,9.0,23.0,7.7,6.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.3
76.0,Stephen Anderson,0.018000000000000002,16.0,8.0,106.0,13.3,26.0,3.3,80.0,10.0,35.0,4.4,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,1.2
77.0,Josh Hill,0.02,14.0,8.0,46.0,5.8,9.0,1.1,37.0,4.6,12.0,1.5,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,18.6,1.3
78.0,Vance McDonald,0.031,14.0,15.0,99.0,6.6,20.0,1.3,79.0,5.3,22.0,1.5,3.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,24.9,1.8
79.0,Devin Asiasi,0.017,8.0,2.0,39.0,19.5,33.0,16.5,6.0,3.0,3.0,1.5,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,11.9,1.5
80.0,Ryan Griffin,0.026000000000000002,15.0,9.0,86.0,9.6,37.0,4.1,49.0,5.4,16.0,1.8,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1.2
81.0,Luke Stocker,0.018000000000000002,16.0,7.0,63.0,9.0,11.0,1.6,52.0,7.4,14.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,13.3,0.8
82.0,Cethan Carter,0.012,15.0,5.0,53.0,10.6,43.0,8.6,10.0,2.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,10.3,0.7
83.0,Johnny Mundt,0.006999999999999999,16.0,4.0,53.0,13.3,8.0,2.0,45.0,11.3,29.0,7.3,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.3,0.6
84.0,Chris Manhertz,0.015,16.0,6.0,52.0,8.7,19.0,3.2,33.0,5.5,16.0,2.7,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.7
85.0,Levine Toilolo,0.012,16.0,5.0,46.0,9.2,20.0,4.0,26.0,5.2,14.0,2.8,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.6
86.0,Demetrius Harris,0.023,15.0,7.0,45.0,6.4,20.0,2.9,25.0,3.6,6.0,0.9,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,11.5,0.8
87.0,Nick Keizer,0.016,16.0,6.0,63.0,10.5,23.0,3.8,40.0,6.7,5.0,0.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,0.6
88.0,Tanner Hudson,0.012,11.0,3.0,41.0,13.7,29.0,9.7,12.0,4.0,5.0,1.7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.6
89.0,Juwan Johnson,0.02,7.0,4.0,39.0,9.8,19.0,4.8,20.0,5.0,4.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.9,1.1
90.0,Deon Yelder,0.018000000000000002,14.0,7.0,36.0,5.1,6.0,0.9,30.0,4.3,13.0,1.9,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.8
91.0,Charlie Woerner,0.006999999999999999,14.0,3.0,36.0,12.0,11.0,3.7,25.0,8.3,9.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,0.5
92.0,Kahale Warring,0.013000000000000001,7.0,3.0,35.0,11.7,27.0,9.0,8.0,2.7,4.0,1.3,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,6.5,0.9
93.0,Ben Ellefson,0.006999999999999999,7.0,1.0,10.0,10.0,7.0,7.0,3.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6
94.0,Jaeden Graham,0.01,16.0,3.0,25.0,8.3,11.0,3.7,14.0,4.7,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.3
95.0,Eric Saubert,0.006999999999999999,8.0,3.0,16.0,5.3,9.0,3.0,7.0,2.3,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.6
96.0,Dalton Keene,0.012,6.0,3.0,16.0,5.3,15.0,5.0,1.0,0.3,1.0,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.8
97.0,Jake Butt,0.008,5.0,2.0,5.0,2.5,3.0,1.5,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5
