RANK,NAME,TGT_SHARE,G,REC,REC_YDS,Y/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,RZ_TGT,REC_TD,RUS_ATT,RUS_YDS,RUS_TD,FL,FPTS,FPTS/G
1.0,Travis Kelce,0.244,16.0,97.0,1229.0,12.7,819.0,8.4,410.0,4.2,155.0,1.6,6.0,136.0,19.0,5.0,1.0,4.0,1.0,1.0,254.3,15.9
2.0,Mark Andrews,0.231,15.0,64.0,852.0,13.3,561.0,8.8,291.0,4.5,95.0,1.5,3.0,98.0,14.0,10.0,0.0,0.0,0.0,1.0,207.2,13.8
3.0,George Kittle,0.22899999999999998,14.0,85.0,1053.0,12.4,451.0,5.3,602.0,7.1,218.0,2.6,8.0,107.0,16.0,5.0,5.0,22.0,0.0,0.0,222.5,15.9
4.0,Darren Waller,0.23800000000000002,16.0,90.0,1145.0,12.7,575.0,6.4,570.0,6.3,179.0,2.0,8.0,117.0,11.0,3.0,2.0,5.0,0.0,1.0,221.0,13.8
5.0,Zach Ertz,0.22399999999999998,15.0,88.0,916.0,10.4,661.0,7.5,255.0,2.9,79.0,0.9,5.0,135.0,16.0,6.0,0.0,0.0,0.0,1.0,215.6,14.4
6.0,Jared Cook,0.11599999999999999,14.0,43.0,705.0,16.4,451.0,10.5,254.0,5.9,151.0,3.5,3.0,65.0,9.0,9.0,0.0,0.0,0.0,0.0,167.5,12.0
7.0,Austin Hooper,0.14800000000000002,13.0,75.0,787.0,10.5,452.0,6.0,335.0,4.5,109.0,1.5,5.0,97.0,18.0,6.0,0.0,0.0,0.0,0.0,191.7,14.7
8.0,Hunter Henry,0.132,12.0,55.0,652.0,11.9,488.0,8.9,164.0,3.0,47.0,0.9,0.0,76.0,10.0,5.0,0.0,0.0,0.0,1.0,150.2,12.5
9.0,Tyler Higbee,0.145,15.0,69.0,734.0,10.6,338.0,4.9,396.0,5.7,87.0,1.3,5.0,89.0,19.0,3.0,0.0,0.0,0.0,0.0,160.4,10.7
10.0,Dallas Goedert,0.14400000000000002,15.0,58.0,607.0,10.5,276.0,4.8,331.0,5.7,112.0,1.9,5.0,87.0,11.0,5.0,0.0,0.0,0.0,2.0,144.7,9.6
11.0,Mike Gesicki,0.147,16.0,51.0,570.0,11.2,408.0,8.0,162.0,3.2,45.0,0.9,0.0,89.0,11.0,5.0,0.0,0.0,0.0,1.0,136.0,8.5
