RANK,NAME,TGT_SHARE,G,REC,REC_YDS,Y/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,RZ_TGT,REC_TD,RUS_ATT,RUS_YDS,RUS_TD,FL,FPTS,FPTS/G
1.0,Davante Adams,0.297,14.0,115.0,1374.0,11.9,777.0,6.8,597.0,5.2,152.0,1.3,2.0,149.0,28.0,18.0,0.0,0.0,0.0,1.0,358.4,25.6
2.0,Tyreek Hill,0.221,15.0,87.0,1276.0,14.7,842.0,9.7,434.0,5.0,118.0,1.4,8.0,135.0,17.0,15.0,13.0,123.0,2.0,0.0,328.9,21.9
3.0,Stefon Diggs,0.29,16.0,127.0,1535.0,12.1,1071.0,8.4,464.0,3.7,170.0,1.3,5.0,166.0,16.0,8.0,1.0,1.0,0.0,0.0,328.6,20.5
4.0,Calvin Ridley,0.23600000000000002,15.0,90.0,1374.0,15.3,1099.0,12.2,275.0,3.1,76.0,0.8,3.0,143.0,20.0,9.0,5.0,1.0,0.0,1.0,281.5,18.8
5.0,DK Metcalf,0.24,16.0,83.0,1303.0,15.7,940.0,11.3,363.0,4.4,149.0,1.8,8.0,129.0,16.0,10.0,0.0,0.0,0.0,1.0,271.3,17.0
6.0,Justin Jefferson,0.258,16.0,88.0,1400.0,15.9,943.0,10.7,457.0,5.2,214.0,2.4,9.0,125.0,10.0,7.0,1.0,2.0,0.0,0.0,274.2,17.1
7.0,Adam Thielen,0.223,15.0,74.0,925.0,12.5,682.0,9.2,243.0,3.3,75.0,1.0,2.0,108.0,19.0,14.0,3.0,15.0,0.0,0.0,254.0,16.9
8.0,Mike Evans,0.18,16.0,70.0,1006.0,14.4,748.0,10.7,258.0,3.7,74.0,1.1,2.0,109.0,18.0,13.0,0.0,0.0,0.0,0.0,248.6,15.5
9.0,A.J. Brown,0.226,14.0,70.0,1075.0,15.4,648.0,9.3,427.0,6.1,216.0,3.1,13.0,106.0,12.0,11.0,0.0,0.0,0.0,1.0,247.5,17.7
10.0,DeAndre Hopkins,0.294,16.0,115.0,1407.0,12.2,879.0,7.6,528.0,4.6,172.0,1.5,15.0,160.0,13.0,6.0,1.0,1.0,0.0,2.0,287.8,18.0
11.0,Tyler Lockett,0.24600000000000002,16.0,100.0,1054.0,10.5,727.0,7.3,327.0,3.3,39.0,0.4,2.0,132.0,16.0,10.0,0.0,0.0,0.0,0.0,265.4,16.6
12.0,Allen Robinson II,0.253,16.0,102.0,1250.0,12.3,931.0,9.1,319.0,3.1,113.0,1.1,5.0,151.0,18.0,6.0,1.0,-1.0,0.0,0.0,262.9,16.4
13.0,Robert Woods,0.23,16.0,90.0,936.0,10.4,438.0,4.9,498.0,5.5,72.0,0.8,2.0,129.0,11.0,6.0,24.0,155.0,2.0,1.0,245.1,15.3
14.0,Chase Claypool,0.16699999999999998,16.0,62.0,873.0,14.1,544.0,8.8,329.0,5.3,93.0,1.5,3.0,109.0,13.0,9.0,10.0,16.0,2.0,1.0,214.9,13.4
15.0,Marvin Jones Jr.,0.205,16.0,76.0,978.0,12.9,782.0,10.3,196.0,2.6,65.0,0.9,5.0,115.0,14.0,9.0,0.0,0.0,0.0,0.0,227.8,14.2
16.0,Brandin Cooks,0.22699999999999998,15.0,81.0,1150.0,14.2,800.0,9.9,350.0,4.3,91.0,1.1,3.0,119.0,10.0,6.0,0.0,0.0,0.0,0.0,232.0,15.5
17.0,DJ Moore,0.22399999999999998,15.0,66.0,1193.0,18.1,811.0,12.3,382.0,5.8,133.0,2.0,6.0,118.0,9.0,4.0,2.0,22.0,0.0,0.0,211.5,14.1
18.0,Keenan Allen,0.24100000000000002,14.0,100.0,992.0,9.9,569.0,5.7,423.0,4.2,141.0,1.4,2.0,147.0,16.0,8.0,1.0,-1.0,0.0,2.0,245.1,17.5
19.0,Amari Cooper,0.21100000000000002,16.0,92.0,1114.0,12.1,693.0,7.5,421.0,4.6,181.0,2.0,5.0,130.0,14.0,5.0,6.0,14.0,0.0,0.0,236.8,14.8
20.0,CeeDee Lamb,0.18,16.0,74.0,935.0,12.6,624.0,8.4,311.0,4.2,67.0,0.9,3.0,111.0,10.0,5.0,10.0,82.0,1.0,1.0,217.7,13.6
21.0,Nelson Agholor,0.157,16.0,48.0,896.0,18.7,666.0,13.9,230.0,4.8,55.0,1.1,3.0,82.0,10.0,8.0,0.0,0.0,0.0,0.0,185.6,11.6
22.0,JuJu Smith-Schuster,0.196,16.0,97.0,831.0,8.6,422.0,4.4,409.0,4.2,114.0,1.2,4.0,128.0,17.0,9.0,0.0,0.0,0.0,1.0,234.1,14.6
23.0,Terry McLaurin,0.23399999999999999,15.0,87.0,1118.0,12.9,650.0,7.5,468.0,5.4,188.0,2.2,8.0,134.0,12.0,4.0,2.0,30.0,0.0,1.0,223.8,14.9
24.0,William Fuller V,0.14300000000000002,11.0,53.0,879.0,16.6,588.0,11.1,291.0,5.5,66.0,1.2,4.0,75.0,7.0,8.0,1.0,0.0,0.0,0.0,188.9,17.2
25.0,Curtis Samuel,0.184,15.0,77.0,851.0,11.1,536.0,7.0,315.0,4.1,99.0,1.3,4.0,97.0,12.0,3.0,41.0,200.0,2.0,0.0,212.1,14.1
26.0,Diontae Johnson,0.28800000000000003,15.0,88.0,923.0,10.5,541.0,6.1,382.0,4.3,150.0,1.7,5.0,144.0,10.0,7.0,3.0,15.0,0.0,1.0,221.8,14.8
27.0,Robbie Chosen,0.258,16.0,95.0,1096.0,11.5,599.0,6.3,497.0,5.2,131.0,1.4,3.0,136.0,12.0,3.0,4.0,15.0,0.0,1.0,224.1,14.0
28.0,Tee Higgins,0.191,16.0,67.0,908.0,13.6,602.0,9.0,306.0,4.6,112.0,1.7,5.0,108.0,10.0,6.0,5.0,28.0,0.0,1.0,194.6,12.2
29.0,Corey Davis,0.19699999999999998,14.0,65.0,984.0,15.1,693.0,10.7,291.0,4.5,87.0,1.3,3.0,92.0,7.0,5.0,0.0,0.0,0.0,1.0,191.4,13.7
30.0,Chris Godwin,0.139,12.0,65.0,840.0,12.9,556.0,8.6,284.0,4.4,138.0,2.1,2.0,84.0,9.0,7.0,0.0,0.0,0.0,0.0,191.0,15.9
31.0,Cole Beasley,0.187,15.0,82.0,967.0,11.8,615.0,7.5,352.0,4.3,96.0,1.2,1.0,107.0,9.0,4.0,0.0,0.0,0.0,0.0,207.5,13.8
32.0,Marquise Brown,0.255,16.0,58.0,769.0,13.3,495.0,8.5,274.0,4.7,56.0,1.0,4.0,100.0,10.0,8.0,1.0,1.0,0.0,0.0,183.0,11.4
33.0,Brandon Aiyuk,0.17300000000000001,12.0,60.0,748.0,12.5,459.0,7.7,289.0,4.8,80.0,1.3,7.0,96.0,14.0,5.0,6.0,77.0,2.0,0.0,184.5,15.4
34.0,Cooper Kupp,0.201,15.0,92.0,974.0,10.6,458.0,5.0,516.0,5.6,180.0,2.0,12.0,124.0,12.0,3.0,4.0,33.0,0.0,1.0,208.7,13.9
35.0,Jarvis Landry,0.21600000000000003,15.0,72.0,840.0,11.7,499.0,6.9,341.0,4.7,105.0,1.5,4.0,101.0,15.0,3.0,4.0,10.0,1.0,0.0,188.0,12.5
36.0,Michael Gallup,0.17,16.0,59.0,843.0,14.3,597.0,10.1,246.0,4.2,78.0,1.3,7.0,105.0,12.0,5.0,0.0,0.0,0.0,0.0,173.3,10.8
37.0,Tyler Boyd,0.19399999999999998,15.0,79.0,841.0,10.6,490.0,6.2,351.0,4.4,71.0,0.9,1.0,110.0,13.0,4.0,5.0,49.0,0.0,0.0,192.6,12.8
38.0,Jamison Crowder,0.192,12.0,59.0,699.0,11.8,383.0,6.5,316.0,5.4,148.0,2.5,2.0,89.0,8.0,6.0,1.0,14.0,0.0,0.0,172.0,14.3
39.0,Tim Patrick,0.14800000000000002,15.0,51.0,742.0,14.5,504.0,9.9,238.0,4.7,68.0,1.3,3.0,79.0,10.0,6.0,0.0,0.0,0.0,0.0,161.2,10.7
40.0,Russell Gage,0.18,16.0,72.0,786.0,10.9,505.0,7.0,281.0,3.9,96.0,1.3,4.0,109.0,14.0,4.0,2.0,9.0,0.0,0.0,181.1,11.3
41.0,T.Y. Hilton,0.174,15.0,56.0,762.0,13.6,568.0,10.1,194.0,3.5,58.0,1.0,3.0,93.0,10.0,5.0,0.0,0.0,0.0,0.0,164.2,10.9
42.0,Mike Williams,0.139,15.0,48.0,756.0,15.8,594.0,12.4,162.0,3.4,60.0,1.3,0.0,85.0,10.0,5.0,1.0,1.0,0.0,0.0,153.7,10.2
43.0,Jerry Jeudy,0.212,16.0,52.0,856.0,16.5,572.0,11.0,284.0,5.5,64.0,1.2,5.0,113.0,5.0,3.0,0.0,0.0,0.0,0.0,157.6,9.9
44.0,Marquez Valdes-Scantling,0.126,16.0,33.0,690.0,20.9,436.0,13.2,254.0,7.7,25.0,0.8,1.0,63.0,6.0,6.0,4.0,13.0,0.0,1.0,137.3,8.6
45.0,Emmanuel Sanders,0.161,14.0,61.0,726.0,11.9,556.0,9.1,170.0,2.8,45.0,0.7,3.0,82.0,12.0,5.0,1.0,12.0,0.0,0.0,164.8,11.8
46.0,DeVante Parker,0.188,14.0,63.0,793.0,12.6,614.0,9.7,179.0,2.8,82.0,1.3,6.0,103.0,13.0,4.0,0.0,0.0,0.0,0.0,166.3,11.9
47.0,Gabe Davis,0.10800000000000001,16.0,35.0,599.0,17.1,468.0,13.4,131.0,3.7,43.0,1.2,1.0,62.0,10.0,7.0,1.0,0.0,0.0,0.0,136.9,8.6
48.0,DJ Chark Jr.,0.159,13.0,53.0,706.0,13.3,541.0,10.2,165.0,3.1,45.0,0.8,0.0,93.0,11.0,5.0,0.0,0.0,0.0,0.0,153.6,11.8
49.0,Keelan Cole Sr.,0.15,16.0,55.0,642.0,11.7,467.0,8.5,175.0,3.2,62.0,1.1,1.0,88.0,10.0,5.0,1.0,2.0,0.0,0.0,155.4,9.7
50.0,Laviska Shenault Jr.,0.135,14.0,58.0,600.0,10.3,302.0,5.2,298.0,5.1,111.0,1.9,8.0,79.0,10.0,5.0,18.0,91.0,0.0,0.0,157.1,11.2
51.0,Christian Kirk,0.145,14.0,48.0,621.0,12.9,446.0,9.3,175.0,3.6,23.0,0.5,1.0,79.0,12.0,6.0,2.0,3.0,0.0,0.0,146.4,10.5
52.0,Sterling Shepard,0.18,12.0,66.0,656.0,9.9,452.0,6.8,204.0,3.1,53.0,0.8,2.0,90.0,10.0,3.0,6.0,49.0,1.0,0.0,162.5,13.5
53.0,Julio Jones,0.11199999999999999,9.0,51.0,771.0,15.1,540.0,10.6,231.0,4.5,94.0,1.8,7.0,68.0,8.0,3.0,0.0,0.0,0.0,0.0,146.1,16.2
54.0,Zach Pascal,0.133,16.0,44.0,629.0,14.3,396.0,9.0,233.0,5.3,71.0,1.6,1.0,71.0,13.0,5.0,0.0,0.0,0.0,0.0,136.9,8.6
55.0,Darnell Mooney,0.16399999999999998,16.0,61.0,631.0,10.3,377.0,6.2,254.0,4.2,75.0,1.2,8.0,98.0,10.0,4.0,4.0,20.0,0.0,0.0,152.1,9.5
56.0,Darius Slayton,0.192,16.0,50.0,751.0,15.0,597.0,11.9,154.0,3.1,27.0,0.5,1.0,96.0,10.0,3.0,2.0,-1.0,0.0,1.0,141.0,8.8
57.0,Mecole Hardman Jr.,0.10099999999999999,16.0,41.0,560.0,13.7,275.0,6.7,285.0,7.0,45.0,1.1,2.0,62.0,3.0,4.0,4.0,31.0,0.0,2.0,128.1,8.0
58.0,Rashard Higgins,0.111,13.0,37.0,599.0,16.2,517.0,14.0,82.0,2.2,10.0,0.3,0.0,52.0,8.0,4.0,0.0,0.0,0.0,0.0,120.9,9.3
59.0,David Moore,0.08800000000000001,16.0,35.0,417.0,11.9,248.0,7.1,169.0,4.8,24.0,0.7,0.0,47.0,12.0,6.0,8.0,61.0,0.0,0.0,118.8,7.4
60.0,Jakobi Meyers,0.193,14.0,59.0,729.0,12.4,513.0,8.7,216.0,3.7,46.0,0.8,4.0,81.0,5.0,0.0,2.0,9.0,0.0,1.0,142.6,10.2
61.0,Kendrick Bourne,0.134,15.0,49.0,667.0,13.6,448.0,9.1,219.0,4.5,91.0,1.9,3.0,74.0,10.0,2.0,0.0,0.0,0.0,0.0,129.7,8.6
62.0,Greg Ward,0.141,16.0,53.0,419.0,7.9,255.0,4.8,164.0,3.1,43.0,0.8,1.0,79.0,7.0,6.0,2.0,-4.0,0.0,0.0,133.1,8.3
63.0,Travis Fulgham,0.11900000000000001,13.0,38.0,539.0,14.2,439.0,11.6,100.0,2.6,49.0,1.3,3.0,67.0,10.0,4.0,0.0,0.0,0.0,0.0,115.9,8.9
64.0,Hunter Renfrow,0.147,16.0,56.0,656.0,11.7,318.0,5.7,338.0,6.0,105.0,1.9,5.0,77.0,6.0,2.0,0.0,0.0,0.0,1.0,131.6,8.2
65.0,Josh Reynolds,0.14400000000000002,16.0,52.0,618.0,11.9,393.0,7.6,225.0,4.3,81.0,1.6,2.0,81.0,5.0,2.0,1.0,5.0,0.0,1.0,124.3,7.8
66.0,Antonio Brown,0.102,8.0,45.0,483.0,10.7,232.0,5.2,251.0,5.6,69.0,1.5,3.0,62.0,5.0,4.0,2.0,-2.0,0.0,0.0,117.1,14.6
67.0,Isaiah McKenzie,0.059000000000000004,16.0,30.0,282.0,9.4,102.0,3.4,180.0,6.0,39.0,1.3,0.0,34.0,6.0,5.0,10.0,9.0,0.0,0.0,99.6,6.2
68.0,Scott Miller,0.087,16.0,33.0,501.0,15.2,400.0,12.1,101.0,3.1,27.0,0.8,1.0,53.0,3.0,3.0,3.0,14.0,0.0,0.0,102.5,6.4
69.0,James Washington,0.086,16.0,30.0,392.0,13.1,241.0,8.0,151.0,5.0,82.0,2.7,1.0,56.0,7.0,5.0,0.0,0.0,0.0,0.0,99.2,6.2
70.0,Breshad Perriman,0.13,12.0,30.0,505.0,16.8,345.0,11.5,160.0,5.3,38.0,1.3,1.0,60.0,6.0,3.0,1.0,6.0,0.0,0.0,99.1,8.3
71.0,Tre'Quan Smith,0.098,14.0,34.0,448.0,13.2,309.0,9.1,139.0,4.1,56.0,1.6,5.0,50.0,6.0,4.0,1.0,3.0,0.0,0.0,103.1,7.4
72.0,Jalen Guyton,0.09,16.0,28.0,511.0,18.3,332.0,11.9,179.0,6.4,19.0,0.7,1.0,55.0,5.0,3.0,2.0,0.0,0.0,0.0,97.1,6.1
73.0,Damiere Byrd,0.141,16.0,47.0,604.0,12.9,432.0,9.2,172.0,3.7,30.0,0.6,3.0,77.0,2.0,1.0,2.0,15.0,0.0,0.0,114.9,7.2
74.0,Allen Lazard,0.092,10.0,33.0,451.0,13.7,256.0,7.8,195.0,5.9,38.0,1.2,0.0,46.0,6.0,3.0,2.0,17.0,0.0,0.0,97.8,9.8
75.0,A.J. Green,0.184,16.0,47.0,523.0,11.1,431.0,9.2,92.0,2.0,45.0,1.0,2.0,104.0,9.0,2.0,0.0,0.0,0.0,0.0,111.3,7.0
76.0,Odell Beckham Jr.,0.092,7.0,23.0,319.0,13.9,273.0,11.9,46.0,2.0,20.0,0.9,1.0,43.0,6.0,3.0,3.0,72.0,1.0,0.0,86.8,12.4
77.0,John Brown,0.091,9.0,33.0,458.0,13.9,281.0,8.5,177.0,5.4,39.0,1.2,0.0,52.0,7.0,3.0,0.0,0.0,0.0,0.0,96.8,10.8
78.0,Demarcus Robinson,0.09699999999999999,15.0,45.0,466.0,10.4,293.0,6.5,173.0,3.8,56.0,1.2,1.0,59.0,5.0,3.0,0.0,0.0,0.0,1.0,107.6,7.2
79.0,Randall Cobb,0.091,10.0,38.0,441.0,11.6,276.0,7.3,165.0,4.3,23.0,0.6,1.0,48.0,7.0,3.0,0.0,0.0,0.0,0.0,100.1,10.0
80.0,Willie Snead IV,0.122,13.0,33.0,432.0,13.1,245.0,7.4,187.0,5.7,63.0,1.9,7.0,48.0,8.0,3.0,0.0,0.0,0.0,0.0,94.2,7.2
81.0,Danny Amendola,0.12300000000000001,14.0,46.0,602.0,13.1,312.0,6.8,290.0,6.3,65.0,1.4,5.0,69.0,5.0,0.0,1.0,2.0,0.0,0.0,106.4,7.6
82.0,Braxton Berrios,0.096,16.0,37.0,394.0,10.6,178.0,4.8,216.0,5.8,58.0,1.6,2.0,55.0,4.0,3.0,3.0,29.0,0.0,0.0,97.3,6.1
83.0,KJ Hamler,0.105,13.0,30.0,381.0,12.7,257.0,8.6,124.0,4.1,29.0,1.0,4.0,56.0,4.0,3.0,9.0,40.0,0.0,0.0,90.1,6.9
84.0,Anthony Miller,0.128,16.0,49.0,485.0,9.9,337.0,6.9,148.0,3.0,25.0,0.5,1.0,76.0,10.0,2.0,2.0,12.0,0.0,1.0,108.7,6.8
85.0,Tyron Johnson,0.043,12.0,20.0,398.0,19.9,339.0,17.0,59.0,3.0,36.0,1.8,4.0,26.0,1.0,3.0,3.0,17.0,0.0,0.0,79.5,6.6
86.0,Michael Pittman Jr.,0.114,13.0,40.0,503.0,12.6,210.0,5.3,293.0,7.3,77.0,1.9,2.0,61.0,8.0,1.0,3.0,26.0,0.0,0.0,98.9,7.6
87.0,Henry Ruggs III,0.08199999999999999,13.0,26.0,452.0,17.4,307.0,11.8,145.0,5.6,24.0,0.9,0.0,43.0,2.0,2.0,9.0,49.0,0.0,2.0,84.1,6.5
88.0,Chris Conley,0.10800000000000001,15.0,40.0,471.0,11.8,291.0,7.3,180.0,4.5,68.0,1.7,4.0,63.0,6.0,2.0,0.0,0.0,0.0,1.0,97.1,6.5
89.0,Preston Williams,0.064,8.0,18.0,288.0,16.0,246.0,13.7,42.0,2.3,7.0,0.4,0.0,35.0,6.0,4.0,0.0,0.0,0.0,0.0,74.8,9.4
90.0,Jalen Reagor,0.094,11.0,31.0,396.0,12.8,213.0,6.9,183.0,5.9,36.0,1.2,3.0,54.0,5.0,1.0,4.0,26.0,0.0,0.0,87.2,7.9
91.0,Cam Sims,0.084,16.0,32.0,477.0,14.9,228.0,7.1,249.0,7.8,84.0,2.6,5.0,48.0,3.0,1.0,1.0,5.0,0.0,0.0,86.2,5.4
92.0,Keke Coutee,0.076,8.0,33.0,400.0,12.1,252.0,7.6,148.0,4.5,36.0,1.1,4.0,40.0,11.0,3.0,0.0,0.0,0.0,3.0,87.0,10.9
93.0,Golden Tate,0.10400000000000001,12.0,35.0,388.0,11.1,306.0,8.7,82.0,2.3,22.0,0.6,0.0,52.0,5.0,2.0,0.0,0.0,0.0,0.0,86.5,7.2
94.0,Sammy Watkins,0.09,10.0,37.0,421.0,11.4,264.0,7.1,157.0,4.2,43.0,1.2,2.0,55.0,9.0,2.0,1.0,3.0,0.0,1.0,88.4,8.8
95.0,Jakeem Grant Sr.,0.129,14.0,36.0,373.0,10.4,206.0,5.7,167.0,4.6,65.0,1.8,9.0,54.0,4.0,1.0,3.0,20.0,0.0,0.0,87.3,6.2
96.0,Miles Boykin,0.084,16.0,19.0,266.0,14.0,182.0,9.6,84.0,4.4,17.0,0.9,0.0,33.0,5.0,4.0,0.0,0.0,0.0,0.0,69.6,4.4
97.0,Deebo Samuel,0.079,7.0,33.0,391.0,11.8,-7.0,-0.2,398.0,12.1,180.0,5.5,6.0,44.0,2.0,1.0,8.0,26.0,0.0,0.0,80.7,11.5
98.0,Larry Fitzgerald,0.132,13.0,54.0,409.0,7.6,224.0,4.1,185.0,3.4,33.0,0.6,0.0,72.0,7.0,1.0,0.0,0.0,0.0,0.0,100.9,7.8
99.0,Quintez Cephus,0.062,13.0,20.0,349.0,17.5,264.0,13.2,85.0,4.3,11.0,0.6,0.0,35.0,3.0,2.0,0.0,0.0,0.0,0.0,66.9,5.1
100.0,Kenny Golladay,0.057,5.0,20.0,338.0,16.9,300.0,15.0,38.0,1.9,5.0,0.3,0.0,32.0,5.0,2.0,0.0,0.0,0.0,0.0,65.8,13.2
101.0,Donovan Peoples-Jones,0.032,12.0,14.0,304.0,21.7,227.0,16.2,77.0,5.5,5.0,0.4,0.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,58.4,4.9
102.0,Michael Thomas,0.10800000000000001,7.0,40.0,438.0,11.0,356.0,8.9,82.0,2.1,32.0,0.8,1.0,55.0,10.0,0.0,1.0,1.0,0.0,0.0,83.9,12.0
103.0,Marvin Hall,0.057,12.0,18.0,302.0,16.8,244.0,13.6,58.0,3.2,6.0,0.3,0.0,32.0,2.0,2.0,1.0,1.0,0.0,0.0,60.3,5.0
104.0,Richie James Jr.,0.062,11.0,23.0,394.0,17.1,206.0,9.0,188.0,8.2,31.0,1.3,3.0,35.0,2.0,1.0,0.0,0.0,0.0,2.0,64.4,5.9
105.0,Collin Johnson,0.053,14.0,18.0,272.0,15.1,188.0,10.4,84.0,4.7,15.0,0.8,0.0,31.0,5.0,2.0,0.0,0.0,0.0,0.0,59.2,4.2
106.0,N'Keal Harry,0.136,14.0,33.0,309.0,9.4,204.0,6.2,105.0,3.2,34.0,1.0,4.0,57.0,10.0,2.0,2.0,0.0,0.0,1.0,73.9,5.3
107.0,DaeSean Hamilton,0.083,16.0,23.0,293.0,12.7,198.0,8.6,95.0,4.1,27.0,1.2,0.0,44.0,7.0,2.0,0.0,0.0,0.0,1.0,62.3,3.9
108.0,Denzel Mims,0.095,9.0,23.0,357.0,15.5,251.0,10.9,106.0,4.6,33.0,1.4,5.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,60.7,6.7
109.0,Julian Edelman,0.09300000000000001,6.0,21.0,315.0,15.0,251.0,12.0,64.0,3.0,7.0,0.3,0.0,39.0,4.0,0.0,2.0,22.0,0.0,0.0,56.2,9.4
110.0,Adam Humphries,0.075,7.0,23.0,228.0,9.9,186.0,8.1,42.0,1.8,9.0,0.4,0.0,35.0,6.0,2.0,1.0,0.0,0.0,0.0,57.8,8.3
111.0,Cedrick Wilson Jr.,0.05,16.0,17.0,189.0,11.1,76.0,4.5,113.0,6.6,27.0,1.6,1.0,28.0,6.0,2.0,3.0,-12.0,0.0,0.0,51.6,3.2
112.0,Andy Isabella,0.061,13.0,21.0,224.0,10.7,142.0,6.8,82.0,3.9,21.0,1.0,2.0,35.0,3.0,2.0,1.0,-6.0,0.0,0.0,54.8,4.2
113.0,Olamide Zaccheaus,0.053,11.0,20.0,274.0,13.7,211.0,10.6,63.0,3.2,18.0,0.9,2.0,32.0,2.0,1.0,1.0,0.0,0.0,0.0,53.4,4.9
114.0,Devin Duvernay,0.066,16.0,20.0,201.0,10.1,83.0,4.2,118.0,5.9,24.0,1.2,1.0,26.0,2.0,0.0,4.0,70.0,0.0,0.0,53.1,3.3
115.0,DeSean Jackson,0.046,5.0,14.0,236.0,16.9,171.0,12.2,65.0,4.6,5.0,0.4,0.0,26.0,2.0,1.0,1.0,12.0,0.0,0.0,44.8,9.0
116.0,Steven Sims Jr.,0.066,12.0,27.0,265.0,9.8,139.0,5.1,126.0,4.7,19.0,0.7,0.0,37.0,2.0,1.0,1.0,18.0,0.0,2.0,57.3,4.8
117.0,Chad Beebe,0.062,14.0,20.0,201.0,10.1,128.0,6.4,73.0,3.7,34.0,1.7,2.0,30.0,4.0,2.0,0.0,0.0,0.0,1.0,50.1,3.6
118.0,Chad Hansen,0.046,5.0,17.0,236.0,13.9,200.0,11.8,36.0,2.1,13.0,0.8,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,46.6,9.3
119.0,Tyler Johnson,0.027999999999999997,14.0,12.0,169.0,14.1,97.0,8.1,72.0,6.0,19.0,1.6,1.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,40.9,2.9
120.0,Dontrelle Inman,0.049,10.0,18.0,163.0,9.1,119.0,6.6,44.0,2.4,8.0,0.4,0.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,46.3,4.6
121.0,Byron Pringle,0.027999999999999997,12.0,13.0,160.0,12.3,92.0,7.1,68.0,5.2,38.0,2.9,2.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,41.0,3.4
122.0,Freddie Swain,0.035,16.0,13.0,159.0,12.2,58.0,4.5,101.0,7.8,10.0,0.8,0.0,21.0,4.0,2.0,0.0,0.0,0.0,0.0,40.9,2.6
123.0,Van Jefferson,0.055,16.0,19.0,220.0,11.6,174.0,9.2,46.0,2.4,21.0,1.1,2.0,31.0,3.0,1.0,1.0,-1.0,0.0,0.0,46.9,2.9
124.0,Deonte Harty,0.049,9.0,20.0,186.0,9.3,54.0,2.7,132.0,6.6,73.0,3.7,4.0,25.0,3.0,1.0,6.0,51.0,0.0,1.0,47.7,5.3
125.0,Isaiah Ford,0.08,10.0,28.0,276.0,9.9,203.0,7.3,73.0,2.6,25.0,0.9,0.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,55.6,5.6
126.0,Mohamed Sanu Sr.,0.043,10.0,17.0,187.0,11.0,150.0,8.8,37.0,2.2,3.0,0.2,0.0,24.0,2.0,1.0,1.0,3.0,0.0,0.0,44.0,4.4
127.0,Lynn Bowden Jr.,0.068,10.0,28.0,211.0,7.5,99.0,3.5,112.0,4.0,55.0,2.0,6.0,37.0,1.0,0.0,9.0,32.0,0.0,0.0,53.6,5.4
128.0,Marcus Johnson,0.052000000000000005,11.0,14.0,255.0,18.2,206.0,14.7,49.0,3.5,10.0,0.7,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,39.5,3.6
129.0,Bryan Edwards,0.028999999999999998,12.0,11.0,193.0,17.5,113.0,10.3,80.0,7.3,41.0,3.7,2.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,36.3,3.0
130.0,Zay Jones,0.038,16.0,14.0,154.0,11.0,89.0,6.4,65.0,4.6,27.0,1.9,2.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,36.6,2.3
131.0,Mack Hollins,0.046,16.0,16.0,176.0,11.0,147.0,9.2,29.0,1.8,2.0,0.1,0.0,25.0,2.0,1.0,0.0,0.0,0.0,1.0,37.6,2.4
132.0,Marquez Callaway,0.053,11.0,21.0,213.0,10.1,155.0,7.4,58.0,2.8,20.0,1.0,2.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,42.3,3.8
