RANK,NAME,TGT_SHARE,G,REC,REC_YDS,Y/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,RZ_TGT,REC_TD,RUS_ATT,RUS_YDS,RUS_TD,FL,FPTS,FPTS/G
17.0,Tee Higgins,0.184,15.0,75.0,1042.0,13.9,750.0,10.0,292.0,3.9,101.0,1.3,2.0,110.0,10.0,7.0,0.0,0.0,0.0,0.0,223.2,14.9
18.0,Jerry Jeudy,0.185,15.0,67.0,972.0,14.5,577.0,8.6,395.0,5.9,104.0,1.6,3.0,100.0,10.0,6.0,4.0,40.0,0.0,0.0,204.2,13.6
19.0,DK Metcalf,0.255,17.0,90.0,1048.0,11.6,830.0,9.2,218.0,2.4,64.0,0.7,1.0,141.0,27.0,6.0,0.0,0.0,0.0,2.0,226.8,13.3
20.0,DJ Moore,0.276,17.0,63.0,888.0,14.1,706.0,11.2,182.0,2.9,46.0,0.7,4.0,118.0,10.0,7.0,10.0,53.0,0.0,0.0,199.1,11.7
21.0,Garrett Wilson,0.25,17.0,83.0,1103.0,13.0,733.0,8.6,370.0,4.4,191.0,2.2,10.0,147.0,19.0,4.0,4.0,4.0,0.0,1.0,215.7,12.7
22.0,Cooper Kupp,0.19,9.0,75.0,812.0,10.8,388.0,5.2,424.0,5.7,106.0,1.4,3.0,98.0,11.0,6.0,9.0,52.0,1.0,1.0,201.4,22.4
23.0,Chris Olave,0.24100000000000002,15.0,72.0,1042.0,14.5,832.0,11.6,210.0,2.9,54.0,0.8,2.0,119.0,10.0,4.0,0.0,0.0,0.0,2.0,198.2,13.2
24.0,Gabe Davis,0.16699999999999998,15.0,48.0,836.0,17.4,690.0,14.4,146.0,3.0,21.0,0.4,0.0,93.0,13.0,7.0,0.0,0.0,0.0,1.0,171.6,11.4
25.0,Christian Watson,0.121,14.0,41.0,611.0,14.9,335.0,8.2,276.0,6.7,46.0,1.1,3.0,65.0,13.0,7.0,7.0,80.0,2.0,0.0,164.1,11.7
26.0,Chris Godwin,0.196,15.0,104.0,1023.0,9.8,496.0,4.8,527.0,5.1,128.0,1.2,4.0,142.0,15.0,3.0,3.0,5.0,0.0,2.0,222.8,14.9
27.0,Michael Pittman Jr.,0.244,16.0,99.0,925.0,9.3,573.0,5.8,352.0,3.6,112.0,1.1,4.0,141.0,14.0,4.0,3.0,30.0,0.0,1.0,216.5,13.5
28.0,Tyler Boyd,0.139,17.0,59.0,776.0,13.2,527.0,8.9,249.0,4.2,81.0,1.4,2.0,83.0,12.0,6.0,0.0,0.0,0.0,0.0,175.5,10.3
29.0,Zay Jones,0.21100000000000002,16.0,82.0,823.0,10.0,541.0,6.6,282.0,3.4,58.0,0.7,2.0,121.0,18.0,5.0,4.0,18.0,0.0,0.0,198.1,12.4
30.0,Allen Lazard,0.18600000000000003,15.0,60.0,788.0,13.1,540.0,9.0,248.0,4.1,61.0,1.0,1.0,100.0,17.0,6.0,2.0,0.0,0.0,0.0,174.8,11.7
31.0,George Pickens,0.153,17.0,52.0,801.0,15.4,697.0,13.4,104.0,2.0,44.0,0.8,5.0,84.0,6.0,4.0,3.0,24.0,1.0,0.0,166.5,9.8
32.0,Mike Williams,0.135,13.0,63.0,895.0,14.2,561.0,8.9,334.0,5.3,54.0,0.9,0.0,93.0,13.0,4.0,0.0,0.0,0.0,0.0,176.5,13.6
33.0,Jakobi Meyers,0.185,14.0,67.0,804.0,12.0,568.0,8.5,236.0,3.5,33.0,0.5,1.0,96.0,7.0,6.0,2.0,-11.0,0.0,2.0,180.3,12.9
34.0,Deebo Samuel,0.187,13.0,56.0,632.0,11.3,139.0,2.5,493.0,8.8,184.0,3.3,12.0,94.0,13.0,2.0,42.0,232.0,3.0,2.0,168.4,13.0
35.0,Curtis Samuel,0.17300000000000001,17.0,64.0,656.0,10.3,365.0,5.7,291.0,4.5,69.0,1.1,8.0,92.0,9.0,4.0,38.0,187.0,1.0,1.0,176.3,10.4
36.0,Adam Thielen,0.16699999999999998,17.0,70.0,716.0,10.2,564.0,8.1,152.0,2.2,27.0,0.4,1.0,107.0,21.0,6.0,1.0,4.0,0.0,0.0,180.0,10.6
37.0,JuJu Smith-Schuster,0.16399999999999998,16.0,78.0,933.0,12.0,430.0,5.5,503.0,6.4,130.0,1.7,3.0,101.0,16.0,3.0,0.0,0.0,0.0,2.0,185.3,11.6
38.0,Drake London,0.293,17.0,72.0,866.0,12.0,616.0,8.6,250.0,3.5,43.0,0.6,1.0,117.0,16.0,4.0,0.0,0.0,0.0,3.0,178.6,10.5
39.0,Donovan Peoples-Jones,0.18899999999999997,17.0,61.0,839.0,13.8,648.0,10.6,191.0,3.1,31.0,0.5,1.0,96.0,13.0,3.0,1.0,2.0,0.0,1.0,167.1,9.8
40.0,Keenan Allen,0.13,10.0,66.0,752.0,11.4,489.0,7.4,263.0,4.0,45.0,0.7,1.0,89.0,15.0,4.0,1.0,8.0,0.0,1.0,164.0,16.4
41.0,Joshua Palmer,0.156,16.0,72.0,769.0,10.7,514.0,7.1,255.0,3.5,49.0,0.7,1.0,107.0,8.0,3.0,1.0,4.0,0.0,0.0,169.3,10.6
42.0,Mack Hollins,0.168,17.0,57.0,690.0,12.1,485.0,8.5,205.0,3.6,35.0,0.6,2.0,94.0,11.0,4.0,4.0,40.0,0.0,0.0,154.2,9.1
43.0,K.J. Osborn,0.14,17.0,60.0,650.0,10.8,349.0,5.8,301.0,5.0,69.0,1.2,3.0,90.0,9.0,5.0,3.0,6.0,0.0,0.0,155.6,9.2
44.0,Jahan Dotson,0.115,12.0,35.0,523.0,14.9,386.0,11.0,137.0,3.9,42.0,1.2,1.0,61.0,7.0,7.0,2.0,-7.0,0.0,0.0,130.6,10.9
45.0,Courtland Sutton,0.201,15.0,64.0,829.0,13.0,678.0,10.6,151.0,2.4,37.0,0.6,1.0,109.0,12.0,2.0,1.0,5.0,0.0,0.0,159.4,10.6
46.0,Diontae Johnson,0.268,17.0,86.0,882.0,10.3,647.0,7.5,235.0,2.7,73.0,0.8,8.0,147.0,16.0,0.0,7.0,25.0,0.0,0.0,180.7,10.6
47.0,Marquise Brown,0.16899999999999998,12.0,67.0,709.0,10.6,473.0,7.1,236.0,3.5,38.0,0.6,1.0,107.0,10.0,3.0,1.0,1.0,0.0,0.0,156.0,13.0
48.0,Brandin Cooks,0.16699999999999998,13.0,57.0,699.0,12.3,494.0,8.7,205.0,3.6,9.0,0.2,1.0,93.0,10.0,3.0,2.0,7.0,0.0,0.0,145.6,11.2
49.0,DeAndre Hopkins,0.151,9.0,64.0,717.0,11.2,552.0,8.6,165.0,2.6,55.0,0.9,1.0,96.0,6.0,3.0,0.0,0.0,0.0,1.0,151.7,16.9
50.0,Parris Campbell,0.157,17.0,63.0,623.0,9.9,346.0,5.5,277.0,4.4,56.0,0.9,5.0,91.0,9.0,3.0,5.0,58.0,0.0,0.0,149.1,8.8
51.0,Darius Slayton,0.145,13.0,46.0,724.0,15.7,462.0,10.0,262.0,5.7,93.0,2.0,2.0,71.0,3.0,2.0,0.0,0.0,0.0,1.0,128.4,9.9
52.0,Marquez Valdes-Scantling,0.132,17.0,42.0,687.0,16.4,538.0,12.8,149.0,3.5,30.0,0.7,0.0,81.0,11.0,2.0,1.0,-3.0,0.0,0.0,122.4,7.2
53.0,Devin Duvernay,0.083,14.0,37.0,407.0,11.0,251.0,6.8,156.0,4.2,19.0,0.5,0.0,49.0,8.0,3.0,12.0,84.0,1.0,0.0,116.1,8.3
54.0,Isaiah McKenzie,0.11900000000000001,16.0,42.0,423.0,10.1,295.0,7.0,128.0,3.0,17.0,0.4,0.0,66.0,9.0,4.0,9.0,55.0,1.0,0.0,119.8,7.5
55.0,Richie James Jr.,0.14300000000000002,16.0,57.0,569.0,10.0,393.0,6.9,176.0,3.1,15.0,0.3,1.0,70.0,7.0,4.0,2.0,6.0,0.0,3.0,132.5,8.3
56.0,Russell Gage,0.09699999999999999,13.0,51.0,426.0,8.4,255.0,5.0,171.0,3.4,63.0,1.2,2.0,70.0,18.0,5.0,0.0,0.0,0.0,1.0,123.6,9.5
57.0,Rashid Shaheed,0.057,12.0,28.0,488.0,17.6,318.0,11.4,176.0,6.3,32.0,1.1,0.0,34.0,1.0,2.0,4.0,57.0,1.0,0.0,100.5,8.4
58.0,DeVante Parker,0.091,13.0,31.0,539.0,17.4,434.0,14.0,105.0,3.4,40.0,1.3,3.0,47.0,4.0,3.0,0.0,0.0,0.0,0.0,102.9,7.9
59.0,Noah Brown,0.136,16.0,43.0,555.0,12.9,427.0,9.9,128.0,3.0,43.0,1.0,4.0,74.0,11.0,3.0,0.0,0.0,0.0,1.0,114.5,7.2
60.0,Alec Pierce,0.135,16.0,41.0,593.0,14.5,484.0,11.8,109.0,2.7,18.0,0.4,0.0,78.0,6.0,2.0,0.0,0.0,0.0,0.0,112.3,7.0
61.0,Marvin Jones Jr.,0.141,16.0,46.0,529.0,11.5,434.0,9.4,95.0,2.1,21.0,0.5,0.0,81.0,11.0,3.0,0.0,0.0,0.0,0.0,116.9,7.3
62.0,Olamide Zaccheaus,0.153,17.0,40.0,533.0,13.3,348.0,8.7,185.0,4.6,42.0,1.1,3.0,61.0,6.0,3.0,2.0,7.0,0.0,1.0,110.0,6.5
63.0,Kalif Raymond,0.127,17.0,47.0,616.0,13.1,398.0,8.5,218.0,4.6,31.0,0.7,2.0,64.0,9.0,0.0,7.0,36.0,0.0,1.0,116.2,6.8
64.0,Mecole Hardman Jr.,0.055,8.0,25.0,297.0,11.9,137.0,5.5,160.0,6.4,25.0,1.0,1.0,34.0,10.0,4.0,4.0,31.0,2.0,0.0,93.8,11.7
65.0,DJ Chark Jr.,0.092,11.0,30.0,502.0,16.7,368.0,12.3,134.0,4.5,15.0,0.5,0.0,52.0,4.0,3.0,0.0,0.0,0.0,0.0,98.2,8.9
66.0,Chris Moore,0.133,15.0,48.0,548.0,11.4,285.0,5.9,263.0,5.5,49.0,1.0,2.0,74.0,11.0,2.0,3.0,3.0,0.0,0.0,115.1,7.7
67.0,Michael Gallup,0.136,14.0,39.0,424.0,10.9,317.0,8.1,107.0,2.7,29.0,0.7,0.0,74.0,12.0,4.0,0.0,0.0,0.0,0.0,105.4,7.5
68.0,DeAndre Carter,0.11599999999999999,17.0,46.0,538.0,11.7,332.0,7.2,206.0,4.5,41.0,0.9,0.0,65.0,9.0,3.0,2.0,-15.0,0.0,2.0,112.3,6.6
69.0,Josh Reynolds,0.105,12.0,38.0,479.0,12.6,364.0,9.6,115.0,3.0,21.0,0.6,0.0,59.0,13.0,3.0,0.0,0.0,0.0,0.0,103.9,8.7
70.0,Corey Davis,0.109,13.0,32.0,536.0,16.8,427.0,13.3,109.0,3.4,23.0,0.7,1.0,64.0,8.0,2.0,0.0,0.0,0.0,0.0,97.6,7.5
71.0,Isaiah Hodgins,0.086,9.0,37.0,392.0,10.6,300.0,8.1,92.0,2.5,12.0,0.3,2.0,48.0,6.0,4.0,0.0,0.0,0.0,1.0,100.2,11.1
72.0,Marquise Goodwin,0.076,13.0,27.0,387.0,14.3,273.0,10.1,114.0,4.2,48.0,1.8,2.0,42.0,4.0,4.0,2.0,5.0,0.0,0.0,90.2,6.9
73.0,Robert Woods,0.209,17.0,53.0,527.0,9.9,371.0,7.0,156.0,2.9,24.0,0.5,0.0,91.0,13.0,2.0,0.0,0.0,0.0,1.0,115.7,6.8
74.0,Darnell Mooney,0.17,11.0,40.0,493.0,12.3,319.0,8.0,174.0,4.4,13.0,0.3,1.0,61.0,6.0,2.0,1.0,2.0,0.0,0.0,101.5,9.2
75.0,Greg Dortch,0.10099999999999999,16.0,52.0,467.0,9.0,169.0,3.3,298.0,5.7,120.0,2.3,3.0,64.0,5.0,2.0,7.0,44.0,0.0,1.0,113.1,7.1
76.0,Nico Collins,0.11800000000000001,10.0,37.0,481.0,13.0,321.0,8.7,160.0,4.3,27.0,0.7,3.0,66.0,8.0,2.0,0.0,0.0,0.0,0.0,97.1,9.7
77.0,Romeo Doubs,0.124,13.0,42.0,425.0,10.1,229.0,5.5,196.0,4.7,36.0,0.9,0.0,67.0,8.0,3.0,1.0,11.0,0.0,1.0,101.6,7.8
78.0,Chase Claypool,0.14400000000000002,15.0,46.0,451.0,9.8,301.0,6.5,150.0,3.3,52.0,1.1,2.0,79.0,6.0,1.0,9.0,59.0,0.0,1.0,105.0,7.0
79.0,Nick Westbrook-Ikhine,0.115,16.0,25.0,397.0,15.9,285.0,11.4,112.0,4.5,37.0,1.5,1.0,50.0,7.0,3.0,0.0,0.0,0.0,0.0,82.7,5.2
80.0,Demarcus Robinson,0.161,16.0,48.0,458.0,9.5,312.0,6.5,146.0,3.0,59.0,1.2,1.0,75.0,10.0,2.0,0.0,0.0,0.0,1.0,103.8,6.5
81.0,Treylon Burks,0.124,11.0,33.0,444.0,13.5,284.0,8.6,160.0,4.8,52.0,1.6,2.0,54.0,4.0,1.0,4.0,47.0,0.0,0.0,88.1,8.0
82.0,Terrace Marshall Jr.,0.11,13.0,28.0,490.0,17.5,350.0,12.5,140.0,5.0,64.0,2.3,1.0,47.0,6.0,1.0,0.0,0.0,0.0,0.0,83.0,6.4
83.0,Van Jefferson,0.085,10.0,24.0,369.0,15.4,331.0,13.8,38.0,1.6,11.0,0.5,0.0,44.0,5.0,3.0,0.0,0.0,0.0,0.0,78.9,7.9
84.0,Trent Sherfield,0.091,16.0,30.0,417.0,13.9,273.0,9.1,144.0,4.8,26.0,0.9,1.0,51.0,8.0,2.0,0.0,0.0,0.0,0.0,83.7,5.2
85.0,Kendrick Bourne,0.09300000000000001,16.0,35.0,434.0,12.4,289.0,8.3,145.0,4.1,26.0,0.7,2.0,48.0,4.0,1.0,6.0,39.0,0.0,0.0,88.3,5.5
86.0,Allen Robinson II,0.10099999999999999,10.0,33.0,339.0,10.3,268.0,8.1,71.0,2.2,9.0,0.3,0.0,52.0,14.0,3.0,0.0,0.0,0.0,0.0,84.9,8.5
87.0,Quez Watkins,0.091,17.0,33.0,354.0,10.7,208.0,6.3,146.0,4.4,31.0,0.9,1.0,51.0,4.0,3.0,3.0,1.0,0.0,1.0,84.5,5.0
88.0,Elijah Moore,0.111,16.0,37.0,446.0,12.1,331.0,8.9,115.0,3.1,31.0,0.8,2.0,65.0,7.0,1.0,5.0,5.0,0.0,0.0,88.1,5.5
89.0,Jamal Agnew,0.055999999999999994,15.0,23.0,187.0,8.1,66.0,2.9,121.0,5.3,20.0,0.9,0.0,30.0,6.0,3.0,12.0,86.0,0.0,0.0,72.3,4.8
90.0,Trenton Irwin,0.038,9.0,15.0,231.0,15.4,172.0,11.5,59.0,3.9,18.0,1.2,0.0,23.0,5.0,4.0,1.0,11.0,0.0,0.0,63.2,7.0
91.0,Randall Cobb,0.09300000000000001,13.0,34.0,417.0,12.3,232.0,6.8,185.0,5.4,48.0,1.4,1.0,50.0,7.0,1.0,0.0,0.0,0.0,0.0,81.7,6.3
92.0,Jauan Jennings,0.111,16.0,35.0,416.0,11.9,240.0,6.9,176.0,5.0,49.0,1.4,3.0,56.0,3.0,1.0,0.0,0.0,0.0,0.0,82.6,5.2
93.0,Rondale Moore,0.08800000000000001,8.0,41.0,414.0,10.1,133.0,3.2,281.0,6.9,86.0,2.1,5.0,56.0,6.0,1.0,6.0,-5.0,0.0,0.0,87.9,11.0
94.0,Julio Jones,0.059000000000000004,10.0,24.0,299.0,12.5,175.0,7.3,124.0,5.2,29.0,1.2,2.0,43.0,6.0,2.0,5.0,45.0,0.0,0.0,70.4,7.0
95.0,Dante Pettis,0.114,17.0,19.0,245.0,12.9,182.0,9.6,63.0,3.3,7.0,0.4,1.0,41.0,4.0,3.0,2.0,37.0,0.0,0.0,65.2,3.8
96.0,Laviska Shenault Jr.,0.065,13.0,27.0,272.0,10.1,-59.0,-2.2,331.0,12.3,85.0,3.1,0.0,32.0,2.0,1.0,9.0,65.0,1.0,0.0,72.7,5.6
97.0,Ben Skowronek,0.11800000000000001,14.0,39.0,376.0,9.6,239.0,6.1,137.0,3.5,26.0,0.7,0.0,61.0,3.0,0.0,1.0,17.0,1.0,0.0,84.3,6.0
98.0,Tutu Atwell,0.068,12.0,18.0,298.0,16.6,237.0,13.2,61.0,3.4,17.0,0.9,2.0,35.0,2.0,1.0,9.0,34.0,1.0,0.0,63.2,5.3
99.0,Tyquan Thornton,0.087,12.0,22.0,247.0,11.2,179.0,8.1,68.0,3.1,13.0,0.6,0.0,45.0,5.0,2.0,3.0,16.0,1.0,0.0,66.3,5.5
100.0,Nelson Agholor,0.102,15.0,31.0,362.0,11.7,218.0,7.0,144.0,4.6,38.0,1.2,1.0,53.0,2.0,2.0,0.0,0.0,0.0,2.0,75.2,5.0
101.0,Ray-Ray McCloud III,0.07,17.0,14.0,243.0,17.4,151.0,10.8,92.0,6.6,9.0,0.6,0.0,25.0,1.0,1.0,4.0,78.0,1.0,0.0,58.1,3.4
102.0,Equanimeous St. Brown,0.106,16.0,21.0,323.0,15.4,234.0,11.1,89.0,4.2,17.0,0.8,0.0,38.0,2.0,1.0,6.0,54.0,0.0,0.0,64.7,4.0
103.0,Justin Watson,0.055,17.0,15.0,315.0,21.0,255.0,17.0,60.0,4.0,10.0,0.7,0.0,34.0,2.0,2.0,0.0,0.0,0.0,0.0,58.5,3.4
104.0,Hunter Renfrow,0.09,10.0,36.0,330.0,9.2,181.0,5.0,149.0,4.1,35.0,1.0,2.0,50.0,5.0,2.0,0.0,0.0,0.0,1.0,79.0,7.9
105.0,Kadarius Toney,0.040999999999999995,9.0,16.0,171.0,10.7,63.0,3.9,108.0,6.8,44.0,2.8,4.0,20.0,5.0,2.0,7.0,82.0,1.0,1.0,57.3,6.4
106.0,Braxton Berrios,0.069,17.0,18.0,145.0,8.1,53.0,2.9,92.0,5.1,15.0,0.8,1.0,32.0,5.0,0.0,9.0,91.0,2.0,0.0,57.7,3.4
107.0,Shi Smith,0.096,17.0,22.0,296.0,13.5,140.0,6.4,156.0,7.1,32.0,1.5,1.0,41.0,5.0,2.0,0.0,0.0,0.0,1.0,61.6,3.6
108.0,Damiere Byrd,0.057999999999999996,12.0,13.0,268.0,20.6,163.0,12.5,105.0,8.1,14.0,1.1,1.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,51.8,4.3
109.0,Rashod Bateman,0.06,6.0,15.0,285.0,19.0,152.0,10.1,133.0,8.9,11.0,0.7,1.0,28.0,1.0,2.0,0.0,0.0,0.0,1.0,53.5,8.9
110.0,A.J. Green,0.07400000000000001,13.0,24.0,236.0,9.8,175.0,7.3,61.0,2.5,30.0,1.3,2.0,47.0,6.0,2.0,0.0,0.0,0.0,0.0,61.6,4.7
111.0,Jarvis Landry,0.079,9.0,25.0,272.0,10.9,211.0,8.4,61.0,2.4,20.0,0.8,1.0,39.0,6.0,1.0,0.0,0.0,0.0,0.0,60.2,6.7
112.0,Michael Thomas,0.045,3.0,16.0,171.0,10.7,150.0,9.4,21.0,1.3,2.0,0.1,0.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,51.1,17.0
113.0,Tre'Quan Smith,0.055,10.0,19.0,278.0,14.6,212.0,11.2,66.0,3.5,33.0,1.7,2.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,52.8,5.3
114.0,Kendall Hinton,0.061,11.0,24.0,311.0,13.0,172.0,7.2,139.0,5.8,52.0,2.2,3.0,33.0,4.0,0.0,2.0,13.0,0.0,0.0,56.4,5.1
115.0,Robbie Chosen,0.10300000000000001,12.0,20.0,282.0,14.1,186.0,9.3,96.0,4.8,5.0,0.3,0.0,44.0,3.0,1.0,0.0,0.0,0.0,1.0,52.2,4.4
116.0,Phillip Dorsett II,0.07200000000000001,15.0,20.0,257.0,12.9,195.0,9.8,62.0,3.1,11.0,0.6,0.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,51.7,3.4
117.0,Sammy Watkins,0.05,9.0,16.0,325.0,20.3,199.0,12.4,126.0,7.9,6.0,0.4,0.0,27.0,5.0,0.0,0.0,0.0,0.0,1.0,46.5,5.2
118.0,Wan'Dale Robinson,0.063,6.0,23.0,227.0,9.9,101.0,4.4,126.0,5.5,26.0,1.1,1.0,31.0,2.0,1.0,2.0,-1.0,0.0,0.0,51.6,8.6
119.0,KhaDarel Hodge,0.05,13.0,13.0,202.0,15.5,141.0,10.8,61.0,4.7,3.0,0.2,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,41.2,3.2
120.0,Dyami Brown,0.026000000000000002,9.0,5.0,143.0,28.6,112.0,22.4,31.0,6.2,2.0,0.4,1.0,14.0,0.0,2.0,1.0,15.0,0.0,0.0,32.8,3.6
121.0,Ashton Dulin,0.038,10.0,15.0,207.0,13.8,172.0,11.5,35.0,2.3,15.0,1.0,1.0,22.0,4.0,1.0,2.0,8.0,0.0,0.0,42.5,4.3
122.0,Velus Jones Jr.,0.028999999999999998,11.0,7.0,107.0,15.3,70.0,10.0,37.0,5.3,8.0,1.1,0.0,14.0,2.0,1.0,9.0,103.0,1.0,3.0,34.0,3.1
123.0,Byron Pringle,0.045,10.0,10.0,135.0,13.5,121.0,12.1,14.0,1.4,0.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,35.5,3.6
124.0,Khalil Shakir,0.036000000000000004,10.0,10.0,161.0,16.1,78.0,7.8,83.0,8.3,14.0,1.4,1.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,34.1,3.4
125.0,Jalen Nailor,0.02,8.0,9.0,179.0,19.9,112.0,12.4,67.0,7.4,37.0,4.1,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,32.9,4.1
126.0,Brandon Powell,0.057999999999999996,17.0,24.0,156.0,6.5,-28.0,-1.2,184.0,7.7,12.0,0.5,0.0,32.0,4.0,0.0,17.0,80.0,0.0,0.0,47.6,2.8
127.0,Amari Rodgers,0.039,15.0,16.0,204.0,12.8,130.0,8.1,74.0,4.6,16.0,1.0,2.0,25.0,1.0,1.0,2.0,7.0,0.0,2.0,39.1,2.6
128.0,River Cracraft,0.025,8.0,9.0,102.0,11.3,76.0,8.4,26.0,2.9,1.0,0.1,0.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,31.2,3.9
129.0,Marquez Callaway,0.065,10.0,16.0,158.0,9.9,123.0,7.7,35.0,2.2,17.0,1.1,0.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,37.8,3.8
130.0,David Bell,0.069,15.0,24.0,214.0,8.9,139.0,5.8,75.0,3.1,25.0,1.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,45.4,3.0
131.0,Sterling Shepard,0.049,3.0,13.0,154.0,11.8,99.0,7.6,55.0,4.2,27.0,2.1,1.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,34.4,11.5
132.0,Skyy Moore,0.052000000000000005,16.0,22.0,250.0,11.4,102.0,4.6,148.0,6.7,37.0,1.7,2.0,33.0,1.0,0.0,3.0,24.0,0.0,3.0,43.4,2.7
133.0,Zach Pascal,0.038,15.0,15.0,150.0,10.0,64.0,4.3,86.0,5.7,8.0,0.5,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,2.4
134.0,Keelan Cole Sr.,0.048,12.0,10.0,141.0,14.1,112.0,11.2,29.0,2.9,13.0,1.3,0.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,30.1,2.5
135.0,Scott Miller,0.055,12.0,23.0,185.0,8.0,152.0,6.6,33.0,1.4,7.0,0.3,0.0,40.0,4.0,0.0,1.0,8.0,0.0,0.0,42.3,3.5
136.0,Jalen Reagor,0.024,17.0,8.0,104.0,13.0,76.0,9.5,28.0,3.5,8.0,1.0,0.0,13.0,1.0,1.0,4.0,25.0,0.0,0.0,26.9,1.6
137.0,KJ Hamler,0.026000000000000002,7.0,7.0,165.0,23.6,142.0,20.3,23.0,3.3,9.0,1.3,0.0,14.0,0.0,0.0,2.0,23.0,0.0,0.0,25.8,3.7
138.0,Denzel Mims,0.043,9.0,11.0,186.0,16.9,111.0,10.1,75.0,6.8,52.0,4.7,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,29.6,3.3
139.0,Lawrence Cager,0.032,6.0,13.0,118.0,9.1,40.0,3.1,78.0,6.0,13.0,1.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,30.8,5.1
