"155","Justin Fields","QB","CHI","6.7","4.5","3.9","8.3","8.8","14.3","4.2","26.3","19.1","BYE","3.5","-","-","20.4","16.9","-","-","-","11.4","136.8"
"156","Mason Crosby","K","FA","3","5","16","9","16","6","6","6","1","5","9","13","-","9","7","6","13","4","7.9","134"
"157","Darren Waller","TE","NYG","26.5","11.5","10.4","15","8.5","10.9","-","-","16.2","6.4","18.6","5.3","-","-","-","-","-","4.2","12.1","133.5"
"158","Jarvis Landry","WR","FA","19.4","1.9","-","-","-","-","8.7","10","4.1","6.6","14.2","15.1","-","15.1","-","9.5","8.9","19.5","11.1","133"
"159","Kalif Raymond","WR","DET","8.9","3.8","12.8","19.6","0","9.7","17.6","0","BYE","6.9","0","4.6","5.3","13.1","4","4.7","-","21.4","8.3","132.4"
"159","Jared Cook","TE","FA","10.6","5.8","4.7","19","3.9","12.5","-","4.5","10.8","2","5.8","10.5","5.9","8.8","6.2","9.4","-","12","8.3","132.4"
"161","Emmanuel Sanders","WR","FA","9.2","6.8","26.4","13.1","20.4","14.1","-","0","10.5","7.1","5.6","5.8","5.2","3.5","-","4","-","-","9.4","131.7"
"162","Kansas City Chiefs","DST","KC","5","7","0","2","-1","8","3","6","11","7","15","BYE","17","24","3","12","3","9","7.7","131"
"163","Randy Bullock","K","FA","-","15","5","12","7","11","11","12","4","11","1","1","-","9","7","9","11","4","8.1","130"
"164","Odell Beckham Jr.","WR","BAL","-","-","13.7","5.1","4","12.9","4.3","1.6","-","3.8","-","19.1","10.8","19.7","1.7","13.7","14.9","3.8","9.2","129.1"
"165","Brandon McManus","K","JAC","9","13","16","1","7","6","2","6","13","7","-","4","4","10","6","10","9","6","7.6","129"
"166","C.J. Uzomah","TE","NYJ","5.5","2.4","0","26.5","3.6","10.5","24.1","7.3","6.4","-","2.9","3.9","5","9.6","4.8","8.6","7.2","-","8","128.3"
"167","J.D. McKissic","RB","FA","0.8","20.3","5.8","16.9","1.7","19","9.6","17.3","-","7.9","6","22.6","-","-","-","-","-","-","11.6","127.9"
"168","Christian McCaffrey","RB","SF","27.7","24.7","6","-","-","BYE","-","-","14.6","26.1","24.9","3.5","-","-","-","-","-","-","18.2","127.5"
"169","Laviska Shenault Jr.","WR","CAR","12.9","1.7","8.8","17","6.8","11.4","-","4.1","6","5.1","8","8.3","6.1","7.4","8.9","-","3.3","11.2","7.9","127"
"170","Byron Pringle","WR","WAS","1.6","14.3","3.2","4.3","7.1","8.5","12.3","2.2","BYE","14.6","4.7","-","2.4","3.8","5.2","25.5","6.5","10.6","7.9","126.8"
"171","Taysom Hill","TE","NO","0.2","1.6","9.2","18.8","2.1","BYE","-","-","1.7","5.2","-","-","24.7","26.3","9.5","-","17.4","10.1","10.6","126.7"
"172","Arizona Cardinals","DST","ARI","16","1","21","5","8","12","11","1","12","3","8","BYE","11","2","3","2","3","7","7.4","126"
"173","Gabe Davis","WR","BUF","12","-","3.3","0","2.6","4.5","BYE","12.9","0","13.5","4.7","6.7","11","15.3","25.5","-","7","6.9","8.4","125.9"
"174","Alexander Mattison","RB","MIN","1.6","3.8","23.1","2","26.3","1","BYE","2","1.3","5","0.5","10.8","21.4","2.7","-","16","5.3","3.1","7.9","125.9"
"175","Younghoe Koo","K","ATL","6","5","6","6","11","BYE","12","10","9","3","0","3","5","12","8","11","7","11","7.4","125"
"176","Brandon Bolden","RB","LV","0.5","-","5.2","11.1","7.1","1.2","19.9","2.6","10.1","10","3.6","9.4","6.5","-","7.4","4.4","4.5","20.6","7.8","124.1"
"177","Minnesota Vikings","DST","MIN","5","12","3","4","9","10","BYE","8","12","5","1","9","6","6","15","5","-4","18","7.3","124"
"178","Kenneth Gainwell","RB","PHI","12.3","7.2","6.4","20.9","3.4","1.1","14.1","2.7","6.3","2.4","-","6.2","19.7","BYE","0","1.6","0.4","18.7","7.7","123.4"
"179","Graham Gano","K","NYG","1","22","6","8","12","3","15","5","11","BYE","4","7","11","1","7","6","3","1","7.2","123"
"179","Tennessee Titans","DST","TEN","0","2","3","3","13","4","17","12","16","6","0","-2","BYE","21","4","7","15","2","7.2","123"
"181","Rashaad Penny","RB","PHI","0.8","-","-","-","-","-","0.9","0.7","-","-","1.9","-","7.2","26.8","6.4","19.5","32.5","25","12.2","121.7"
"182","Cole Kmet","TE","CHI","9.2","1","2.1","1.6","4.2","8.9","9.3","5.4","14.7","BYE","2.2","14.5","7.1","4.7","13.1","8.9","5.5","8.8","7.1","121.2"
"183","Braxton Berrios","WR","MIA","10.1","14.3","4.6","2.5","1.6","-","0","9.3","2.5","4.9","0","6.7","2.1","11.2","10.6","15","25.7","-","7.6","121.1"
"183","Antonio Brown","WR","FA","23.7","2.7","-","13.3","31.4","24.3","-","-","-","-","-","-","-","-","-","20.1","5.6","-","17.3","121.1"
"185","Los Angeles Rams","DST","LAR","8","8","3","-1","7","16","7","7","5","1","BYE","2","10","8","9","11","13","7","7.1","121"
"186","Jameis Winston","QB","NO","29.6","10.3","13.5","13","26.8","BYE","16.9","10.2","-","-","-","-","-","-","-","-","-","-","17.2","120.4"
"187","Jamaal Williams","RB","NO","25","6.7","14.7","6.6","8.5","1.9","5.7","-","-","-","1.1","13.3","9","-","-","7.7","13.4","6.2","9.2","119.8"
"188","Denver Broncos","DST","DEN","8","9","19","3","3","1","4","17","7","4","BYE","17","4","10","4","9","-1","1","7","119"
"189","San Francisco 49ers","DST","SF","10","8","0","2","5","BYE","4","6","1","16","11","5","9","9","9","5","9","9","6.9","118"
"190","Gerald Everett","TE","LAC","10","1.3","10.4","-","-","6","5.3","1.2","-","14.3","6.7","14.7","0.7","10.8","10","16.8","6.6","3","7.9","117.8"
"191","Miles Sanders","RB","CAR","17.3","6.9","8.5","7.7","10.1","8.6","3.7","-","-","-","7.4","7.4","17.2","-","16.6","5.8","-","-","9.8","117.2"
"192","Ty Johnson","RB","FA","3.6","5","3.3","3.3","11.4","-","13.1","19.6","12.1","8.8","2.3","4.2","3.5","9.7","-","-","17.2","-0.1","7.8","117"
"192","Green Bay Packers","DST","GB","-4","6","7","7","7","7","14","8","5","17","1","13","BYE","13","0","13","6","-3","6.9","117"
"194","Clyde Edwards-Helaire","RB","KC","10.2","2.6","16.9","18.3","3.4","-","-","-","-","-","15.6","BYE","11.2","19.2","9","10.1","-","-","11.7","116.5"
"195","Quez Watkins","WR","PHI","5.3","13.7","6.6","6.3","7.8","9.4","5.7","3.8","2.9","7.3","0","4.6","9","BYE","3.4","7.3","3.5","19.4","6.8","116"
"195","Cairo Santos","K","CHI","2","8","7","6","10","2","3","11","9","BYE","1","11","2","14","3","5","10","12","6.8","116"
"197","Jason Sanders","K","MIA","6","0","11","5","5","8","4","5","6","10","6","10","10","BYE","7","9","3","10","6.8","115"
"198","Rhamondre Stevenson","RB","NE","0.1","-","-","-","2.3","15.2","-","4.1","12.6","27.4","8.5","4.6","7.8","BYE","5","-","22.7","4.6","9.6","114.9"
"199","Deonte Harty","WR","BUF","15.2","2","6.1","10.2","14.2","-","BYE","8.7","11.2","10","3.1","1.9","19.9","-","-","-","4.3","6.3","8.7","113.1"
"200","Nyheim Hines","RB","BUF","14.2","3.2","18.9","1.1","1.8","3.2","2.2","6.4","20.8","4.9","3.1","3.9","8.6","-","7.8","2.8","5.8","3.9","6.6","112.6"
"201","Robbie Gould","K","FA","14","6","4","-","-","-","-","-","5","9","14","11","7","8","7","6","11","10","8.6","112"
"202","Philadelphia Eagles","DST","PHI","10","1","8","-1","12","1","1","21","0","15","11","5","5","BYE","3","16","6","-3","6.5","111"
"202","Pittsburgh Steelers","DST","PIT","14","2","2","5","5","8","BYE","10","7","5","2","0","10","0","16","-2","14","13","6.5","111"
"204","Kareem Hunt","RB","FA","17.1","6.3","27.5","16.6","25.9","10.8","-","-","-","-","-","2","-","3.8","-","-","-","-","13.8","110"
"205","Jamison Crowder","WR","NYG","-","-","-","19.1","8.4","-","7.4","16.4","8.8","5","16.4","1.5","10.2","4.9","9","-","-","2.6","9.1","109.7"
"206","Donovan Peoples-Jones","WR","CLE","1.4","0.4","5.9","0","12","26.1","-","-","16.6","2.6","-","3","BYE","14","8.8","1.5","10.6","6.8","7.8","109.7"
"207","Rondale Moore","WR","ARI","10.8","24.4","2.4","6.7","14.7","5.6","3.7","3.5","7.5","3.1","16.1","BYE","2","4.6","4","-","-","-","7.8","109.1"
"207","Bryan Edwards","WR","NO","12.1","7","11.9","1.4","4.2","8.7","13.3","-","0","17.8","0","2.2","6","4.4","9.8","-","0","10.3","6.8","109.1"
"209","Mark Ingram II","RB","FA","14.5","5","3","2.4","4.1","10.1","5.7","7.2","11.4","20.8","15.3","-","3.6","-","3.8","1.7","-","-","7.8","108.6"
"210","Cincinnati Bengals","DST","CIN","5","6","12","1","4","7","6","7","-2","BYE","10","19","6","5","9","3","-1","11","6.4","108"
"211","Nick Westbrook-Ikhine","WR","TEN","2","1.6","13.3","5.9","-","5.7","-","9.6","2.4","2","17.7","10.5","BYE","6.1","7.2","5.8","0","17.8","7.2","107.6"
"212","David Njoku","TE","CLE","10.6","3.8","-","3.7","27.9","1.6","3.8","6.9","8.8","2.1","4.1","12.5","BYE","-","5.9","0","12.8","3.1","7.2","107.6"
"213","Zay Jones","WR","JAC","12.6","-","2.5","1.5","1.6","-","5.3","-","3","3.2","3","11.3","5.1","5.5","12.7","11","19.9","7.7","7.1","105.9"
"214","Zack Moss","RB","IND","-","15.4","18.1","12.1","12.2","5.9","-","11.8","4.4","8.7","0.5","-","5.3","BYE","-","3.5","3.9","3.4","8.1","105.2"
"214","Corey Davis","WR","NYJ","26.7","2.8","9.1","21.1","8.5","BYE","14.7","-","-","12.3","6.5","-","3.5","-","-","-","-","-","11.7","105.2"
"216","Chicago Bears","DST","CHI","0","20","5","9","9","3","-2","-1","11","BYE","9","4","0","5","7","2","21","3","6.2","105"
"217","Rex Burkhead","RB","FA","1.6","-","1.5","-0.1","-","0","0","13.8","0.9","-","4","8.4","5.5","10.6","5.7","28.9","13.9","9.6","7","104.3"
"218","D'Ernest Johnson","RB","JAC","-","-","0.9","0","-","1.9","24.8","9.9","1.6","22.7","2.6","-","-","3.9","5.5","7.6","2.4","20.3","8","104.1"
"219","Cleveland Browns","DST","CLE","1","5","16","8","0","-2","5","3","18","-2","8","11","BYE","14","7","0","4","8","6.1","104"
"219","Jason Myers","K","SEA","4","6","7","4","5","10","6","7","BYE","0","7","1","4","7","4","6","18","8","6.1","104"
"221","Latavius Murray","RB","BUF","8.8","9.6","2.8","11.9","5","13.6","BYE","-","-","-","5.3","1.4","5.5","6.1","6.1","3.4","3.1","21","7.4","103.6"
"222","DeVante Parker","WR","NE","12.1","9.2","8.2","17.7","-","-","-","16.5","-","-","-","-","11.2","BYE","16.8","0","8.6","3.2","10.4","103.5"
"223","Rashod Bateman","WR","BAL","-","-","-","-","-","6.9","11","BYE","10.2","14","5.9","7.1","0","17.3","1.5","12.6","12.8","4.2","8.6","103.5"
"224","Nelson Agholor","WR","BAL","18.2","5.1","3.7","8.9","6.2","3.8","13.1","9","0","4.1","15","5","0.6","-","7.4","-","-","3.3","6.9","103.4"
"225","Evan Engram","TE","JAC","-","-","2.1","7.4","9.5","5.4","10.4","10.5","12.8","-","3.2","6.7","10.1","1.8","7.3","11.7","2.2","1.4","6.8","102.5"
"226","Kenyan Drake","RB","FA","12","10.5","8.7","0.2","1.1","21.3","16.9","-","16","5.1","3.9","5","1.8","-","-","-","-","-","8.5","102.5"
"227","Michael Badgley","K","WAS","1","-","-","-","-","8","7","7","9","11","11","8","7","-","10","9","10","4","7.8","102"
"228","Joey Slye","K","WAS","14","3","5","-","5","-","8","16","BYE","12","9","3","-","-","-","2","12","11","8.3","100"
"229","Boston Scott","RB","PHI","0","-","2.5","-","-","-","9.9","18","4","12.5","3.8","13.2","0","BYE","-","10.1","24.6","-","9","98.6"
"230","Zane Gonzalez","K","SF","-","9","6","4","14","9","4","17","7","17","3","5","-","3","-","-","-","-","8.2","98"
"231","Jalen Guyton","WR","LAC","7.9","4.2","0.3","3.9","5.5","2.5","BYE","2.8","2.9","0","3","4.3","18.9","17.7","9","-","3.1","11.2","6.1","97.2"
"232","Seattle Seahawks","DST","SEA","6","4","0","6","3","3","8","13","BYE","4","2","8","9","6","7","4","5","7","5.6","95"
"233","Zach Pascal","WR","ARI","20.3","14.8","5.1","8.4","7.8","0","4.4","9.3","9.8","2.9","0.9","1.2","2.8","-","3.3","-","1.8","1.7","5.9","94.5"
"234","D'Onta Foreman","RB","CHI","-","-","-","-","-","-","-","-","2.9","9.8","5","10.2","-","14.2","15.5","7.7","19.2","9.4","10.4","93.9"
"235","Randall Cobb","WR","NYJ","4.3","5.6","0","23.9","5","BYE","5.2","16.5","8","5.1","2.5","17.5","-","-","-","-","-","-","8.5","93.6"
"236","Andy Dalton","QB","CAR","6.5","8.7","-","-","0.3","-","-","-","-","-","16","16.8","15.8","-","-","-","11.3","17.7","11.7","93.2"
"237","Trevor Siemian","QB","CIN","-","-","-","-","-","-","-","10.6","16","19.9","26.2","9.8","-","-","-","-","-","10.7","15.5","93.2"
"238","Chase McLaughlin","K","TB","3","7","19","9","10","2","7","4","11","1","1","5","-","7","2","-","2","3","5.8","93"
"239","Joshua Palmer","WR","LAC","2.7","4.1","-","-","3.2","1.8","BYE","9.4","4.2","5.2","3.3","4.5","0","17.6","2.5","15.3","4.6","14.5","6.2","92.9"
"240","Austin Hooper","TE","LV","5.7","9","9.9","2.1","2","1.4","6.2","6.6","3.4","12.5","9.3","0","-","14","-","5.6","4.8","-","6.2","92.5"
"241","Washington Commanders","DST","WAS","5","3","-4","6","5","8","7","7","BYE","5","1","5","3","14","7","-1","2","19","5.4","92"
"242","Michael Gallup","WR","DAL","7.6","-","-","-","-","-","BYE","-","-","7.2","9.4","15.6","14.6","11","6.2","7.3","12.6","-","10.2","91.5"
"243","Cam Newton","QB","FA","-","-","-","-","-","-","-","-","-","11.7","26.2","8.2","-","14.8","24.3","5.6","0.5","0","11.4","91.4"
"244","Olamide Zaccheaus","WR","PHI","-","4.2","12.2","2.5","4","-","2.3","2.2","20.8","4.2","5.3","1.5","7.6","BYE","7.3","5.2","2.8","7.7","6","89.8"
"245","Ameer Abdullah","RB","LV","3.9","0","2.4","1.2","0.2","0","0","9.6","7","9.1","0.6","4.4","-","5.3","15.5","3.9","9.2","17.2","5.3","89.5"
"246","Kenny Golladay","WR","FA","10.4","6.8","10.4","17.6","0","-","-","-","4.8","-","2.2","8","6.7","3.5","8.3","5.2","0","5.2","6.4","89.1"
"247","Carolina Panthers","DST","CAR","9","12","8","-4","8","9","2","11","7","12","5","4","BYE","2","5","-1","3","-3","5.2","89"
"248","Tre'Quan Smith","WR","NO","-","-","-","-","-","BYE","2.1","12.3","8.3","14.4","11.4","7.1","3.5","6.3","3.7","-","-","18.6","8.8","87.7"
"249","Allen Robinson II","WR","PIT","9.5","10.4","4.7","9.3","7.2","9.3","3.6","5.1","10.8","-","-","-","-","3.4","-","-","7.5","6.2","7.3","87"
"249","Marquez Valdes-Scantling","WR","KC","4.7","0","14.9","-","-","-","-","-","3.9","5.1","22.3","9","-","5","20.8","-","1.3","0","7.9","87"
"249","Matthew Wright","K","FA","-","-","-","3","1","16","-","1","11","5","4","6","1","0","10","11","4","14","6.2","87"
"249","Houston Texans","DST","HOU","7","5","3","-1","5","1","7","-3","15","BYE","16","6","2","-1","10","12","3","0","5.1","87"
"253","Tyrod Taylor","QB","NYG","23.6","16.5","-","-","-","-","-","-","8.9","BYE","19.1","16.3","2.3","-","-","-","-","-","14.5","86.7"
"254","Tyler Huntley","QB","BAL","-","-","-","-","-","1","1.6","BYE","-","-","11.8","-","-","15.3","35.9","-","12.3","8.8","12.4","86.6"
"255","Freddie Swain","WR","MIA","0.5","21","3.1","11","1.9","1.6","8.7","0","-","0","0","10.2","4.8","0.3","3.5","1.9","8.5","9.5","5.1","86.5"
"256","DeAndre Carter","WR","LV","0","0.2","0","9.4","11.3","0","4.1","14.1","-","15","9.9","8.6","1.6","3.2","4.4","3","0.6","1.1","5.1","86.5"
"257","Justin Jackson","RB","FA","1.7","3.9","0","5.3","-","1.7","-","7.9","-","-","0.2","0","4.1","5.2","10.9","34.2","9.1","2","6.2","86.2"
"258","New York Giants","DST","NYG","4","2","6","2","2","2","17","7","14","BYE","2","13","3","-2","5","0","5","4","5.1","86"
"259","Foster Moreau","TE","NO","-","11.4","1.8","-","0","2.1","18","-","0","0","8.9","1.3","4.4","4.3","13.5","10.7","1.9","7","5.7","85.3"
"260","Baltimore Ravens","DST","BAL","4","3","3","11","6","11","-1","BYE","-1","5","9","11","2","3","2","-1","14","4","5","85"
"260","Jerry Jeudy","WR","DEN","13.2","-","-","-","-","-","-","7.9","12.9","11.1","BYE","4.5","11.7","9.7","0","9","-","5","8.5","85"
"262","Henry Ruggs III","WR","FA","6.6","22.5","12.5","9","8.1","18.7","7.1","-","-","-","-","-","-","-","-","-","-","-","12.1","84.5"
"263","Nico Collins","WR","HOU","1.7","4.2","-","-","-","8.4","4.8","9.5","5.5","BYE","1.9","4.8","0","11.9","3.4","12.3","5.5","9.7","6","83.6"
"264","Samaje Perine","RB","DEN","3.9","0","1.7","3.2","18.3","-","14.5","3.6","5.7","-","5.1","2.5","6.1","7.3","6.3","2.6","2.4","-","5.5","83.2"
"265","Laquon Treadwell","WR","BAL","-","0","-","-","-","0","-","BYE","0","2.8","2.1","9.3","10.2","10.8","11.7","9.4","14.7","11.4","6.9","82.4"
"266","Kadarius Toney","WR","KC","1.8","-","3.6","13.9","29.6","6.6","-","7.4","1.7","-","11","BYE","-","-","-","6.8","-","-","9.2","82.4"
"267","Jauan Jennings","WR","SF","-","9.7","-","2.4","-","BYE","0","0","-","1.3","1.4","10.4","1.8","7.6","11.8","3.9","4.5","27.4","6.3","82.2"
"268","David Johnson","RB","FA","11.8","6.7","1.1","7.8","10.1","1.1","10.2","1.3","7","-","6.4","7.5","-","-","3.7","-","-","6.6","6.3","81.3"
"269","Josh Reynolds","WR","DET","-","0","-","11.9","1.8","-","5.3","-","BYE","-","0","16","10.9","8.2","18.8","5.6","-","2.1","7.3","80.6"
"270","Julio Jones","WR","FA","5.9","18.8","7.7","-","-","8.9","5.8","-","7.5","-","-","-","-","7.3","0","1.7","-","16.8","8","80.4"
"271","Mo Alie-Cox","TE","IND","0","2.8","3.4","19.2","8","9.8","11.5","0","3.8","1.6","0","1.8","1","BYE","0","6.2","5.8","4.7","4.7","79.6"
"272","Adam Humphries","WR","FA","3","11.4","1.7","2.9","10.3","0.6","6.6","5.5","-","1.5","5","3.4","7.8","7.4","5.3","2.4","3.2","1.3","4.7","79.3"
"273","Jack Doyle","TE","FA","5.1","13.4","2","3.4","1.4","0","0","9.2","7.1","6.1","6","20.1","2.3","-","1","-","-","2.1","5.3","79.2"
"273","Ronald Jones II","RB","DAL","-0.6","4.6","1.1","8.5","4.6","3.9","4.3","2.9","-","-","9.3","9.7","1.2","0.8","9.1","16.1","3.7","-","5.3","79.2"
"275","Keelan Cole Sr.","WR","LV","-","-","5","12.2","5.8","-","1.6","5.5","11.6","2.8","0","4.4","-","3.7","1.9","4.5","5.5","14.4","5.6","78.9"
"276","Khalil Herbert","RB","CHI","0","-","0","0.7","7.5","19.2","18.3","8.8","1.3","BYE","0","0.9","3.7","0.3","6.4","9.8","0.9","1.1","4.9","78.9"
"277","Cameron Brate","TE","FA","-","1.8","7.5","4.9","2.2","5.6","0","3.5","-","7.6","4.7","5.3","7.3","3.1","4.2","9.1","8.5","3.2","4.9","78.5"
"278","Jalen Reagor","WR","MIN","16.9","2.5","10.3","3.1","5.4","0","10.5","3.1","0.4","1.4","0.9","5.1","1.7","-","8.7","3.5","-0.3","4.9","4.6","78.1"
"279","Los Angeles Chargers","DST","LAC","4","5","10","7","-3","6","BYE","3","1","4","-1","3","20","6","4","-3","13","-1","4.6","78"
"280","Sterling Shepard","WR","NYG","24.3","17.5","3.6","-","-","17.6","-","6.5","-","BYE","-","-","-","4.7","3.5","-","-","-","11.1","77.7"
"281","Devin Duvernay","WR","BAL","1.6","0","10.2","6.1","8.5","4.6","1.9","BYE","8.8","8.7","7.7","2.5","4.1","3.7","4.3","-","4.3","0.2","4.8","77.2"
"282","Jacoby Brissett","QB","WAS","0.4","6.6","20.3","14.8","16","1","-","-","10.5","6.6","-","-","-","-","0.2","0","0","-","6.9","76.3"
"283","Albert Okwuegbunam","TE","DEN","8.6","6.4","1.6","2.1","-","-","-","6.4","6.5","10.7","BYE","2.2","5.1","15.1","8.8","0","2.5","0","5.4","76"
"283","Jamal Agnew","WR","JAC","0","6","0","4.8","10.9","12.8","BYE","15.8","6.8","13.9","5","-","-","-","-","0","0","-","6.3","76"
"285","Dan Arnold","TE","PHI","2.6","8.5","4.3","4.9","10.4","4.7","-","14.8","10","13.7","0","1.9","-","BYE","-","-","-","-","6.9","75.8"
"285","DeSean Jackson","WR","FA","4.1","-","21","1.6","7.8","1.6","0","-","-","2.8","0.4","19.2","2.4","2.9","2.1","8.4","1.5","-","5.4","75.8"
"287","T.Y. Hilton","WR","FA","-","-","-","-","-","12","-","3.6","-","1.5","4.6","12.8","4.2","-","2.9","15.1","11.5","5.9","7.4","74.1"
"288","Kyle Juszczyk","RB","SF","1.7","3.7","15.1","8.1","6.5","BYE","-","2.1","3.4","1.6","1.7","5.7","4.1","1.5","8.2","7.5","2.9","-","4.9","73.8"
"289","Jeremy McNichols","RB","FA","6.3","5.9","8.6","16.5","5.5","-","2","6.3","6.5","1.8","-","-","-","1.6","8.1","3.1","1.4","-","5.7","73.6"
"290","Anthony Firkser","TE","NE","4.9","-","-","5.3","6.3","2.1","1.9","1.8","1.7","1.2","7.6","1.7","-","7.4","1.9","2.3","11.4","15.6","4.9","73.1"
"291","Dontrell Hilliard","RB","FA","-","-","-","-","-","-","-","0","-","-","16.2","18.3","-","1.3","9.9","3.4","16.8","6.8","9.1","72.7"
"292","Tyler Johnson","WR","LAR","0","1.5","9.3","0","7.2","-","3.6","11.5","-","4.7","1.8","1.9","1.5","4.7","8.1","0","9","7.2","4.5","72"
"293","Calvin Ridley","WR","JAC","10.1","19.3","14.1","15","-","-","12.6","-","-","-","-","-","-","-","-","-","-","-","14.2","71.1"
"294","Sammy Watkins","WR","FA","13.6","8.4","10.8","8.9","5.5","-","-","-","-","-0.3","7.8","1.8","13.9","0","-","-","-","0","6.4","70.4"
"295","Geoff Swaim","TE","ARI","0","3","5.7","0","0","1.8","1.8","12.3","12.9","6.6","-","1.8","-","7.5","1.5","4","9.9","1.2","4.4","70"
"295","Durham Smythe","TE","MIA","1.9","0","0","2.6","4.3","10.9","6.7","-","4.7","3.3","7.7","8.5","0","BYE","1.4","6.1","6.7","5.2","4.4","70"
"297","Demarcus Robinson","WR","LAR","1.9","13.6","3.7","-","1.8","13.6","1.7","2.8","1.2","5.3","0","-","4.1","-","0","3.5","11.3","4.9","4.6","69.4"
"298","Ricky Seals-Jones","TE","FA","-","8.9","-","3.9","9.1","15.8","11.1","3.2","-","6","-","-","-","1.8","6.9","0.6","1.8","-","6.3","69.1"
"299","Danny Amendola","WR","FA","14.4","1.9","-","-","-","-","4.7","2.3","7.9","-","0","5.3","-","-","-","-","-","32.3","8.6","68.8"
"299","Alex Collins","RB","FA","-","2.5","0.8","15.8","9.2","16.8","5.4","4.4","-","5.9","3.6","1.7","-","2.7","-","-","-","-","6.3","68.8"
"301","Darius Slayton","WR","NYG","9.5","14.4","1.8","-","-","-","11.3","0","0","BYE","5.7","5.7","3.3","0","4.3","1.7","-","10.9","5.3","68.6"
"302","Ka'imi Fairbairn","K","HOU","-","-","-","0","4","3","5","2","10","BYE","11","2","0","9","16","-","1","5","5.2","68"
"303","Jonnu Smith","TE","ATL","9.8","6.8","1.4","10.4","5.2","1.9","7.7","3.3","1.8","-","2.7","8.8","2.1","-","1.5","0","3.5","0.5","4.2","67.4"
"304","Trey Lance","QB","SF","4.4","-","6.1","20.4","15.6","BYE","-","-","-","-","0.4","-","-","-","-","-","20.1","-","11.2","66.9"
"305","Ray-Ray McCloud III","WR","SF","0","0","6.3","1.2","1.1","3.8","-","1","0.2","15.3","3.7","-","1.7","9.2","1","6.5","7.5","7.7","4.1","66.2"
"306","James Washington","WR","NO","3","0","5","10.9","-","1.9","-","1.4","6.5","9.5","3.2","1.3","0","16.5","6.6","0","0","-","4.4","65.8"
"307","Ryan Griffin","TE","FA","5.2","3","1.5","1.8","1.4","-","2.5","1.7","12.8","3.1","6.9","5","9.5","4.8","5.9","-","-","-","4.7","65.1"
"308","Chester Rogers","WR","FA","10.2","4.2","7.6","11.3","4.5","1.7","-","0","0","1.9","6.1","1.2","-","2.3","7","1.3","3.3","2.4","4.1","65"
"308","Las Vegas Raiders","DST","LV","7","5","4","1","3","13","6","BYE","6","-2","4","0","4","-1","1","6","2","6","3.8","65"
"308","Atlanta Falcons","DST","ATL","0","1","5","0","5","BYE","6","3","3","-2","6","6","7","13","1","3","8","0","3.8","65"
"311","Damiere Byrd","WR","CAR","4.9","-","-","-","-","0","2","-","-","-","1.3","8.2","6.6","15.6","9.2","4.1","3.3","9.7","5.9","64.9"
"312","Chris Conley","WR","SF","4.7","2.3","0","0","15.4","2","-","3.4","5.8","-","7.7","-","0","4","3.2","15","1.1","-","4.6","64.6"
"313","Hayden Hurst","TE","CAR","6.8","1.6","0","6.9","12","-","6.5","2.4","3.6","-","-","-","BYE","7.3","2.6","10.1","-","4.3","5.3","64.1"
"314","Jacksonville Jaguars","DST","JAC","-3","9","8","1","2","3","BYE","2","17","2","1","3","-3","5","2","3","-2","14","3.8","64"
"315","Adam Trautman","TE","DEN","4.8","-","0","1.3","6.3","-","4.6","2.4","8.7","8.2","16.8","-","-","-","1.4","-","-","8.8","5.8","63.3"
"316","Jordan Howard","RB","FA","-","-","-","-","-","-","-","17.7","13.1","8.3","6.3","-","-","-","6.9","7.6","2.6","-","8.9","62.5"
"317","Harrison Bryant","TE","CLE","2.7","8.9","0","1.3","0","-","2.5","5.3","4.6","3.8","0","8","BYE","-","9.1","7.1","7.1","1.9","4.2","62.3"
"318","Brett Maher","K","DEN","-","-","-","-","-","-","-","-","-","-","5","0","6","12","10","3","14","12","7.8","62"
"319","Travis Homer","RB","CHI","0","3.4","7.8","0.5","2.8","6.4","1.4","8.2","-","5.5","0.4","-","19","-","-","0","2.7","3.7","4.4","61.8"
"320","Josiah Deguara","TE","GB","-","-","1.4","0","-","1.4","0","4","3.6","2.9","11.7","3.3","BYE","7.4","4.6","2.5","3.1","15.6","4.4","61.5"
"321","Damien Williams","RB","FA","8","2.4","0","15","16.4","-","1.8","-0.3","-","-","-","-","-","2.7","0","2.4","0","12.3","5.1","60.7"
"322","Mack Hollins","WR","ATL","0","0","0","-","2","10.1","9.3","0","11.2","0","15.2","0","7.5","-","0","5","0","0","3.8","60.3"
"323","DeeJay Dallas","RB","SEA","2","0","0","0","5.9","10","0","0.6","BYE","0","9.7","8.1","0","1.6","14.2","7.8","0.1","0.1","3.5","60.1"
"324","Kyle Rudolph","TE","FA","2.8","4.5","-","4.4","2.4","3.8","2.8","9.2","6","-","3.8","-","3.8","8.6","1.9","0","0","5.7","4","59.7"
"325","Duke Johnson Jr.","RB","FA","-","-","-","-","-","-","-","-","-","-","1.8","-","-","-","25.7","3.9","8.5","19.2","11.8","59.1"
"326","Giovani Bernard","RB","FA","3.2","3.6","20.1","-","11.5","2.4","2.5","10.7","-","1.8","1.3","-","2","-","-","-","-","-","5.9","59.1"
"327","Riley Patterson","K","DET","-","-","-","-","-","-","-","-","BYE","-","-","2","13","4","14","10","3","13","8.4","59"
