"328","Donald Parham Jr.","TE","LAC","0","0","2.9","9.7","12.9","3","BYE","0","12.9","2.7","7.8","1.5","2.3","3.3","0","-","-","-","4.2","59"
"329","Detroit Lions","DST","DET","1","-1","7","3","7","3","0","-4","BYE","7","9","4","5","-3","8","6","-3","9","3.4","58"
"329","New York Jets","DST","NYJ","4","3","4","7","4","BYE","-3","4","-3","2","2","8","1","2","12","9","2","0","3.4","58"
"331","Antoine Wesley","WR","FA","-","-","-","-","-","-","-","1.7","9.2","0","8.4","-","-","-","4.9","10.9","19","3.7","7.2","57.8"
"332","Rashard Higgins","WR","FA","-","4.7","4.4","10.3","11.9","0","0.8","4.7","-","0","2.7","-","-","-","5.4","10.8","1.8","-","4.8","57.5"
"333","Marquise Goodwin","WR","CLE","8.3","2","0","0.1","1.8","2.2","3.6","5.2","6","-","20.4","0","BYE","-","-","4.3","0","3.3","4.1","57.2"
"334","Derrick Gore","RB","FA","-","-","-","-","-","-","1.7","10.8","2.9","1.9","-","-","-","16.9","-","13.4","5.5","3","7","56.1"
"335","Jaret Patterson","RB","WAS","0.9","-","-","2.2","1.3","1.3","-","4.6","BYE","0.7","2.3","0","0.2","4.8","8","3.3","20.8","5.5","4","55.9"
"336","Brevin Jordan","TE","HOU","-","-","-","-","-","-","-","13.1","2.9","BYE","1.7","11.3","2.7","12.6","-","9.6","1.9","-","7","55.8"
"337","Chris Moore","WR","TEN","-","-","0","-","21.9","5.4","-","3.6","1.4","-","2","0.6","BYE","-","0","8","-","12.8","5.6","55.7"
"338","Geno Smith","QB","SEA","-","-","-","-","10.5","10.3","11.9","22.6","BYE","-","-","-","-","-","-","-","-","-","13.8","55.3"
"339","Matt Ammendola","K","FA","0","6","0","9","7","-","1","8","6","6","5","7","-","-","-","-","-","-","5","55"
"340","Drew Lock","QB","SEA","-","-","-","3.5","-","-","-","-","BYE","-","-","0","-","-","5.3","7.1","15.9","22","9","53.9"
"341","Logan Thomas","TE","WAS","12","9.5","12.2","-","-","-","-","-","BYE","-","-","6.1","13.8","-","-","-","-","-","10.7","53.6"
"342","Tommy Tremble","TE","CAR","0","-","10.7","0","9.2","2","3.2","4.8","1.6","1.3","5.5","1.4","BYE","4.3","1.8","4.2","-","3.1","3.5","53.1"
"343","Juwan Johnson","TE","NO","17.1","3.3","0","10","0","BYE","1.8","0","-","5.6","-","-","3.7","2.5","0","-","1.4","7.5","4.1","52.9"
"344","Isaiah McKenzie","WR","IND","-0.3","1.1","0.8","0","0","1.8","-","0","3","9.9","-2","-","-","1.5","2.5","29.4","1.9","2.9","3.5","52.5"
"345","Mike White","QB","MIA","-","-","-","-","-","-","10.1","28.1","7.8","6","-","-","-","BYE","-","-","-","-","13","52"
"346","Tevin Coleman","RB","FA","2.4","2.4","-","5.1","1.1","-","-","-","-","5.3","2.8","9","10.7","-","5","7.1","-","0.6","4.7","51.5"
"346","Jeff Wilson Jr.","RB","MIA","-","-","-","-","-","-","-","-","-","2.8","6.8","1.7","0","5.6","19.9","14.7","0","0","5.7","51.5"
"348","Tavon Austin","WR","FA","-","-","-","1.8","10.4","0","-","1.5","-","0","0.8","10.1","1.9","4.7","2.1","14.9","3.2","-","4.3","51.4"
"349","John Bates","TE","WAS","-","0","0","-","-","1.7","-","1.4","BYE","5.5","5.3","2.5","7.2","2.9","3.9","12.5","6.5","1.5","3.9","50.9"
"350","Jimmy Graham","TE","NO","2.1","-","0","-","-","BYE","-","-","3.8","-","4.5","11.4","9.1","2.9","2.3","11","0","3.6","4.6","50.7"
"351","Demetric Felton Jr.","RB","CLE","0","13.1","3.3","3.2","0","3.4","6.4","2.7","3.2","-","0.2","0","BYE","0","4.6","0","-","10.4","3.4","50.5"
"352","James O'Shaughnessy","TE","FA","10.8","3.4","-","-","-","-","-","-","-","-","-","7.9","3.3","6.1","10","8.9","-","-","7.2","50.4"
"352","Robert Tonyan","TE","CHI","2.8","14.2","1.6","2.8","1.8","3","16.3","7.9","-","BYE","-","-","-","-","-","-","-","-","6.3","50.4"
"354","Dare Ogunbowale","RB","HOU","0","-","-","0.3","2.9","0","-","2.8","1.5","BYE","-","0","0","2.5","1.6","15.2","14.8","8.5","3.9","50.1"
"355","Will Dissly","TE","SEA","6.7","-","4.9","2.5","4.9","8.8","-","0","BYE","4.2","2.6","3.9","2.7","5.8","1.3","-","1.8","-","3.9","50.1"
"356","Lil'Jordan Humphrey","WR","DEN","-","3.7","-","-","-","-","0","-","-","-","7.4","7.7","12.9","-","-","10","4.6","3.6","6.2","49.9"
"357","Peyton Barber","RB","FA","-","3.2","23.2","0","-","-","-","-","-","0","0.3","-","1.2","4","5.6","9.2","3.2","-","5","49.9"
"358","Chris Evans","RB","CIN","-","2.4","4.6","-","3.5","15.7","-","-","2.1","BYE","1.7","3.8","-","-","-","0.1","-","15.9","5.5","49.8"
"359","JaMycal Hasty","RB","JAC","8.8","9.9","-","-","-","-","4.6","5.3","4.3","-","-","-","0","4","0.6","5.9","1.6","4.5","4.5","49.5"
"360","Quintez Cephus","WR","DET","12.2","16.3","1.8","12.3","6.8","-","-","-","BYE","-","-","-","-","-","-","-","-","-","9.9","49.4"
"361","Brandon Zylstra","WR","FA","-","13.4","0","8.3","0","6.2","-","-","-","3.8","1.7","3.4","-","8.5","3.7","-","0","0","4.1","49"
"362","Cam Sims","WR","LV","2.7","-","3.2","0","-","-","-","3","-","3","9.9","0","-","15.9","2.3","0","8.8","0","4.1","48.8"
"363","MyCole Pruitt","TE","ATL","-","7.3","1.7","4.4","8.4","0","10.7","4.2","0","7.2","-","2","-","1.5","1.1","0","-","-","3.7","48.5"
"364","Josh Johnson","QB","BAL","-","-","-","-","-","-","-","0.7","25.5","-","-","2","-","-","-","20.2","-","-","12.1","48.3"
"365","Chris Carson","RB","FA","12.7","15.1","16.2","4.1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12","48.1"
"366","Tajae Sharpe","WR","FA","-","1.8","1.6","3.5","9.3","-","3.8","10.8","2.2","1","4.1","4.2","4","1.7","0","-","-","0","3.4","48"
"367","Albert Wilson","WR","FA","0","6","-","2.1","-","3.4","-","-","2.1","14.6","4.5","6.7","6.6","-","2","-","-","-","4.8","48"
"368","Carlos Hyde","RB","FA","7.8","0.7","4.4","-","1.3","0","-","13.2","6.3","1.4","0","1.6","7.3","1.8","-","-","-","-","3.8","45.8"
"369","Ashton Dulin","WR","IND","0","2","-0.7","2.7","3.3","1.7","2","0","4.3","2.6","0","13.2","7.2","BYE","3.9","3.3","0","-","2.8","45.5"
"370","Phillip Lindsay","RB","FA","8.5","9.4","0.5","-0.1","1.9","7.4","0.8","0.8","2.8","-","-0.3","4.2","-","-","-","3.6","1.9","4","3.2","45.4"
"371","Rodrigo Blankenship","K","TB","4","12","11","10","8","-","-","-","BYE","-","-","-","-","-","-","-","-","-","9","45"
"372","Malik Turner","WR","IND","-","-","-","-","-","0","-","-","20.3","1.7","2.1","-","2","BYE","1.6","17.2","-","-","6.4","44.9"
"373","Cyril Grayson Jr.","WR","FA","-","-","-","-","-","-","-","12","-","-","-","-","-","-","-","12.5","20.1","-","14.9","44.6"
"374","Marcedes Lewis","TE","FA","2.9","-","-","1.7","5.4","3.7","6.1","0","0.9","3","-","2.4","-","9.1","7","2.2","-","0","3.4","44.4"
"375","Matt Breida","RB","NYG","0.4","-","-","-","-","-","-","-","-","18","7.7","13.5","1.8","1.2","0.1","-","-","-","6.1","42.7"
"376","Colt McCoy","QB","ARI","-","-","-","-0.2","-","-0.3","-0.1","-","16.3","1.2","22.9","BYE","-","0","2.5","-","-","-","5.3","42.3"
"377","Brian Johnson","K","FA","-","-","-","-","0","-","7","12","9","3","-","-","6","0","5","-","-","-","5.3","42"
"377","Austin Seibert","K","FA","6","6","-","-","12","3","15","0","-","-","-","-","-","-","-","-","-","-","7","42"
"379","Ty'Son Williams","RB","ARI","18.4","11.3","2.2","-","4.1","-","5.4","-","0","-","-","0.1","-","-","-","-","-","0.4","5.2","41.9"
"380","Jordan Akins","TE","CLE","0","2.7","7.2","-0.3","3.7","8.1","3.3","10.3","0.7","-","-","-","BYE","1.6","4.4","0","-","-","3.5","41.7"
"381","Maxx Williams","TE","FA","0","16.4","4.9","17.6","2.4","-","-","-","-","-","-","-","-","-","-","-","-","-","8.3","41.3"
"382","John Ross","WR","FA","-","-","-","16.7","2.3","0","4.7","9.2","-","-","1.6","4.8","0","1.7","-","-","-","-","4.6","41"
"383","Mike Glennon","QB","FA","-","-","-","-","10","-","-","-","-","-","-","-","6.5","19.3","1","7.8","-3.7","-","6.8","40.9"
"384","Isaiah Ford","WR","CHI","-","-","-","-","1.3","0","8","0","-","12.4","-","2.1","7.2","-","8.1","-","1","-","4.5","40.1"
"385","Jakeem Grant Sr.","WR","CLE","0","-1","0","-1.7","0","0","0","0","-2","-","2.7","4.5","17.2","18.1","1.7","-","0","-","2.6","39.5"
"386","Tyler Kroft","TE","MIA","5.6","1.8","3.2","0","-","-","-","10","5.8","-","-","-","-","BYE","5.5","5.9","-","1.5","4.4","39.3"
"387","Salvon Ahmed","RB","MIA","4.8","1.7","-","3.3","4.1","4.7","7.2","3.8","0.6","2.5","-","3.6","2.3","BYE","-","-","-","-","3.5","38.6"
"388","Kendall Hinton","WR","DEN","-","2.5","-","2.3","10.5","8.7","3.5","0","5","-","BYE","0","1.7","-","0","-","4.3","-","3.5","38.5"
"388","Stephen Anderson","TE","FA","1.1","2.9","-","4.4","0","0.9","-","0","13.9","0","-","3.8","0","2.1","2.2","5.4","1.8","-","2.8","38.5"
"390","Le'Veon Bell","RB","FA","-","-","-","1.1","-","7.8","1.4","-","10.8","0.1","-","-","-","-","-","-0.1","8.5","8.5","4.8","38.1"
"390","Pharaoh Brown","TE","IND","10.7","0","0","1.6","4.2","2.8","4.1","-","-","-","3","0","4.3","BYE","2.5","3","1.9","-","2.9","38.1"
"392","Eddy Pineiro","K","CAR","-","-","-","-","-","-","-","-","-","-","-","-","BYE","10","6","9","8","5","7.6","38"
"393","Ian Thomas","TE","CAR","2.7","1.7","-","4.5","8","5.1","0","2","1.9","-","1.7","0","BYE","0","1.5","1.4","6.3","-","2.6","36.8"
"394","Ke'Shawn Vaughn","RB","TB","-","-","-","-","-","-","2.7","-","BYE","-","0.4","-","-","-","1.9","13","6.5","12.1","6.1","36.6"
"395","James Proche II","WR","BAL","-","-","3.9","12.4","3.5","0","0","BYE","-","-","-","-","-","-","1.8","14.6","-","-","5.2","36.2"
"396","Jerick McKinnon","RB","KC","-","2.4","-","0","3.5","2.5","3.7","-","5.6","4.2","0","BYE","-","-","-","-","-","14","4","35.9"
"396","Elijhaa Penny","RB","FA","0","0.5","0.6","-","0.4","8.6","2.4","2.6","4.7","-","-","0","-","10.1","0","6","-","0","2.8","35.9"
"398","Brock Wright","TE","DET","-","-","-","-","-","-","0","-","BYE","1.2","2.2","-","10.8","5","0","3.4","-","13.1","4.5","35.7"
"399","Zach Gentry","TE","PIT","0.8","-","-","2","2.3","-","BYE","6.9","-","-","-","2","3","-","2.7","7.1","1","7.9","3.6","35.7"
"400","Craig Reynolds","RB","DET","-","-","-","-","-","-","-","-","BYE","-","-","-","-","11.9","12.7","8.1","2.3","0.2","7","35.2"
"401","JuJu Smith-Schuster","WR","NE","9.2","16.4","5.5","3.1","0.6","-","-","-","-","-","-","-","-","BYE","-","-","-","-","7","34.8"
"402","Gardner Minshew II","QB","IND","-","-","-","-","-","-","-","0.4","-","-","-","-","18.8","BYE","-","-","-","15.4","11.6","34.7"
"403","Royce Freeman","RB","LAR","-","-","3.5","1.2","1.8","0.3","2.9","2.5","-","-","BYE","-","3.1","12.6","0.8","3.4","2.5","0","2.9","34.6"
"404","Greg Ward","WR","PHI","-","0","8.5","8.5","0","-","-","0","0","-","-","0","-","BYE","10.8","-","5.5","1.3","3.5","34.6"
"405","Noah Brown","WR","HOU","-","-","1.9","0","6.6","6.7","-","1.7","0","2.8","0","11.3","3.4","-","-","-","-","-","3.4","34.4"
"405","DJ Chark Jr.","WR","CAR","17.6","2.9","13.9","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","11.5","34.4"
"407","O.J. Howard","TE","LV","-","3.1","2.1","0","3.9","16.9","1.9","3.6","-","0","2","-","-","-","0","0","-","-","3","33.5"
"408","Anthony Schwartz","WR","CLE","11.6","0","0","0","0","2.8","4","0","2.5","0","-","-","BYE","-","-","9.9","0","2.6","2.6","33.4"
"408","Breshad Perriman","WR","IND","-","-","-","-","-","-","-","-","-","-","3.6","-","1.5","12.8","-","-","6.1","9.4","6.7","33.4"
"410","C.J. Ham","RB","MIN","2.9","-","0.2","0.1","2.5","3","BYE","3.3","3.7","4.3","0","2.6","2.9","-","1.3","3.3","1.1","1.7","2.2","32.9"
"411","Terrace Marshall Jr.","WR","CAR","5.6","4.7","8.8","1.2","3.4","1.9","-","-","0","2","0","-","BYE","-","0","1.6","3.6","-","2.7","32.8"
"412","Mohamed Sanu Sr.","WR","FA","1.7","0","6.6","7.5","3.9","-","2.6","8.9","1.5","-","-","-","-","-","-","-","-","-","4.1","32.7"
"413","Blake Jarwin","TE","FA","5","6.7","3.4","8.8","0","7.1","-","0","-","-","-","-","-","-","-","-","-","1.6","4.1","32.6"
"414","Eric Ebron","TE","FA","2.9","0","0","2.8","3","9.1","-","-","-","3.3","11.4","-","-","-","-","-","-","-","4.1","32.5"
"415","Parris Campbell","WR","NYG","3.4","-","2.9","4.2","9.6","12.1","-","-","-","BYE","-","-","-","-","-","-","-","0","5.4","32.2"
"416","James White","RB","FA","12.1","18.5","0.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.4","31.2"
"417","KhaDarel Hodge","WR","ATL","-","-","1.9","2.3","4.7","2.9","1.3","0","-","0","-","0","1.9","0","-","3.1","12.6","-","2.6","30.7"
"418","Tim Boyle","QB","NYJ","-","-","-","-","-","BYE","-","-","-","-","1.1","-","-","-","-","10.5","18.9","-0.1","7.6","30.3"
"419","Ty Montgomery","RB","NE","1.5","1.3","0","7.9","0","-","0.4","1.4","-","0.2","-","9.5","7","BYE","0","0","-0.4","1.1","2.1","29.9"
"420","Case Keenum","QB","HOU","-","-","0","-","-","0.2","12.7","-","-","3.2","-","-","-","-","-","-","-","13.5","5.9","29.7"
"421","Tristan Vizcaino","K","DAL","8","10","4","4","3","0","BYE","-","-","-","-","-","-","-","-","-","-","-","4.8","29"
"422","Corey Clement","RB","ARI","0","-","0","-","-","-","-","-","0","3.5","0","BYE","0","5.6","0","1.8","0","18","2.6","28.9"
"423","Ihmir Smith-Marsette","WR","KC","0","0","0","-","-","-","-","1.6","-","-","-","BYE","-","-","7.7","-","-","19.3","4.8","28.6"
"424","N'Keal Harry","WR","FA","-","-","-","2","1.9","-","3.8","5","-","3.6","3.4","-","-2","-","7.2","3.5","-","0","2.8","28.4"
"425","Trey Sermon","RB","PHI","-","0.8","11.4","8.9","0.7","-","-","-","-","0","6.5","-","-","BYE","-","-","-","-","4.7","28.3"
"426","Nick Vannett","TE","FA","-","-","-","-","-","-","-","-","-","-","3","8.1","7.8","7.4","0","0","-","2","4","28.3"
"427","Dee Eskridge","WR","SEA","3.8","-","-","-","-","-","-","-","BYE","0.6","-","3","12.5","0","0","3.7","4.7","-","3.5","28.3"
"428","Dyami Brown","WR","WAS","0.8","6.4","-0.4","2.9","-","6","-","-","BYE","-","-","-","1.6","0","0","7.3","3.5","-","2.8","28.1"
"429","Eno Benjamin","RB","NO","-","-","-","-","0","BYE","0.7","-","9.9","2.2","3","-","2.3","-","-","-","0.3","9.6","3.5","28"
"430","Adrian Peterson","RB","FA","-","-","-","-","-","-","-","-","9.6","3","6.4","-","7.6","-","-","-","-","-","6.7","26.6"
"431","Jermar Jefferson","RB","DET","-","-","-","-","-","-","-","12.9","BYE","10.1","-","0","1.8","-","0.9","-","-","-","5.1","25.7"
"432","Dante Pettis","WR","CHI","-","-","-","-","-","9.8","15.5","0","-","BYE","-","-","-","-","-","-","-","-","8.4","25.3"
"433","Cooper Rush","QB","DAL","-","-","-","-","-","-","BYE","18.2","-","0.1","-","-","-","-","-","6.8","-","0","6.3","25.1"
"434","Marcus Johnson","WR","FA","-","-","-","-","8.2","0","0.5","1.8","-0.7","15","0","-","-","-","-","-","-","-","3.5","24.8"
"435","Alec Ingold","RB","MIA","6.2","0","7.1","-","-","0","4","-","5.8","1.5","-","-","-","BYE","-","-","-","-","3.5","24.6"
"436","Ben Skowronek","WR","LAR","-","-","0","-","0","0","0","6","-","1.8","BYE","-","4.5","0","8.2","0","3.8","0","2","24.3"
"437","Jordan Love","QB","GB","0.7","-0.3","-","-","-","-","-","-","12.9","-","-0.1","-","BYE","-","-","-","1.7","9.3","4","24.1"
"438","Joe Flacco","QB","FA","-","-","-","-","-","-","-","-","-","5.9","17.9","-","-","-","-","-","-","-","11.9","23.8"
"439","Trent Sherfield","WR","BUF","10.3","1.9","-","0","-","-","1.9","-","-","-","0","1.5","3.6","0","0","0","2.2","2.3","2","23.7"
"440","Jalen Richard","RB","FA","-","-","-","-","1.4","1.3","5.5","-","3.8","1.3","-","-","-","-","0","1.9","3.3","4.7","2.6","23.2"
"441","Kene Nwangwu","RB","MIN","-","-","-","-","-","-","BYE","-","6.9","0","0","6.7","2.4","-","3.3","3.3","0","0.4","2.6","23"
"441","Adam Shaheen","TE","FA","-","0","0","0","3.5","-","6.3","1.8","2.1","6.4","2.9","-","-","-","-","-","-","-","2.6","23"
"443","Malcolm Brown","RB","FA","1.6","2.1","9.1","3.7","-","4.1","1.9","-","-","-","-","-","-","-","-","-","-","-","3.8","22.5"
"444","Tony Jones Jr.","RB","DEN","6.3","0.7","4.2","1.5","-","-","-","-","-","-","0.2","2.7","-","3.9","-","0.6","-0.2","2.2","2.2","22.1"
"445","Aldrick Rosas","K","FA","9","1","4","3","-","-","-","-","-","-","5","-","-","-","-","-","-","-","4.4","22"
"446","Jody Fortson","TE","KC","-","2.1","8.7","7.2","-","3.7","-","-","-","-","-","BYE","-","-","-","-","-","-","5.4","21.7"
"447","Kylen Granson","TE","IND","-","-","-","1.3","3.9","-","0","1","3.7","2.5","1.8","4.2","1.6","BYE","-","1.6","-","-","2.2","21.6"
"448","Lee Smith","TE","FA","-","1.9","9.7","-","6","-","1.7","0","-","-","0","0","0","2.2","0","-","-","-","2.2","21.5"
"448","Collin Johnson","WR","NYG","-","-","10.1","0","0","4.1","1.7","3","-","BYE","0","-","-","-","2.6","-","-","-","2.7","21.5"
"450","Denzel Mims","WR","DET","5","-","-","-","5.3","-","1.6","5","3","-","-","-","1.4","0","0","0","-","0","2.1","21.3"
"451","Patrick Ricard","RB","BAL","3.5","0.2","0","1.4","-","-","-","BYE","12.5","-","0.2","1","1.9","-","-","-","-","-","2.6","20.7"
"451","Jonathan Williams","RB","WAS","-","-","-","-","-","-","-","-","BYE","-","-","-","-","10.5","0.5","2.1","3.1","4.5","4.1","20.7"
"453","Jacob Hollister","TE","FA","-","-","3.5","1.5","7.1","0","-","-","-","-","-","-","-","-","0","4","-","4.4","2.9","20.5"
"454","Trinity Benson","WR","DET","4.9","3.4","0","3.2","0","-","-","-","BYE","3.7","-","-","-","-","-","-","5.1","-","2.9","20.3"
"455","Equanimeous St. Brown","WR","CHI","-","1","-","0","0","0","1.3","3.2","-","BYE","7.4","1.7","-","0","-","-1","2.4","4.2","1.7","20.2"
"455","Kristian Wilkerson","WR","LV","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","20.2","-","20.2","20.2"
"457","Lirim Hajrullahu","K","FA","-","-","-","-","-","-","-","-","-","5","-","-","-","-","-","6","4","5","5","20"
"458","Qadree Ollison","RB","JAC","-","-","-","-","-","-","BYE","-","-","-","5.4","-","2.5","0.3","1.7","-","1.9","7.9","3.3","19.7"
"459","Tommy Sweeney","TE","NYG","-","-","2.2","-","1.1","7.1","-","6","3","BYE","0","-","-","-","0","-","-","-","2.8","19.4"
"460","Mason Rudolph","QB","PIT","-","-","-","-","-","-","BYE","-","-","16.3","-","-","-","-","-","3.1","-","-","9.7","19.4"
"461","Jeff Smith","WR","NYG","0","4.5","2.3","-","-","-","-","1.9","7","BYE","-","-","0","-","-","0","2.3","1.2","2.1","19.2"
"461","Jesse James","TE","NO","-","-","0","-","-","BYE","5","12.8","-","-","-","0","-","-","-","-","1.4","-","3.8","19.2"
"463","Scott Miller","WR","ATL","-","0","3.1","-","-","BYE","-","-","-","-","-","0","-","-","3.8","0","-","12.2","3.2","19.1"
"463","Drew Sample","TE","CIN","-","-","0","-","2.9","0","-","-","6.6","BYE","1.3","-","-","2.4","1.2","2.9","0","1.8","1.9","19.1"
"463","Chris Manhertz","TE","DEN","9.2","0","0","1.7","-","2.1","-","-","1.9","0","BYE","2.1","-","-","2.1","-","0","-","1.9","19.1"
"466","Austin Walter","RB","LV","-","-","-","-","-","-","-","BYE","-","-","-","9.8","3.1","-","1.2","-","4.9","-","4.8","19"
"467","Kenny Stills","WR","FA","-","-","2.7","0","3.8","-","0","-","11","-","-","-","0","-","-","1.4","-","-","2.7","18.9"
"468","Eric Saubert","TE","MIA","1.7","1.7","0","0","-","5.3","1.3","-","1.6","0","-","7.1","-","BYE","-","-","0","-","1.9","18.7"
"468","Blake Bell","TE","KC","1.5","3","1.6","-","1.4","-","-","0","0","0.3","1.8","BYE","-","-","0.3","2.1","6.7","0","1.6","18.7"
"470","J.J. Taylor","RB","NE","-","0.3","2.5","-1","-","-","15.6","-","-","1.1","-","-","-","BYE","-","-","-","-","3.7","18.5"
"471","Tom Kennedy","WR","DET","0","-","-","-","-","2.5","-","0","BYE","-","-","-","-","1.7","-","3.6","0","10.6","2.6","18.4"
"472","Godwin Igwebuike","RB","ATL","0","-","-","-","-","BYE","-","-","-","11.6","0.6","1.1","3.1","0.5","1.1","0","0","0","1.8","18"
"472","Phillip Dorsett II","WR","LV","-","-","0","-","-","1.3","-","BYE","-","-","-","-","-","1.9","6.3","8.5","-","-","3.6","18"
"472","Ryan Santoso","K","FA","7","-","5","2","-","-","-","-","-","4","-","-","-","-","-","-","-","-","4.5","18"
"475","Keith Smith","RB","ATL","6.1","0.3","0","0.2","0","BYE","1.6","-","-","0.5","2.9","3.6","1.2","-","-","0","0","1.3","1.4","17.7"
"476","Patrick Taylor Jr.","RB","GB","-","-","-","-","-","-","-","-","-","0.7","1.1","-","BYE","-","-","0","1.8","13.6","3.4","17.2"
"477","Elliott Fry","K","DEN","0","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","13","-","4","5.7","17"
"477","Joshua Kelley","RB","LAC","-","-","-","-","1.7","0.7","BYE","-","2","0.6","-","4","-","4.8","0.1","3.1","-","-","2.1","17"
"479","Nick Foles","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16.8","-","-","16.8","16.8"
"479","Dede Westbrook","WR","FA","2.1","0","0","2.7","4.8","3.3","-","-","0","0","1.7","0","0.8","0","-","0","1.4","0","1.1","16.8"
"481","P.J. Walker","QB","CHI","-","-","-","-","-","-","2.6","-0.1","-","6.3","-","2.5","-","5.5","-","-","-","-","3.4","16.8"
"482","Noah Gray","TE","KC","-","-","1.5","0","-","-","1.4","-","-","7.1","1.8","BYE","-","-","-","3.2","1.6","-","2.4","16.6"
"483","Jesper Horsted","TE","LV","-","-","-","-","7.2","0","0","BYE","-","-","-","-","-","-","8.9","-","-","-","4","16.1"
"483","Shi Smith","WR","CAR","-","-","-","-","-","4","-0.3","0.8","-","-","-","-","BYE","-","-","11.6","0","-","3.2","16.1"
"485","Dez Fitzpatrick","WR","PIT","-","-","-","-","-","-","BYE","-","-","1","12.5","2.4","-","-","-","-","-","-","5.3","15.9"
"486","Antony Auclair","TE","FA","-","-","-","-","8.1","-","-","-","4.3","-","-","-","-","1.6","-","-","-","1.7","3.9","15.7"
"487","Josh Oliver","TE","MIN","0","1.9","1.6","0","3.3","1.2","4.9","-","-","0","-","-","0","1.6","-","-","-","1.1","1.4","15.6"
"487","Larry Rountree III","RB","LAC","2.7","0.8","0.3","3.1","0","-","BYE","1.1","0.1","7","0.5","-","-","-","0","-","-","-","1.6","15.6"
"489","Dax Milne","WR","WAS","-","-","-","-","1.6","0","3.6","3.2","BYE","2.2","1.5","-","-","-","0.8","2.4","0.1","-","1.7","15.4"
"490","Ross Dwelley","TE","SF","-","-","-","9.1","4.5","BYE","1.5","-","-","0","-","-","-","-","-","-","-","-","3.8","15.1"
"491","Marcus Mariota","QB","PHI","3.1","-","-","-","-","-","0.4","-","0.6","-","-","6.4","-","BYE","0.3","-","1.6","2.5","2.1","14.9"
"492","Michael Burton","RB","DEN","0.2","2.1","-","0.5","0.2","0","-","-","-","-","BYE","-","0.3","0.3","10.7","0.2","0.2","-","1.5","14.7"
"493","Anthony Miller","WR","FA","-","-","12","1.3","-","-","-","-","-","-","-","1.2","-","-","-","-","-","-","4.8","14.5"
"494","Josh Gordon","WR","FA","-","-","-","-","2.1","-","0","0","0","-","1.7","-","-","8.9","-","0","1.5","0","1.6","14.2"
"495","Chris Hogan","WR","FA","8","2.6","0","3.5","0","-","-","-","-","-","-","-","-","-","-","-","-","-","2.8","14.1"
"496","Chris Herndon IV","TE","FA","0","-","-","-","0","7.2","-","1.7","-","2.4","-","-","-","2.7","-","-","-","-","2.3","14"
"497","Jake Fromm","QB","WAS","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","3.3","1.2","-","9.4","4.6","13.9"
"498","Brandon Allen","QB","SF","-","-","-","-","-","4","-","-","0.2","-","-","-0.1","-","-","-","-","0","9.7","2.8","13.9"
"499","Preston Williams","WR","FA","-","1.2","-","-","9.7","-","1.5","-","-","0","0","1.4","-","-","-","-","-","-","2.3","13.8"
"500","Wayne Gallman Jr.","RB","FA","0","-","-","2.9","0.2","-","0.2","0","-","8.6","-0.3","1.9","-","-","-","0","-","-","1.5","13.5"
"501","Benny Snell Jr.","RB","FA","0","0.1","-","0","2","0","-","1.7","0.6","0.4","0.7","0.5","1.3","-0.2","0","3.6","0.2","2.2","0.8","13.1"
"502","Dominik Eberle","K","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","-","-","13","13"
"503","Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","-","13","13"
"504","Marlon Mack","RB","FA","-","1.6","-","3.3","6.4","1.2","0.4","0","-","-","-","-","-","-","-","-","-","-","2.2","12.9"
"505","Auden Tate","WR","FA","-","-","2.4","2.8","0","7.7","-","-","-","-","-","-","-","-","-","-","-","-","3.2","12.9"
"506","Penny Hart","WR","ATL","0","-","1.7","-","3.9","2.2","0","0","-","0","0","-","0.9","2.6","-","0","1.6","-","1.1","12.9"
"507","Sean McKeon","TE","DAL","-","-","-","-","-","-","BYE","-","0","3.5","1.2","8","-","-","-","0","-","-","2.5","12.7"
"508","Ryquell Armstead","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.4","8.2","6.3","12.6"
"508","Luke Farrell","TE","JAC","-","1.6","0.9","1.7","2.3","3.1","BYE","1.3","0","-","-","-","-","-","-","-","1.7","0","1.4","12.6"
"510","KJ Hamler","WR","DEN","7.1","1.5","3.8","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","4.1","12.4"
"511","Brian Hoyer","QB","LV","-","-","-","-","-","-","2.9","BYE","-0.3","7.2","-","-0.1","-","-","-","-","2.6","-","2.5","12.3"
"512","Andy Janovich","RB","FA","0","6","-","2","-","-","-","-","0","-","-","-","-","1.3","-","2.6","-","-","2","11.9"
"513","Juwann Winfree","WR","IND","-","-","-","-","-","-","-","7","-","-","-","-","-","BYE","0","0","2.2","2.6","2.4","11.8"
